title,url,metadesc,norm_summary
Heart Transplantation,https://medlineplus.gov/hearttransplantation.html,"A heart transplant removes a damaged or diseased heart and replaces it with a healthy one. Read about the surgery, risks, and living with a transplant."," A heart transplant removes a damaged or diseased heart and replaces it with a healthy one. The healthy heart comes from a donor who has died. It is the last resort for people with heart failure when all other treatments have failed. The heart failure might have been caused by coronary heart disease, damaged heart valves or heart muscles, congenital heart defects, or viral infections of the heart. Although heart transplant surgery is a life-saving measure, it has many risks. Careful monitoring, treatment, and regular medical care can prevent or help manage some of these risks. After the surgery, most heart transplant patients can return to their normal levels of activity. However, fewer than 30% return to work for many different reasons. NIH: National Heart, Lung, and Blood Institute"
Heart Valve Diseases,https://medlineplus.gov/heartvalvediseases.html,Heart valves make sure blood flows in then out of your heart. If they don't work properly and heart valve disease occurs. Learn more.," Your heart has four valves. Normally, these valves open to let blood flow through or out of your heart, and then shut to keep it from flowing backward. But sometimes they don't work properly. If they don't, you could have Regurgitation - when blood leaks back through the valve in the wrong direction Mitral valve prolapse - when one of the valves, the mitral valve, has ""floppy"" flaps and doesn't close tightly. It's one of the most common heart valve conditions. Sometimes it causes regurgitation. Stenosis - when the valve doesn't open enough and blocks blood flow Valve problems can be present at birth or caused by infections, heart attacks, or heart disease or damage. The main sign of heart valve disease is an unusual heartbeat sound called a heart murmur. Your doctor can hear a heart murmur with a stethoscope. But many people have heart murmurs without having a problem. Heart tests can show if you have a heart valve disease. Some valve problems are minor and do not need treatment. Others might require medicine, medical procedures, or surgery to repair or replace the valve. NIH: National Heart, Lung, and Blood Institute"
Heartburn,https://medlineplus.gov/heartburn.html,Looking for heartburn remedies?  Find out more about heartburn (pyrosis) and how to relieve this type of indigestion. ," Heartburn is a painful burning feeling in your chest or throat. It happens when stomach acid backs up into your esophagus, the tube that carries food from your mouth to your stomach. If you have heartburn more than twice a week, you may have GERD . But you can have GERD without having heartburn. Pregnancy, certain foods, alcohol, and some medications can bring on heartburn. Treating heartburn is important because over time reflux can damage the esophagus. Over-the-counter medicines may help. If the heartburn continues, you may need prescription medicines or surgery. If you have other symptoms such as crushing chest pain, it could be a heart attack . Get help immediately."
Heat Illness,https://medlineplus.gov/heatillness.html,"During hot weather, especially with high humidity, sweating isn't enough and your temperature can rise and cause heat illnesses like heat exhaustion."," Your body normally cools itself by sweating. During hot weather, especially when it is very humid, sweating just isn't enough to cool you off. Your body temperature can rise to dangerous levels and you can develop a heat illness. Most heat illnesses happen when you stay out in the heat too long. Exercising and working outside in high heat can also lead to heat illness. Older adults, young children, and those who are sick or overweight are most at risk. Taking certain medicines or drinking alcohol can also raise your risk. Heat-related illnesses include Heat stroke - a life-threatening illness in which body temperature may rise above 106 °F (41 °C) in minutes. Symptoms include dry skin, a rapid, strong pulse, dizziness, nausea, and confusion. If you see any of these signs, get medical help right away. Heat exhaustion - an illness that can happen after several days of exposure to high temperatures and not enough fluids. Symptoms include heavy sweating, rapid breathing, and a fast, weak pulse. If it is not treated, it can turn into heat stroke. Heat cramps - muscle pains or spasms that happen during heavy exercise. You usually get them in your abdomen, arms, or legs. Heat rash - skin irritation from excessive sweating. It is more common in young children. You can lower your risk of heat illness by drinking fluids to prevent dehydration , replacing lost salt and minerals, and limiting your time in the heat. Centers for Disease Control and Prevention"
Heel Injuries and Disorders,https://medlineplus.gov/heelinjuriesanddisorders.html,Heel problems are common and painful. What causes heel pain? Read more about causes and conditions that can result from heel problems.," Heel problems are common and can be painful. Often, they result from too much stress on your heel bone and the tissues that surround it. That stress can come from Injuries Bruises that you get walking, running or jumping Wearing shoes that don't fit or aren't made well Being overweight These can lead to tendinitis, bursitis, and fasciitis, which are all types of inflammation of the tissues that surround your heel. Over time the stress can cause bone spurs and deformities. Certain diseases, such as rheumatoid arthritis and gout, can also lead to heel problems. Treatments for heel problems might include rest, medicines, exercises, taping, and special shoes. Surgery is rarely needed."
Helicobacter Pylori Infections,https://medlineplus.gov/helicobacterpyloriinfections.html,H. Pylori is a bacterium that can infect the stomach. Being infected is associated with an increased risk of developing peptic ulcers. Learn more.," Helicobacter pylori (H. pylori) is a type of bacteria that causes infection in the stomach. It is the main cause of peptic ulcers , and it can also cause gastritis and stomach cancer . About 30 to 40% of people in the United States get an H. pylori infection. Most people get it as a child. H. pylori usually does not cause symptoms. But it can break down the inner protective coating in some people's stomachs and cause inflammation. This can lead to gastritis or a peptic ulcer. Researchers aren't sure how H. pylori spreads. They think that it may spread by unclean food and water, or through contact with an infected person's saliva and other body fluids. A peptic ulcer causes a dull or burning pain in your stomach, especially when you have an empty stomach. It lasts for minutes to hours, and it may come and go for several days or weeks. It may also cause other symptoms, such as bloating, nausea, and weight loss. If you have the symptoms of a peptic ulcer, your health care provider will check to see whether you have H. pylori. There are blood, breath, and stool tests to check for H. pylori. In some cases, you may need an upper endoscopy , often with a biopsy . If you do have a peptic ulcer, the treatment is with a combination of antibiotics and acid-reducing medicines. You will need to be tested again after treatment to make sure the infection is gone. There is no vaccine for H. pylori. Since H. pylori might spread through unclean food and water, you might be able to prevent it if you Wash your hands after using the bathroom and before eating Eat properly prepared food Drink water from a clean, safe source NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
Hemochromatosis,https://medlineplus.gov/hemochromatosis.html,Hemochromatosis is an iron overload disease (too much iron in the body). The extra iron can build up in organs and cause damage. Find out how.," Hemochromatosis is a disease in which too much iron builds up in your body. Your body needs iron but too much of it is toxic. If you have hemochromatosis, you absorb more iron than you need. Your body has no natural way to get rid of the extra iron. It stores it in body tissues, especially the liver, heart, and pancreas. The extra iron can damage your organs. Without treatment, it can cause your organs to fail. There are two types of hemochromatosis. Primary hemochromatosis is an inherited disease. Secondary hemochromatosis is usually the result of something else, such as anemia, thalassemia, liver disease, or blood transfusions. Many symptoms of hemochromatosis are similar to those of other diseases. Not everyone has symptoms. If you do, you may have joint pain, fatigue, general weakness, weight loss, and stomach pain. Your doctor will diagnose hemochromatosis based on your medical and family histories, a physical exam, and the results from tests and procedures. Treatments include removing blood (and iron) from your body, medicines, and changes in your diet. NIH: National Heart, Lung, and Blood Institute"
Hemophilia,https://medlineplus.gov/hemophilia.html,Hemophilia is a rare disorder in which the blood does not clot normally. Usually hemophilia usually occurs in males and is inherited. Learn more.," Hemophilia is a rare disorder in which the blood does not clot normally. It is usually inherited. Hemophilia usually occurs in males. If you have hemophilia, you have little or no clotting factor. Clotting factor is a protein needed for normal blood clotting. Without it, you may bleed for a long time after an injury or accident. You also may bleed into your knees, ankles, and elbows. Bleeding in the joints causes pain and, if not treated, can lead to arthritis. Bleeding in the brain, a very serious complication of hemophilia, requires emergency treatment. The main symptoms of hemophilia are excessive bleeding and easy bruising. Blood tests can tell if you have it. The main treatment is injecting the missing clotting factor into the bloodstream. You may need it on a regular basis, or just when bleeding occurs. NIH: National Heart, Lung, and Blood Institute"
Hemorrhagic Fevers,https://medlineplus.gov/hemorrhagicfevers.html,"Viral hemorrhagic fevers are a group of illnesses caused by four families of viruses including Ebola and Marburg, Lassa fever, and yellow fever. "," Viral hemorrhagic fevers (VHFs) are a group of illnesses caused by four families of viruses. These include the Ebola and Marburg, Lassa fever, and yellow fever viruses. VHFs have common features: they affect many organs, they damage the blood vessels, and they affect the body's ability to regulate itself. Some VHFs cause mild disease, but some, like Ebola or Marburg, cause severe disease and death. VHFs are found around the world. Specific diseases are usually limited to areas where the animals that carry them live. For example, Lassa fever is limited to rural areas of West Africa where rats and mice carry the virus. The risk for travelers is low, but you should avoid visiting areas where there are disease outbreaks. Because there are no effective treatments for some of these viral infections, there is concern about their use in bioterrorism . Centers for Disease Control and Prevention"
Hemorrhagic Stroke,https://medlineplus.gov/hemorrhagicstroke.html,Hemorrhagic stroke happens when a blood vessel breaks and bleeds into the brain. Learn about the symptoms and genetics behind hemorrhagic stroke.," A stroke is a medical emergency. There are two types - ischemic and hemorrhagic. Hemorrhagic stroke is the less common type. It happens when a blood vessel breaks and bleeds into the brain. Within minutes, brain cells begin to die. Causes include a bleeding aneurysm , an arteriovenous malformation (AVM), or an artery wall that breaks open. Symptoms of stroke are Sudden numbness or weakness of the face, arm or leg (especially on one side of the body) Sudden confusion, trouble speaking or understanding speech Sudden trouble seeing in one or both eyes Sudden trouble walking, dizziness, loss of balance or coordination Sudden severe headache with no known cause It is important to treat strokes as quickly as possible. With a hemorrhagic stroke, the first steps are to find the cause of bleeding in the brain and then control it. Surgery may be needed. Post-stroke rehabilitation can help people overcome disabilities caused by stroke damage. National Institute of Neurological Disorders and Stroke"
Hemorrhoids,https://medlineplus.gov/hemorrhoids.html,Hemorrhoids (piles) are swollen veins that sometimes protrude from the anus. Read these tips to find relief from uncomfortable symptoms. ," What are hemorrhoids? Hemorrhoids are swollen, inflamed veins around your anus or the lower part of your rectum . There are two types: External hemorrhoids, which form under the skin around your anus Internal hemorrhoids, which form in the lining of your anus and lower rectum What causes hemorrhoids? Hemorrhoids happen when there is too much pressure on the veins around the anus. This can be caused by Straining during bowel movements Sitting on the toilet for long periods of time Chronic constipation or diarrhea A low- fiber diet Weakening of the supporting tissues in your anus and rectum. This can happen with aging and pregnancy . Frequently lifting heavy objects What are the symptoms of hemorrhoids? The symptoms of hemorrhoids depend on which type you have: With external hemorrhoids, you may have Anal itching One or more hard, tender lumps near your anus Anal pain, especially when sitting Too much straining, rubbing, or cleaning around your anus may make your symptoms worse. For many people, the symptoms of external hemorrhoids go away within a few days. With internal hemorrhoids, you may have Bleeding from your rectum - you would see bright red blood in your stool, on toilet paper, or in the toilet bowl after a bowel movement Prolapse, which is a hemorrhoid that has fallen through your anal opening Internal hemorrhoids are usually not painful unless they are prolapsed. Prolapsed internal hemorrhoids may cause pain and discomfort. How can I treat hemorrhoids at home? You can most often treat your hemorrhoids at home by Eating foods that are high in fiber Taking a stool softener or a fiber supplement Drinking enough fluids every day Not straining during bowel movements Not sitting on the toilet for long periods of time Taking over-the-counter pain relievers Taking warm baths several times a day to help relieve pain. This could be a regular bath or a sitz bath. With a sitz bath, you use a special plastic tub that allows you to sit in a few inches of warm water. Using over-the-counter hemorrhoid creams, ointments, or suppositories to relieve mild pain, swelling, and itching of external hemorrhoids When do I need to see a health care provider for hemorrhoids? You should see your health care provider if you Still have symptoms after 1 week of at-home treatment Have bleeding from your rectum. Hemorrhoids are a common cause of bleeding, but other conditions can also cause bleeding. They include Crohn's disease , ulcerative colitis , colorectal cancer , and anal cancer . So it's important to see your provider to find the cause of the bleeding. How are hemorrhoids diagnosed? To make a diagnosis, your health care provider Will ask about your medical history Will do a physical exam. Often providers can diagnose external hemorrhoids by looking at the area around your anus. Will do a digital rectal exam to check for internal hemorrhoids. For this, the provider will insert a lubricated, gloved finger into the rectum to feel for anything that is abnormal. May do procedures such as an anoscopy to check for internal hemorrhoids What are the treatments for hemorrhoids? If at-home treatments for hemorrhoids don't help you, you may need a medical procedure. There are several different procedures that your provider can do in the office. These procedures use different techniques to cause scar tissue to form in the hemorrhoids. This cuts off the blood supply, which usually shrinks the hemorrhoids. In severe cases, you may need surgery. Can hemorrhoids be prevented? You can help prevent hemorrhoids by Eating foods that are high in fiber Taking a stool softener or a fiber supplement Drinking enough fluids every day Not straining during bowel movements Not sitting on the toilet for long periods of time NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
Hepatitis,https://medlineplus.gov/hepatitis.html,"The word ""hepatitis"" means inflammation of the liver. There are five main hepatitis viruses (A, B, C, D or E). Learn about the different types here."," What is hepatitis? Hepatitis is inflammation of the liver . Inflammation is swelling that happens when tissues of the body are injured or infected. It can damage your liver. This swelling and damage can affect how well your liver functions. Hepatitis can be an acute (short-term) infection or a chronic (long-term) infection. Some types of hepatitis cause only acute infections. Other types can cause both acute and chronic infections. What causes hepatitis? There are different types of hepatitis, with different causes: Viral hepatitis is the most common type. It is caused by one of several viruses -- hepatitis viruses A , B , C , D, and E. In the United States, A, B, and C are the most common. Alcoholic hepatitis is caused by heavy alcohol use Toxic hepatitis can be caused by certain poisons, chemicals, medicines, or supplements Autoimmune hepatitis is a chronic type in which your body's immune system attacks your liver. The cause is not known, but genetics and your environment may play a role. How is viral hepatitis spread? Hepatitis A and hepatitis E usually spread through contact with food or water that was contaminated with an infected person's stool. You can also get hepatitis E by eating undercooked pork, deer, or shellfish. Hepatitis B, hepatitis C, and hepatitis D spread through contact with the blood of someone who has the disease. Hepatitis B and D may also spread through contact with other body fluids. This can happen in many ways, such as sharing drug needles or having unprotected sex. Who is at risk for hepatitis? The risks are different for the different types of hepatitis. For example, with most of the viral types, your risk is higher if you have unprotected sex. People who drink a lot over long periods of time are at risk for alcoholic hepatitis. What are the symptoms of hepatitis? Some people with hepatitis do not have symptoms and do not know they are infected. If you do have symptoms, they may include Fever Fatigue Loss of appetite Nausea and/or vomiting Abdominal pain Dark urine Clay-colored bowel movements Joint pain Jaundice , yellowing of your skin and eyes If you have an acute infection, your symptoms can start anywhere between 2 weeks to 6 months after you got infected. If you have a chronic infection, you may not have symptoms until many years later. What other problems can hepatitis cause? Chronic hepatitis can lead to complications such as cirrhosis (scarring of the liver), liver failure, and liver cancer . Early diagnosis and treatment of chronic hepatitis may prevent these complications. How is hepatitis diagnosed? To diagnose hepatitis, your health care provider Will ask about your symptoms and medical history Will do a physical exam Will likely do blood tests, including tests for viral hepatitis Might do imaging tests , such as an ultrasound , CT scan , or MRI May need to do a liver biopsy to get a clear diagnosis and check for liver damage What are the treatments for hepatitis? Treatment for hepatitis depends on which type you have and whether it is acute or chronic. Acute viral hepatitis often goes away on its own. To feel better, you may just need to rest and get enough fluids. But in some cases, it may be more serious. You might even need treatment in a hospital. There are different medicines to treat the different chronic types of hepatitis. Possible other treatments may include surgery and other medical procedures. People who have alcoholic hepatitis need to stop drinking. If your chronic hepatitis leads to liver failure or liver cancer, you may need a liver transplant . Can hepatitis be prevented? There are different ways to prevent or lower your risk for hepatitis, depending on the type of hepatitis. For example, not drinking too much alcohol can prevent alcoholic hepatitis. There are vaccines to prevent hepatitis A and B. Autoimmune hepatitis cannot be prevented. NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
Hepatitis A,https://medlineplus.gov/hepatitisa.html,Hepatitis A virus can infect people who accidentally ingest fecal matter in contaminated food or water or through personal contact. More on HAV here.," What is Hepatitis? Hepatitis is inflammation of the liver . Inflammation is swelling that happens when tissues of the body are injured or infected. It can damage your liver. This swelling and damage can affect how well your liver functions. What is hepatitis A? Hepatitis A is a type of viral hepatitis. It causes an acute, or short-term, infection. This means that people usually get better without treatment after a few weeks. Thanks to a vaccine, hepatitis A is not very common in the United States. What causes hepatitis A? Hepatitis A is caused by the hepatitis A virus. The virus spreads through contact with an infected person's stool. This can happen if you Eat food made by someone who has the virus and did not properly wash their hands after using the bathroom Drink contaminated water or eat foods that were rinsed with contaminated water Have close personal contact with someone who has hepatitis A. This could be through certain types of sex (like oral-anal sex), taking care of someone who is ill, or using illegal drugs with others. Who is at risk for hepatitis A? Although anyone can get hepatitis A, you are at higher risk if you Travel to developing countries Have sex with someone who has hepatitis A Are a man who has sex with men Use illegal drugs Are experiencing homelessness Live with or care for someone who has hepatitis A Live with or care for a child recently adopted from a country where hepatitis A is common What are the symptoms of hepatitis A? Not everyone with hepatitis A has symptoms. Adults are more likely to have symptoms than children. If you do have symptoms, they usually start 2 to 7 weeks after infection. They can include Dark yellow urine Diarrhea Fatigue Fever Gray- or clay-colored stools Joint pain Loss of appetite Nausea and/or vomiting Abdominal pain Yellowish eyes and skin, called jaundice The symptoms usually last less than 2 months, although some people can be ill for as long as 6 months. You are at a higher risk of getting a more severe infection from hepatitis A if you also have HIV , hepatitis B , or hepatitis C . What other problems can hepatitis A cause? In rare cases, hepatitis A may lead to liver failure. This is more common in adults over age 50 and in people who have another liver . How is hepatitis A diagnosed? To diagnose hepatitis A, your health care provider may use many tools: A medical history, which includes asking about your symptoms A physical exam Blood tests, including tests for viral hepatitis What are the treatments for hepatitis A? There is no specific treatment for hepatitis A. The best way to recover is to rest, drink plenty of liquids, and eat healthy foods. Your provider may also suggest medicines to help relieve symptoms. In more severe cases, you may need care in a hospital. Can hepatitis A be prevented? The best way to prevent hepatitis A is to get the hepatitis A vaccine. It is also important to have good hygiene , especially washing your hands thoroughly after you go to the bathroom. National Institute of Diabetes and Digestive and Kidney Diseases"
Hepatitis B,https://medlineplus.gov/hepatitisb.html,Hepatitis B virus is a contagious liver infection spread from person-to-person via blood or body fluids. Who is at risk for HBV? Read about it here.," What is hepatitis? Hepatitis is inflammation of the liver . Inflammation is swelling that happens when tissues of the body are injured or infected. It can damage your liver. This swelling and damage can affect how well your liver functions. What is hepatitis B? Hepatitis B is a type of viral hepatitis. It can cause an acute (short-term) or chronic (long-term) infection. People with an acute infection usually get better on their own without treatment. Some people with chronic hepatitis B will need treatment. Thanks to a vaccine, hepatitis B is not very common in the United States. It is more common in certain parts of the world, such as sub-Saharan Africa and parts of Asia. What causes hepatitis B? Hepatitis B is caused by the hepatitis B virus. The virus spreads through contact with blood, semen, or other body fluids from a person who has the virus. Who is at risk for hepatitis B? Anyone can get hepatitis B, but the risk is higher in Infants born to mothers who have hepatitis B People who inject drugs or share needles, syringes, and other types of drug equipment Sex partners of people with hepatitis B, especially if they are not using latex or polyurethane condoms during sex Men who have sex with men People who live with someone who has hepatitis B, especially if they use the same razor, toothbrush, or nail clippers Health care and public-safety workers who are exposed to blood on the job Hemodialysis patients People who have lived in or traveled often to parts of the world where hepatitis B is common Have diabetes , hepatitis C , or HIV What are the symptoms of hepatitis B? Often, people with hepatitis B don't have symptoms. Adults and children over 5 are more likely to have symptoms than younger children. Some people with acute hepatitis B have symptoms 2 to 5 months after infection. These symptoms can include Dark yellow urine Diarrhea Fatigue Fever Gray- or clay-colored stools Joint pain Loss of appetite Nausea and/or vomiting Abdominal pain Yellowish eyes and skin, called jaundice If you have chronic hepatitis B, you may not have symptoms until complications develop. This could be decades after you were infected. For this reason, hepatitis B screening is important, even if you have no symptoms. Screening means that you are tested for a disease even though you don't have symptoms. If you are at high risk, your health care provider may suggest screening. What other problems can hepatitis B cause? In rare cases, acute hepatitis B can cause liver failure. Chronic hepatitis B can develop into a serious disease that causes long-term health problems such as cirrhosis (scarring of the liver), liver cancer , and liver failure. If you have ever had hepatitis B, the virus may become active again, or reactivated, later in life. This could start to damage the liver and cause symptoms. How is hepatitis B diagnosed? To diagnose hepatitis B, your health care provider may use many tools to make a diagnosis: A medical history, which includes asking about your symptoms A physical exam Blood tests, including tests for viral hepatitis What are the treatments for hepatitis B? If you have acute hepatitis B, you probably don't need treatment. Some people with chronic hepatitis B don't need treatment. But if you have a chronic infection and blood tests show that hepatitis B could be damaging your liver, you may need to take antiviral medicines. Can hepatitis B be prevented? The best way to prevent hepatitis B is to get the hepatitis B vaccine. You can also reduce your chance of hepatitis B infection by Not sharing drug needles or other drug materials Wearing gloves if you have to touch another person's blood or open sores Making sure your tattoo artist or body piercer uses sterile tools Not sharing personal items, such as toothbrushes, razors, or nail clippers Using a latex condom during sex. If your or your partner is allergic to latex , you can use polyurethane condoms. If you think you have been in contact with the hepatitis B virus, see your health care provider right away. Your provider may give you a dose of the hepatitis B vaccine to prevent infection. In some cases, your provider may also give you a medicine called hepatitis B immune globulin (HBIG). You need to get the vaccine and the HBIG (if needed) as soon as possible after coming into contact with the virus. It is best if you can get them within 24 hours. National Institute of Diabetes and Digestive and Kidney Diseases"
Hepatitis C,https://medlineplus.gov/hepatitisc.html,"Hepatitis C virus can spread through contact with infected blood, by sharing needles or needle-stick injuries. Learn who should get tested for HCV."," What is hepatitis C? Hepatitis is inflammation of the liver. Inflammation is swelling that happens when tissues of the body are injured or infected. Inflammation can damage organs. There are different types of hepatitis. One type, hepatitis C, is caused by the hepatitis C virus (HCV). Hepatitis C can range from a mild illness lasting a few weeks to a serious, lifelong illness. Hepatitis C can be acute or chronic: Acute hepatitis C is a short-term infection. The symptoms can last up to 6 months. Sometimes your body is able to fight off the infection and the virus goes away. But for most people, an acute infection leads to chronic infection. Chronic hepatitis C is a long-lasting infection. If it is not treated, it can last for a lifetime and cause serious health problems, including liver damage, cirrhosis (scarring of the liver), liver cancer , and even death. How is hepatitis C spread? Hepatitis C spreads through contact with the blood of someone who has HCV. This contact may be through Sharing drug needles or other drug materials with someone who has HCV. In the United States, this is the most common way that people get hepatitis C. Getting an accidental stick with a needle that was used on someone who has HCV. This can happen in health care settings. Being tattooed or pierced with tools or inks that were not sterilized after being used on someone who has HCV Having contact with the blood or open sores of someone who has HCV Sharing personal care items that may have come in contact with another person's blood, such as razors or toothbrushes Being born to a mother with HCV Having unprotected sex with someone who has HCV Before 1992, hepatitis C was also commonly spread through blood transfusions and organ transplants. Since then, there has been routine testing of the U.S. blood supply for HCV. It is now very rare for someone to get HCV this way. Who is at risk for hepatitis C? You are more likely to get hepatitis C if you Have injected drugs Had a blood transfusion or organ transplant before July 1992 Have hemophilia and received clotting factor before 1987 Have been on kidney dialysis Were born between 1945 and 1965 Have abnormal liver tests or liver disease Have been in contact with blood or infected needles at work Have had tattoos or body piercings Have worked or lived in a prison Were born to a mother with hepatitis C Have HIV/AIDS Have had more than one sex partner in the last 6 months Have had a sexually transmitted disease Are a man who has had sex with men If you are at high risk for hepatitis C, your health care provider will likely recommend that you get tested for it. What are the symptoms of hepatitis C? Most people with hepatitis C have no symptoms. Some people with acute hepatitis C do have symptoms within 1 to 3 months after they are exposed to the virus. These symptoms may include Dark yellow urine Fatigue Fever Gray- or clay-colored stools Joint pain Loss of appetite Nausea and/or vomiting Pain in your abdomen Jaundice (yellowish eyes and skin) If you have chronic hepatitis C, you probably will not have symptoms until it causes complications. This can happen decades after you were infected. For this reason, hepatitis C screening is important, even if you have no symptoms. What other problems can hepatitis C cause? Without treatment, hepatitis C may lead to cirrhosis, liver failure, and liver cancer. Early diagnosis and treatment of hepatitis C can prevent these complications. How is hepatitis C diagnosed? Health care providers diagnose hepatitis C based on your medical history, a physical exam, and blood tests . If you do have hepatitis C, you may need additional tests to check for liver damage. These tests may include other blood tests, an ultrasound of the liver, and a liver biopsy . What are the treatments for hepatitis C? Treatment for hepatitis C is with antiviral medicines. They can cure the disease in most cases. If you have acute hepatitis C, your health care provider may wait to see if your infection becomes chronic before starting treatment. If your hepatitis C causes cirrhosis, you should see a doctor who specializes in liver diseases. Treatments for health problems related to cirrhosis include medicines, surgery, and other medical procedures. If your hepatitis C leads to liver failure or liver cancer, you may need a liver transplant . Can hepatitis C be prevented? There is no vaccine for hepatitis C. But you can help protect yourself from hepatitis C infection by Not sharing drug needles or other drug materials Wearing gloves if you have to touch another person's blood or open sores Making sure your tattoo artist or body piercer uses sterile tools and unopened ink Not sharing personal items such toothbrushes, razors, or nail clippers Using a latex condom during sex. If your or your partner is allergic to latex , you can use polyurethane condoms. NIH: National Institute of Diabetes and Digestive and Kidney Diseases"
Hepatitis Testing,https://medlineplus.gov/hepatitistesting.html,"Hepatitis is inflammation of the liver. Some types, like hepatitis A, B, and C, are caused by viruses. Learn about tests to diagnose viral hepatitis."," Your liver is the largest organ inside your body. It helps your body digest food, store energy, and remove poisons. Hepatitis is an inflammation of the liver. There are different types of hepatitis. Some are caused by viruses. They include hepatitis A , hepatitis B , and hepatitis C . To diagnose hepatitis, your health care provider will ask you about your medical history and symptoms, do a physical exam, and order blood tests. There are blood tests for each type of viral hepatitis. Some tests check for antibodies to the virus. Antibodies are blood proteins that your immune system makes in response to the virus. Other blood tests look for parts of the virus, such as proteins or genetic material. Some tests show that you have the infection now. Other tests show that you have had it at some time, or that you have immunity to it. Doctors use the tests to diagnose hepatitis, and to screen people who are at risk for hepatitis B or C. The risk factors are different for each type. Doctors may also use the tests in people who have hepatitis, to check how contagious they are or to see how well treatment is working."
Herbal Medicine,https://medlineplus.gov/herbalmedicine.html,"Herbal medicines are one type of dietary supplement. They are sold as tablets, capsules, powders, teas, extracts, and plants. Learn more."," An herb is a plant or plant part used for its scent, flavor, or therapeutic properties. Herbal medicines are one type of dietary supplement . They are sold as tablets, capsules, powders, teas, extracts, and fresh or dried plants. People use herbal medicines to try to maintain or improve their health. Many people believe that products labeled ""natural"" are always safe and good for them. This is not necessarily true. Herbal medicines do not have to go through the testing that drugs do. Some herbs, such as comfrey and ephedra, can cause serious harm. Some herbs can interact with prescription or over-the-counter medicines. If you are thinking about using an herbal medicine, first get information on it from reliable sources. Make sure to tell your health care provider about any herbal medicines you are taking. NIH: National Center for Complementary and Integrative Health"
Hernia,https://medlineplus.gov/hernia.html,Hernias can happen to anyone. They're caused by a combination of muscle weakness and strain. Learn about several types and therapies available.," A hernia happens when part of an internal organ or tissue bulges through a weak area of muscle. Most hernias are in the abdomen. There are several types of hernias, including Inguinal, in the groin. This is the the most common type. Umbilical, around the belly button Incisional, through a scar Hiatal , a small opening in the diaphragm that allows the upper part of the stomach to move up into the chest. Congenital diaphragmatic, a birth defect that needs surgery Hernias are common. They can affect men, women, and children. A combination of muscle weakness and straining, such as with heavy lifting, might contribute. Some people are born with weak abdominal muscles and may be more likely to get a hernia. Treatment is usually surgery to repair the opening in the muscle wall. Untreated hernias can cause pain and health problems."
Herniated Disk,https://medlineplus.gov/herniateddisk.html,A herniated or slipped disc means that one of the soft cushions or discs between your vertebrae or spinal bones pushes out. Find out about it here.," Your backbone, or spine, is made up of 26 bones called vertebrae. In between them are soft disks filled with a jelly-like substance. These disks cushion the vertebrae and keep them in place. As you age, the disks break down or degenerate. As they do, they lose their cushioning ability. This can lead to pain if the back is stressed. A herniated disk is a disk that ruptures. This allows the jelly-like center of the disk to leak, irritating the nearby nerves. This can cause sciatica or back pain . Your doctor will diagnose a herniated disk with a physical exam and, sometimes, imaging tests. With treatment, most people recover. Treatments include rest, pain and anti-inflammatory medicines, physical therapy, and sometimes surgery. NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases"
Heroin,https://medlineplus.gov/heroin.html,"Heroin is a highly addictive drug made from morphine. It can be injected, snorted, or smoked. Learn about withdrawal symptoms and addiction treatment."," Heroin is a white or brown powder or a black, sticky goo. It's an opioid drug made from morphine, a natural substance in the seedpod of the Asian poppy plant. It can be mixed with water and injected with a needle. Heroin can also be smoked or snorted up the nose. All of these ways of taking heroin send it to the brain very quickly. This makes it very addictive. Major health problems from heroin include miscarriages, heart infections, and death from overdose. People who inject the drug also risk getting infectious diseases, including HIV/AIDS and hepatitis. Regular use of heroin can lead to tolerance. This means users need more and more drug to have the same effect. At higher doses over time, the body becomes dependent on heroin. If dependent users stop heroin, they have withdrawal symptoms. These symptoms include restlessness, muscle and bone pain, diarrhea and vomiting, and cold flashes with goose bumps. NIH: National Institute on Drug Abuse"
Herpes Simplex,https://medlineplus.gov/herpessimplex.html,"Learn about herpes, a contagious infection caused by herpes simplex virus (HSV). Oral herpes affects the mouth. Genital herpes affects the genitals. "," Herpes is an infection that is caused by a herpes simplex virus (HSV). Oral herpes causes cold sores around the mouth or face. Genital herpes affects the genitals, buttocks or anal area. Genital herpes is a sexually transmitted disease (STD). It affects the genitals, buttocks or anal area. Other herpes infections can affect the eyes, skin, or other parts of the body. The virus can be dangerous in newborn babies or in people with weak immune systems. There are two types of HSV: HSV type 1 most commonly causes cold sores. It can also cause genital herpes. HSV type 2 is the usual cause of genital herpes, but it also can infect the mouth. HSV spreads through direct contact. Some people have no symptoms. Others get sores near the area where the virus has entered the body. They turn into blisters, become itchy and painful, and then heal. Most people have outbreaks several times a year. Over time, you get them less often. Medicines to help your body fight the virus can help lessen symptoms and decrease outbreaks."
