index	pickup	dropoff	passengers	distance	fare	tip	tolls	total	color	payment	pickup_zone	dropoff_zone	pickup_borough	dropoff_borough
2782	2019-03-29 21:44:25	2019-03-29 21:52:11	1	1.1	7.0	2.0	0.0	12.8	yellow	credit card	Greenwich Village North	Gramercy	Manhattan	Manhattan
2783	2019-03-25 23:26:21	2019-03-25 23:35:57	3	2.5	10.5	2.85	0.0	17.15	yellow	credit card	Upper East Side North	Bloomingdale	Manhattan	Manhattan
2784	2019-03-23 02:01:44	2019-03-23 02:08:23	2	1.1	6.5	2.05	0.0	12.35	yellow	credit card	East Chelsea	Union Sq	Manhattan	Manhattan
2785	2019-03-01 16:09:27	2019-03-01 16:48:09	1	4.7	24.5	0.0	0.0	26.3	yellow	credit card	Van Cortlandt Village	Melrose South	Bronx	Bronx
2786	2019-03-20 19:01:18	2019-03-20 19:16:58	1	2.5	12.0	2.0	0.0	18.3	yellow	credit card	Seaport	Union Sq	Manhattan	Manhattan
2787	2019-03-20 20:07:29	2019-03-20 20:17:44	1	1.5	8.5	0.0	0.0	12.3	yellow	credit card	Flatiron	Times Sq/Theatre District	Manhattan	Manhattan
2788	2019-03-19 05:46:50	2019-03-19 05:48:33	1	0.2	3.5	0.0	0.0	4.8	yellow	cash	Central Harlem North	Central Harlem North	Manhattan	Manhattan
2789	2019-03-24 23:29:15	2019-03-24 23:34:14	1	1.49	6.5	2.06	0.0	12.36	yellow	credit card	Lincoln Square West	Upper West Side North	Manhattan	Manhattan
2790	2019-03-20 22:00:43	2019-03-20 22:18:12	1	2.73	13.0	3.36	0.0	20.16	yellow	credit card	Union Sq	Lincoln Square East	Manhattan	Manhattan
2791	2019-03-13 17:13:32	2019-03-13 18:07:18	1	13.1	46.0	9.55	0.0	57.35	yellow	credit card	JFK Airport	Park Slope	Queens	Brooklyn
2792	2019-03-18 16:09:30	2019-03-18 16:21:34	3	1.1	9.0	2.65	0.0	15.95	yellow	credit card	West Chelsea/Hudson Yards	Clinton East	Manhattan	Manhattan
2793	2019-03-07 11:58:44	2019-03-07 12:01:40	1	0.5	4.0	0.0	0.0	7.3	yellow	credit card	Upper East Side North	Lenox Hill East	Manhattan	Manhattan
2794	2019-03-07 08:56:25	2019-03-07 09:09:39	1	1.03	9.5	1.28	0.0	14.08	yellow	credit card	Midtown North	Clinton East	Manhattan	Manhattan
2795	2019-03-05 21:34:02	2019-03-05 21:47:17	1	1.7	10.0	2.75	0.0	16.55	yellow	credit card	Upper East Side South	Garment District	Manhattan	Manhattan
2796	2019-03-20 20:47:46	2019-03-20 21:12:24	1	3.89	18.5	4.46	0.0	26.76	yellow	credit card	TriBeCa/Civic Center	Murray Hill	Manhattan	Manhattan
2797	2019-03-13 19:37:19	2019-03-13 19:59:25	1	2.7	15.0	2.0	0.0	21.3	yellow	credit card	Upper East Side North	Midtown South	Manhattan	Manhattan
2798	2019-03-17 20:38:14	2019-03-17 20:46:50	1	1.1	7.0	0.0	0.0	10.8	yellow	cash	Clinton East	Garment District	Manhattan	Manhattan
2799	2019-03-23 10:51:45	2019-03-23 11:05:05	1	2.91	12.0	0.01	0.0	15.31	yellow	credit card	Penn Station/Madison Sq West	Upper East Side South	Manhattan	Manhattan
2800	2019-03-14 15:55:25	2019-03-14 16:15:46	2	2.63	15.0	0.0	0.0	18.3	yellow	cash	East Chelsea	Hudson Sq	Manhattan	Manhattan
2801	2019-03-05 15:31:06	2019-03-05 15:37:27	1	1.0	6.0	1.3	0.0	10.6	yellow	credit card	Midtown Center	Upper East Side South	Manhattan	Manhattan
2802	2019-03-11 22:28:50	2019-03-11 22:57:27	1	4.9	21.5	6.3	0.0	31.6	yellow	credit card	West Village	Yorkville East	Manhattan	Manhattan
2803	2019-03-15 21:33:57	2019-03-15 21:42:47	1	1.08	7.0	2.16	0.0	12.96	yellow	credit card	Lincoln Square East	Clinton East	Manhattan	Manhattan
2804	2019-03-19 16:53:04	2019-03-19 16:56:52	1	0.94	5.0	1.86	0.0	11.16	yellow	credit card	Upper East Side South	Lincoln Square East	Manhattan	Manhattan
2805	2019-03-04 11:01:07	2019-03-04 11:26:28	1	10.99	33.0	8.41	5.76	50.47	yellow	credit card	LaGuardia Airport	Midtown Center	Queens	Manhattan
2806	2019-03-23 22:18:33	2019-03-23 22:26:02	2	1.3	7.0	1.0	0.0	11.8	yellow	credit card	West Village	TriBeCa/Civic Center	Manhattan	Manhattan
2807	2019-03-31 14:20:44	2019-03-31 14:24:22	1	0.48	4.0	1.46	0.0	8.76	yellow	credit card	UN/Turtle Bay South	Midtown East	Manhattan	Manhattan
2808	2019-03-02 18:48:36	2019-03-02 18:54:44	1	0.94	6.0	1.86	0.0	11.16	yellow	credit card	Gramercy	Union Sq	Manhattan	Manhattan
2809	2019-03-26 23:10:04	2019-03-26 23:15:21	1	0.81	5.5	1.4	0.0	10.7	yellow	credit card	Greenwich Village South	Greenwich Village South	Manhattan	Manhattan
2810	2019-03-15 17:36:09	2019-03-15 17:38:09	1	0.3	3.5	0.0	0.0	7.8	yellow	cash	East Chelsea	Flatiron	Manhattan	Manhattan
2811	2019-03-11 17:26:48	2019-03-11 17:27:42	1	0.2	3.0	1.0	0.0	8.3	yellow	credit card	Yorkville East	Yorkville East	Manhattan	Manhattan
2812	2019-03-11 15:20:05	2019-03-11 15:29:20	1	0.8	7.0	2.05	0.0	12.35	yellow	credit card	TriBeCa/Civic Center	Little Italy/NoLiTa	Manhattan	Manhattan
2813	2019-03-30 19:05:29	2019-03-30 19:15:29	1	1.6	9.0	0.0	0.0	12.3	yellow	cash	Lenox Hill East	Upper East Side North	Manhattan	Manhattan
2814	2019-03-29 17:15:41	2019-03-29 17:16:57	1	0.33	3.0	1.46	0.0	8.76	yellow	credit card	Yorkville West	Yorkville West	Manhattan	Manhattan
2815	2019-03-12 06:55:08	2019-03-12 07:09:12	3	6.04	19.0	4.46	0.0	26.76	yellow	credit card	UN/Turtle Bay South	Battery Park City	Manhattan	Manhattan
2816	2019-03-19 00:33:09	2019-03-19 00:44:53	1	2.12	10.5	0.0	0.0	11.8	yellow	cash	Woodside	North Corona	Queens	Queens
2817	2019-03-06 13:14:01	2019-03-06 13:21:52	1	0.52	6.5	0.0	0.0	7.3	yellow	credit card	East Williamsburg	East Williamsburg	Brooklyn	Brooklyn
2818	2019-03-04 18:50:33	2019-03-04 19:08:13	1	11.48	31.0	0.0	0.0	32.8	yellow	cash	JFK Airport	Elmhurst	Queens	Queens
2819	2019-03-03 14:44:57	2019-03-03 15:06:59	2	3.43	15.5	2.0	0.0	20.8	yellow	credit card	East Village	Lenox Hill West	Manhattan	Manhattan
2820	2019-03-07 15:39:37	2019-03-07 15:47:08	1	0.88	6.5	1.96	0.0	11.76	yellow	credit card	Gramercy	Flatiron	Manhattan	Manhattan
2821	2019-03-22 10:12:58	2019-03-22 10:37:01	5	3.3	16.5	0.0	0.0	19.8	yellow	credit card	Midtown East	Upper West Side South	Manhattan	Manhattan
2822	2019-03-29 08:12:41	2019-03-29 08:15:03	2	0.5	4.0	0.0	0.0	7.3	yellow	cash	Manhattan Valley	Upper West Side North	Manhattan	Manhattan
2823	2019-03-06 20:02:37	2019-03-06 20:11:01	1	0.99	7.0	1.66	0.0	9.96	yellow	credit card	Boerum Hill	Downtown Brooklyn/MetroTech	Brooklyn	Brooklyn
2824	2019-03-23 17:14:52	2019-03-23 17:17:07	1	0.5	4.0	1.46	0.0	8.76	yellow	credit card	Upper East Side North	Upper East Side North	Manhattan	Manhattan
2825	2019-03-02 05:55:16	2019-03-02 06:02:57	1	1.34	7.5	0.0	0.0	11.3	yellow	cash	Yorkville West	Lenox Hill East	Manhattan	Manhattan
2826	2019-03-10 15:02:22	2019-03-10 15:19:49	2	3.26	15.0	3.66	0.0	21.96	yellow	credit card	Clinton East	Long Island City/Hunters Point	Manhattan	Queens
2827	2019-03-13 21:12:24	2019-03-13 21:24:02	1	2.0	10.0	2.76	0.0	16.56	yellow	credit card	Times Sq/Theatre District	Lincoln Square West	Manhattan	Manhattan
2828	2019-03-04 20:58:12	2019-03-04 21:12:27	6	3.95	14.0	3.56	0.0	21.36	yellow	credit card	Penn Station/Madison Sq West	Bloomingdale	Manhattan	Manhattan
2829	2019-03-25 08:21:34	2019-03-25 08:26:03	2	1.2	6.0	0.0	0.0	9.3	yellow	cash	Upper West Side North	Lincoln Square West	Manhattan	Manhattan
2830	2019-03-14 18:14:26	2019-03-14 18:31:40	2	2.36	12.5	3.36	0.0	20.16	yellow	credit card	Times Sq/Theatre District	UN/Turtle Bay South	Manhattan	Manhattan
2831	2019-03-28 14:29:49	2019-03-28 14:38:11	1	1.63	8.0	2.82	0.0	14.12	yellow	credit card	Meatpacking/West Village West	Union Sq	Manhattan	Manhattan
2832	2019-03-12 06:23:25	2019-03-12 06:28:55	1	1.2	6.0	1.85	0.0	11.15	yellow	credit card	East Village	Union Sq	Manhattan	Manhattan
2833	2019-03-11 19:04:29	2019-03-11 19:17:39	1	1.86	9.5	0.0	0.0	13.8	yellow	cash	Lincoln Square East	Upper East Side South	Manhattan	Manhattan
2834	2019-03-12 08:32:20	2019-03-12 08:46:05	1	2.2	11.0	0.0	0.0	14.3	yellow	cash	Midtown Center	East Chelsea	Manhattan	Manhattan
2835	2019-03-04 07:11:30	2019-03-04 07:17:49	1	0.8	6.0	0.0	0.0	9.3	yellow	credit card	Garment District	Murray Hill	Manhattan	Manhattan
2836	2019-03-25 21:35:36	2019-03-25 21:43:25	1	2.12	8.5	1.84	0.0	14.14	yellow	credit card	Lincoln Square East	Manhattan Valley	Manhattan	Manhattan
2837	2019-03-13 21:07:50	2019-03-13 21:11:30	1	0.86	5.0	2.2	0.0	11.0	yellow	credit card	Lenox Hill West	Upper East Side North	Manhattan	Manhattan
2838	2019-03-20 22:13:31	2019-03-20 22:17:02	1	0.5	4.5	1.66	0.0	9.96	yellow	credit card	Greenwich Village North	West Village	Manhattan	Manhattan
2839	2019-03-13 22:39:33	2019-03-13 22:48:27	2	1.94	8.5	3.08	0.0	15.38	yellow	credit card	Clinton East	Flatiron	Manhattan	Manhattan
2840	2019-03-15 09:11:21	2019-03-15 09:19:37	4	0.66	6.5	0.0	0.0	9.8	yellow	cash	Lenox Hill East	Lenox Hill West	Manhattan	Manhattan
2841	2019-03-27 23:11:18	2019-03-27 23:32:35	2	5.1	19.5	0.0	0.0	23.3	yellow	cash	SoHo	Upper East Side North	Manhattan	Manhattan
2842	2019-03-29 16:13:13	2019-03-29 16:24:38	1	1.6	9.5	0.0	0.0	11.3	yellow	cash	Sunnyside	Astoria	Queens	Queens
2843	2019-03-15 04:42:27	2019-03-15 04:54:00	1	4.1	14.0	4.45	0.0	22.25	yellow	credit card	Clinton East	TriBeCa/Civic Center	Manhattan	Manhattan
2844	2019-03-12 19:57:52	2019-03-12 20:01:41	1	0.61	5.0	1.86	0.0	11.16	yellow	credit card	Upper East Side North	Upper East Side South	Manhattan	Manhattan
2845	2019-03-21 18:37:31	2019-03-21 18:48:02	6	2.05	9.0	2.66	0.0	15.96	yellow	credit card	Clinton East	Upper West Side South	Manhattan	Manhattan
2846	2019-03-21 20:26:48	2019-03-21 20:41:47	4	1.9	11.0	1.0	0.0	15.8	yellow	credit card	Gramercy	Sutton Place/Turtle Bay North	Manhattan	Manhattan
2847	2019-03-12 14:59:53	2019-03-12 15:04:02	1	0.4	4.5	1.55	0.0	9.35	yellow	credit card	TriBeCa/Civic Center	TriBeCa/Civic Center	Manhattan	Manhattan
2848	2019-03-25 10:46:05	2019-03-25 10:48:17	2	0.41	3.5	1.36	0.0	8.16	yellow	credit card	Midtown North	Lincoln Square East	Manhattan	Manhattan
2849	2019-03-31 22:32:27	2019-03-31 22:34:45	1	0.4	3.5	1.45	0.0	8.75	yellow	credit card	Midtown North	Lincoln Square East	Manhattan	Manhattan
2850	2019-03-02 19:12:08	2019-03-02 19:15:43	1	1.0	5.0	1.66	0.0	9.96	yellow	credit card	Lenox Hill West	Upper East Side South	Manhattan	Manhattan
2851	2019-03-28 20:01:18	2019-03-28 20:18:57	1	8.1	24.0	6.7	5.76	40.26	yellow	credit card	LaGuardia Airport	Upper East Side North	Queens	Manhattan
2852	2019-03-20 14:05:21	2019-03-20 14:39:22	2	11.2	35.5	0.0	0.0	36.3	yellow	credit card	Van Cortlandt Village	Lenox Hill East	Bronx	Manhattan
2853	2019-03-21 18:36:16	2019-03-21 18:47:42	1	1.1	8.5	0.0	0.0	12.8	yellow	cash	Sutton Place/Turtle Bay North	Upper East Side South	Manhattan	Manhattan
2854	2019-03-17 11:26:15	2019-03-17 11:40:51	5	1.79	10.5	1.0	0.0	14.8	yellow	credit card	Lincoln Square West	East Chelsea	Manhattan	Manhattan
2855	2019-03-28 08:35:31	2019-03-28 08:51:19	2	2.05	11.5	2.96	0.0	17.76	yellow	credit card	Upper West Side North	Lenox Hill West	Manhattan	Manhattan
2856	2019-03-20 11:15:40	2019-03-20 11:42:10	1	2.9	17.0	0.0	0.0	20.3	yellow	cash	Lower East Side	Penn Station/Madison Sq West	Manhattan	Manhattan
2857	2019-03-11 20:33:05	2019-03-11 20:42:48	1	1.6	8.0	2.12	0.0	13.92	yellow	credit card	Midtown East	Flatiron	Manhattan	Manhattan
2858	2019-03-11 13:22:26	2019-03-11 13:28:00	1	0.7	5.5	1.2	0.0	10.0	yellow	credit card	SoHo	West Village	Manhattan	Manhattan
2859	2019-03-06 15:57:11	2019-03-06 16:11:56	6	1.94	10.5	3.45	0.0	17.25	yellow	credit card	Penn Station/Madison Sq West	Midtown East	Manhattan	Manhattan
2860	2019-03-09 08:10:17	2019-03-09 08:13:41	1	0.68	4.5	0.0	0.0	5.3	yellow	cash	East Harlem South	East Harlem South	Manhattan	Manhattan
2861	2019-03-07 21:31:54	2019-03-07 21:37:04	1	1.98	7.5	2.26	0.0	13.56	yellow	credit card	Sutton Place/Turtle Bay North	Yorkville East	Manhattan	Manhattan
2862	2019-03-21 07:47:45	2019-03-21 07:57:37	1	2.39	10.0	0.0	0.0	10.8	yellow	cash	Hamilton Heights	Manhattan Valley	Manhattan	Manhattan
2863	2019-03-11 08:48:37	2019-03-11 08:59:35	1	1.6	9.5	1.0	0.0	13.8	yellow	credit card	Penn Station/Madison Sq West	Midtown North	Manhattan	Manhattan
2864	2019-03-18 18:35:42	2019-03-18 18:39:32	5	1.23	5.5	2.94	0.0	12.74	yellow	credit card	West Chelsea/Hudson Yards	Clinton West	Manhattan	Manhattan
2865	2019-03-15 10:45:49	2019-03-15 11:01:14	1	1.38	11.0	2.86	0.0	17.16	yellow	credit card	West Chelsea/Hudson Yards	Times Sq/Theatre District	Manhattan	Manhattan
2866	2019-03-16 21:47:20	2019-03-16 22:34:12	1	18.4	52.0	9.0	0.0	64.3	yellow	credit card	JFK Airport	Stuy Town/Peter Cooper Village	Queens	Manhattan
2867	2019-03-16 19:05:05	2019-03-16 19:10:23	3	0.4	5.0	1.65	0.0	9.95	yellow	credit card	East Village	East Village	Manhattan	Manhattan
2868	2019-03-30 23:01:47	2019-03-30 23:20:24	2	3.1	14.5	3.65	0.0	21.95	yellow	credit card	Lower East Side	Williamsburg (North Side)	Manhattan	Brooklyn
2869	2019-03-17 20:59:08	2019-03-17 21:01:03	2	0.52	3.5	1.46	0.0	8.76	yellow	credit card	East Village	Gramercy	Manhattan	Manhattan
2870	2019-03-27 12:06:17	2019-03-27 12:38:46	1	10.7	34.0	10.75	5.76	53.81	yellow	credit card	LaGuardia Airport	Midtown Center	Queens	Manhattan
2871	2019-03-12 20:28:02	2019-03-12 20:43:16	1	2.8	12.0	3.15	0.0	18.95	yellow	credit card	Upper East Side South	East Village	Manhattan	Manhattan
2872	2019-03-17 03:06:45	2019-03-17 03:25:46	2	5.24	18.0	4.36	0.0	26.16	yellow	credit card	Greenwich Village South	Upper East Side North	Manhattan	Manhattan
2873	2019-03-19 12:36:42	2019-03-19 12:49:01	1	1.76	9.5	1.0	0.0	13.8	yellow	credit card	Gramercy	Greenwich Village South	Manhattan	Manhattan
2874	2019-03-27 14:45:56	2019-03-27 14:59:28	1	1.27	9.5	3.2	0.0	16.0	yellow	credit card	UN/Turtle Bay South	Times Sq/Theatre District	Manhattan	Manhattan
2875	2019-03-14 19:41:57	2019-03-14 19:54:50	1	2.05	10.5	1.08	0.0	15.88	yellow	credit card	Lower East Side	West Village	Manhattan	Manhattan
2876	2019-03-28 00:04:49	2019-03-28 00:27:27	6	4.03	17.0	2.08	0.0	22.88	yellow	credit card	Times Sq/Theatre District	Two Bridges/Seward Park	Manhattan	Manhattan
2877	2019-03-21 07:18:32	2019-03-21 07:26:04	1	1.1	7.0	2.05	0.0	12.35	yellow	credit card	Penn Station/Madison Sq West	Midtown North	Manhattan	Manhattan
2878	2019-03-17 06:30:33	2019-03-17 06:34:07	1	0.55	4.5	1.2	0.0	9.0	yellow	credit card	Times Sq/Theatre District	Midtown Center	Manhattan	Manhattan
2879	2019-03-28 21:08:58	2019-03-28 21:26:12	3	2.68	12.5	0.0	0.0	16.3	yellow	cash	Midtown Center	Greenwich Village North	Manhattan	Manhattan
2880	2019-03-19 15:12:16	2019-03-19 15:33:18	1	1.7	13.0	3.25	0.0	19.55	yellow	credit card	Sutton Place/Turtle Bay North	Penn Station/Madison Sq West	Manhattan	Manhattan
2881	2019-03-27 18:52:14	2019-03-27 18:57:16	6	0.58	5.0	2.32	0.0	11.62	yellow	credit card	Upper East Side North	Upper East Side North	Manhattan	Manhattan
2882	2019-03-01 00:08:32	2019-03-01 00:29:47	3	7.35	22.5	1.0	0.0	27.3	yellow	credit card	East Chelsea	Mott Haven/Port Morris	Manhattan	Bronx
2883	2019-03-13 17:26:59	2019-03-13 17:51:01	1	2.9	16.0	4.06	0.0	24.36	yellow	credit card	Central Park	Union Sq	Manhattan	Manhattan
2884	2019-03-14 10:43:24	2019-03-14 11:01:42	5	1.96	12.5	3.16	0.0	18.96	yellow	credit card	Union Sq	Clinton East	Manhattan	Manhattan
2885	2019-03-22 21:33:32	2019-03-22 21:41:15	2	1.0	7.0	2.15	0.0	12.95	yellow	credit card	East Village	Kips Bay	Manhattan	Manhattan
2886	2019-03-08 19:25:53	2019-03-08 20:11:27	1	9.9	35.0	7.85	0.0	47.15	yellow	credit card	Times Sq/Theatre District	Park Slope	Manhattan	Brooklyn
2887	2019-03-31 13:33:34	2019-03-31 13:37:02	2	0.8	4.5	0.0	0.0	7.8	yellow	cash	Upper East Side South	Central Park	Manhattan	Manhattan
2888	2019-03-16 08:01:00	2019-03-16 08:05:27	1	1.56	6.5	1.96	0.0	11.76	yellow	credit card	West Village	Penn Station/Madison Sq West	Manhattan	Manhattan
2889	2019-03-28 20:44:04	2019-03-28 21:00:46	2	2.7	13.5	0.0	0.0	17.3	yellow	cash	West Chelsea/Hudson Yards	SoHo	Manhattan	Manhattan
2890	2019-03-24 20:21:36	2019-03-24 21:06:08	1	19.98	52.0	10.0	5.76	71.06	yellow	credit card	JFK Airport	Upper East Side South	Queens	Manhattan
2891	2019-03-03 10:41:26	2019-03-03 11:15:24	2	5.88	26.0	8.79	0.0	38.09	yellow	credit card	Yorkville West	West Chelsea/Hudson Yards	Manhattan	Manhattan
2892	2019-03-26 08:42:04	2019-03-26 08:45:23	1	0.5	4.5	1.55	0.0	9.35	yellow	credit card	Yorkville West	Upper East Side North	Manhattan	Manhattan
2893	2019-03-05 18:44:31	2019-03-05 19:01:10	1	1.27	11.0	3.06	0.0	18.36	yellow	credit card	Gramercy	Flatiron	Manhattan	Manhattan
2894	2019-03-21 18:09:42	2019-03-21 18:24:49	1	1.77	11.5	4.74	0.0	20.54	yellow	credit card	Sutton Place/Turtle Bay North	Lincoln Square East	Manhattan	Manhattan
2895	2019-03-12 09:02:32	2019-03-12 09:09:42	1	1.38	7.0	2.06	0.0	12.36	yellow	credit card	Meatpacking/West Village West	Battery Park City	Manhattan	Manhattan
2896	2019-03-18 08:28:43	2019-03-18 08:34:02	3	0.55	5.0	3.0	0.0	11.3	yellow	credit card	Upper East Side South	Lenox Hill East	Manhattan	Manhattan
2897	2019-03-10 12:15:39	2019-03-10 12:26:06	4	1.8	9.0	2.45	0.0	14.75	yellow	credit card	Upper East Side North	Lincoln Square East	Manhattan	Manhattan
2898	2019-03-20 16:15:36	2019-03-20 17:20:42	1	10.2	43.0	0.0	0.0	46.3	yellow	cash	Midtown Center	Parkchester	Manhattan	Bronx
2899	2019-03-22 13:11:37	2019-03-22 13:16:22	1	0.7	5.5	1.75	0.0	10.55	yellow	credit card	Upper East Side North	Upper East Side North	Manhattan	Manhattan
2900	2019-03-20 08:56:19	2019-03-20 09:23:51	2	1.9	16.5	0.0	0.0	19.8	yellow	cash	East Chelsea	Sutton Place/Turtle Bay North	Manhattan	Manhattan
2901	2019-03-23 19:02:50	2019-03-23 19:13:27	2	1.55	9.0	0.0	0.0	12.3	yellow	cash	Times Sq/Theatre District	Clinton West	Manhattan	Manhattan
2902	2019-03-29 12:52:44	2019-03-29 13:09:50	1	2.5	13.0	2.0	0.0	18.3	yellow	credit card	East Harlem North	Lenox Hill West	Manhattan	Manhattan
2903	2019-03-07 19:39:20	2019-03-07 20:02:32	1	3.8	17.5	4.35	0.0	26.15	yellow	credit card	Penn Station/Madison Sq West	Two Bridges/Seward Park	Manhattan	Manhattan
2904	2019-03-20 10:15:58	2019-03-20 10:26:10	1	1.7	9.0	1.5	0.0	13.8	yellow	credit card	Lenox Hill East	East Harlem South	Manhattan	Manhattan
2905	2019-03-18 16:53:21	2019-03-18 17:41:48	1	24.57	78.0	0.0	5.76	85.56	yellow	cash	JFK Airport		Queens	
2906	2019-03-02 19:09:05	2019-03-02 19:15:40	6	0.87	6.0	0.0	0.0	9.3	yellow	cash	Flatiron	Meatpacking/West Village West	Manhattan	Manhattan
2907	2019-03-27 13:35:49	2019-03-27 14:13:41	1	6.0	28.5	0.0	0.0	31.8	yellow	cash	Times Sq/Theatre District	Seaport	Manhattan	Manhattan
2908	2019-03-03 12:22:52	2019-03-03 12:36:23	1	2.18	11.0	0.0	0.0	11.8	yellow	cash	Fordham South	University Heights/Morris Heights	Bronx	Bronx
2909	2019-03-14 16:28:48	2019-03-14 17:24:39	1	18.9	52.0	13.1	5.76	78.66	yellow	credit card	JFK Airport	Lenox Hill West	Queens	Manhattan
2910	2019-03-13 13:16:27	2019-03-13 13:29:50	1	1.93	10.5	2.76	0.0	16.56	yellow	credit card	Upper East Side South	Kips Bay	Manhattan	Manhattan
2911	2019-03-02 16:11:55	2019-03-02 16:30:59	1	4.8	17.5	0.0	0.0	20.8	yellow	cash	Lincoln Square East	Manhattanville	Manhattan	Manhattan
2912	2019-03-04 07:27:28	2019-03-04 07:32:02	1	0.5	5.0	0.0	0.0	8.3	yellow	cash	East Chelsea	Garment District	Manhattan	Manhattan
2913	2019-03-20 21:29:35	2019-03-20 21:33:13	1	0.63	4.5	1.66	0.0	9.96	yellow	credit card	Sutton Place/Turtle Bay North	Lenox Hill West	Manhattan	Manhattan
2914	2019-03-26 17:34:56	2019-03-26 18:31:34	1	17.5	52.0	13.1	5.76	78.66	yellow	credit card	Clinton West	JFK Airport	Manhattan	Queens
2915	2019-03-31 13:55:49	2019-03-31 14:30:19	1	10.19	33.0	10.52	5.76	52.58	yellow	credit card	LaGuardia Airport	Lincoln Square East	Queens	Manhattan
2916	2019-03-30 23:40:47	2019-03-31 00:12:57	3	10.51	33.5	0.0	0.0	37.3	yellow	cash	Kips Bay	East Tremont	Manhattan	Bronx
2917	2019-03-30 15:36:06	2019-03-30 15:57:44	1	2.53	14.5	3.56	0.0	21.36	yellow	credit card	West Chelsea/Hudson Yards	Greenwich Village South	Manhattan	Manhattan
2918	2019-03-14 20:48:47	2019-03-14 20:57:36	1	1.7	9.0	0.0	0.0	12.8	yellow	cash	Midtown North	Upper East Side North	Manhattan	Manhattan
2919	2019-03-15 10:03:08	2019-03-15 10:09:00	1	0.7	5.5	2.6	0.0	11.4	yellow	credit card	Upper West Side North	Upper West Side South	Manhattan	Manhattan
2920	2019-03-22 23:27:30	2019-03-22 23:43:05	1	3.32	13.5	0.0	0.0	14.8	yellow	cash	East Harlem South	Mott Haven/Port Morris	Manhattan	Bronx
2921	2019-03-22 08:41:28	2019-03-22 08:46:48	5	0.86	5.5	1.32	0.0	10.12	yellow	credit card	Upper West Side South	Lincoln Square East	Manhattan	Manhattan
2922	2019-03-01 22:57:38	2019-03-01 23:10:48	1	2.24	10.5	2.86	0.0	17.16	yellow	credit card	Clinton East	Upper West Side South	Manhattan	Manhattan
2923	2019-03-06 23:17:06	2019-03-06 23:24:12	2	1.6	7.5	7.0	0.0	18.3	yellow	credit card	Penn Station/Madison Sq West	Hudson Sq	Manhattan	Manhattan
2924	2019-03-15 12:48:09	2019-03-15 13:38:30	1	21.36	52.0	10.0	5.76	71.06	yellow	credit card	Lincoln Square East	JFK Airport	Manhattan	Queens
2925	2019-03-27 14:16:53	2019-03-27 14:26:31	1	0.6	7.5	2.15	0.0	12.95	yellow	credit card	Penn Station/Madison Sq West	Midtown South	Manhattan	Manhattan
2926	2019-03-09 14:10:28	2019-03-09 14:13:33	2	0.5	4.5	1.56	0.0	9.36	yellow	credit card	Central Park	Central Park	Manhattan	Manhattan
2927	2019-03-10 17:12:17	2019-03-10 17:28:39	2	3.25	14.0	2.0	0.0	19.3	yellow	credit card	Battery Park City	Union Sq	Manhattan	Manhattan
2928	2019-03-21 18:53:32	2019-03-21 19:13:53	1	1.57	13.0	2.5	0.0	19.8	yellow	credit card	Midtown Center	West Chelsea/Hudson Yards	Manhattan	Manhattan
2929	2019-03-12 22:12:09	2019-03-12 22:20:04	1	1.59	7.5	2.26	0.0	13.56	yellow	credit card	Meatpacking/West Village West	TriBeCa/Civic Center	Manhattan	Manhattan
2930	2019-03-31 18:49:45	2019-03-31 18:56:55	1	1.2	7.0	2.06	0.0	12.36	yellow	credit card	Lincoln Square East	Upper East Side South	Manhattan	Manhattan
2931	2019-03-13 15:27:53	2019-03-13 15:33:33	1	0.8	5.5	0.0	0.0	8.8	yellow	cash	Midtown East	Sutton Place/Turtle Bay North	Manhattan	Manhattan
2932	2019-03-13 21:25:09	2019-03-13 21:31:52	1	1.68	7.0	2.16	0.0	12.96	yellow	credit card	Hudson Sq	Gramercy	Manhattan	Manhattan
2933	2019-03-21 23:27:45	2019-03-21 23:34:16	4	0.87	6.0	0.0	0.0	9.8	yellow	cash	Greenwich Village South	Lower East Side	Manhattan	Manhattan
2934	2019-03-17 00:09:21	2019-03-17 00:20:12	1	2.2	10.0	1.0	0.0	14.8	yellow	credit card	Lower East Side	Flatiron	Manhattan	Manhattan
2935	2019-03-11 14:41:22	2019-03-11 15:08:33	2	8.9	28.5	3.0	5.76	40.56	yellow	credit card	LaGuardia Airport	Clinton East	Queens	Manhattan
2936	2019-03-27 20:09:04	2019-03-27 20:32:38	1	3.21	16.0	3.96	0.0	23.76	yellow	credit card	Times Sq/Theatre District	Little Italy/NoLiTa	Manhattan	Manhattan
2937	2019-03-27 11:31:43	2019-03-27 11:38:14	1	0.8	6.0	1.0	0.0	10.3	yellow	credit card	Clinton East	West Chelsea/Hudson Yards	Manhattan	Manhattan
2938	2019-03-22 06:30:20	2019-03-22 06:40:57	1	2.34	10.0	2.66	0.0	15.96	yellow	credit card	Upper East Side North	Murray Hill	Manhattan	Manhattan
2939	2019-03-26 20:05:22	2019-03-26 20:18:28	1	1.8	10.0	1.0	0.0	14.8	yellow	credit card	TriBeCa/Civic Center	East Village	Manhattan	Manhattan
2940	2019-03-19 20:43:13	2019-03-19 20:51:01	3	0.6	6.5	0.0	0.0	10.3	yellow	cash	Midtown East	UN/Turtle Bay South	Manhattan	Manhattan
