text,category
"Landlord’s Work An allowance of $1,225,000 has been provided for a total of 35,000 square feet of general office space per the following specifications. The tenant may elect to use part of the tenant improvement allowance for other real property improvements or pay for all or a portion of the tenant improvements as dictated in the lease addendum. Generally, the tenant improvements will include the following items: DIV 1 Interior architectural design, permits, and general construction management shall have been included for the office improvements. DIV 2 No addition site work is anticipated. Div 3 No additional costs for concrete work is anticipated (elevator pit is constructed as part of shell price). DIV 4 No masonry construction anticipated. DIV 5 No Miscellaneous metals beyond shell is expected (stairs have been provided for in shell costs). DIV 6 Cabinetry has been included for counters and cabinets for the lunchroom, copy/fax, and vanity countertops. Upgraded counters and cabinets for the conference room. All Cabinetry work shall be plastic laminate veneer. DIV 7 Acoustical insulation for the walls and ceiling of the offices, conference rooms, and restrooms. Z-furring with rigid insulation shall be installed along the exterior walls. DIV 8 Interior doors at office will be 1-3/4"" solid core, stained hardwood veneer, with Schlage Series ""F"" hardware. Door frames will be painted welded steel. Hardware shall be Schlage or equal. Warehouse area doors shall be 18 ga. Steel flush panel doors. DIV 9 Typical interior partitions will be 3-5/8"", 25 gauge metal studs, 24"" on center with 5/8"" gypsum board. Fire rated walls, if required, (i.e., one hour, two hour, etc.) shall be determined per code. Walls shall be framed to + 12' in the general office area to allow for a ceiling height of 9'. Breakroom will have a 9' ceiling height. Office warehouse demising wall shall be full height (in base bid). Provide 2'x4' Xxxx or equal grid (white) and random fissured lay-in acoustical ceilings in office area. Principal offices and conference room shall have upgraded 2'x2' grid system. Restrooms will have framed ceilings with gypsum board. Standard floor coverings in office area will be level loop glue down carpeting @ $18.00/SY. Restrooms to have ceramic tile floors with 4' wainscot, Showers to be ceramic tile full height. Upgraded lobby flooring and special finishes are not provided. Breakroom, and warehouse offices shall have vinyl composition tile. All above with 4"" rubber base. All interior partitions will receive two coats of flat latex paint. Restrooms to receive latex enamel where applicable. Tenant may elect to paint the interior walls of the warehouse. DIV 10 Toilet partitions to be painted metal and floor mounted. Quantity as required per restroom. Toilet paper dispensers, waste receptacles, towel dispensers and handicap fixtures will be Bobrick Inc. or equal. No demountable or movable wall partitions, or office cubical systems and furnishings are to be included. Contractor's Fee would also be assessed and included within the Tenant Improvement Allowance. No special construction elements are included with the base shell budget DIVISION 14: CONVEYING SYSTEMS No conveying systems, elevators, conveyors, or pick module systems are included with the base shell budget. DIVISION 15: MECHANICAL",ti-allowance
"Landlord agrees to allow Tenant a ""Construction ------------------- Allowance"" of up to $10.00 P.S.F. or $45,500.00 to be applied toward the remodel or retrofit of ""Expansion Space #2"" (Suite #815 containing 4,550 S.F.) in accordance with the attached Exhibit ""B"" of this Third Amendment of Lease. The aforementioned Construction Allowance shall not be applied toward Tenants furniture, fixtures or equipment. Tenant agrees to lease ""Expansion Space #3"" (Suite #829 containing 6,043 S.F.) in the ""as-is"" condition. Tenant also agrees to extend the term of the ""Original Leased Premises"" (Suite #821, containing 8,037 S.F.) and ""Expansion Space #1 (Suite #825 containing 1,936 S.F.) in the ""as-is"" condition.",ti-allowance
"Upon submission by Tenant to Landlord of (i) a statement (a “Fund Request”) setting forth the total amount of the TI Allowance requested, (ii) a summary of the Tenant Improvements performed using AIA standard form Application for Payment (G 702) executed by the general contractor and by the architect, (iii) invoices from the general contractor, the architect, and any subcontractors, material suppliers and other parties requesting payment with respect to the amount of the TI Allowance then being requested, (iv) unconditional lien releases from (A) the general contractor, and (B) each subcontractor and material supplier performing work or providing materials or supplies, the total cost of which is $50,000 or more, in each case with respect to previous payments made by either Landlord or Tenant for the Tenant Improvements in a form acceptable to Landlord and complying with Applicable Laws; and (v) conditional lien releases from the general contractor and each subcontractor and material supplier with respect to the Tenant Improvements performed that correspond to the Fund Request, each in a form complying with Applicable Laws, then Landlord shall, within thirty (30) days following receipt by Landlord of a Fund Request and the accompanying materials required by this Section, pay to (as elected by Landlord) the applicable contractors, subcontractors and material suppliers or Tenant (for reimbursement for payments made by Tenant to such contractors, subcontractors or material suppliers either prior to Landlord’s approval of the Approved TI Budget or as a result of Tenant’s decision to pay for the Tenant Improvements itself and later seek reimbursement from Landlord in the form of one lump sum payment in accordance with the Lease and this Work Letter), the amount of Tenant Improvement costs set forth in such Fund Request or Landlord’s pari passu share thereof if Excess TI Costs exist based on the Approved Budget; provided, however, that Landlord shall not be obligated to make any payments under this Section until the budget for the Tenant Improvements is approved in accordance with Section 6.2 and any Fund Request under this Section shall be subject to the payment limits set forth in Section 6.2 above and Article 4 of the Lease. Notwithstanding anything in this Section to the contrary, Tenant shall not submit a Fund Request more often than every thirty (30) days. Any additional Fund Requests submitted by Tenant shall be void and of no force or effect.",ti-allowance
"Landlord will tender and Tenant agrees to accept the Leased Premises in an ""as-is"" condition; however, Landlord will contribute the sum of One Million Five Thousand Four Hundred Eighty and 00/100 Dollars ($1,005,480.00 [$18.00 per square foot of Rentable Area]) [the ""Construction Allowance""] towards the cost of furnishing and installing permanent leasehold improvements in the Leased Premises in accordance with this Construction Agreement. Payments shall be made directly to Landlord's contractor performing the Work. Tenant acknowledges and agrees that a portion of the Base Rental constitutes repayment of the foregoing allowance, which has been given to Tenant as partial consideration for Tenant's execution and performance of the Twenty-Eighth Amendment.",ti-allowance
"Landlord shall paint and recarpet said space prior to occupancy. Colors to be neutral and to be agreed upon by Landlord and Tenant. Painting shall include all cabinets and wood walls. Landlord shall provide best efforts to complete space by June 15, 1998. In the event of a delay, occupancy shall be adjusted accordingly. If to Landlord: If to Tenant: STACXX XXXPERTIES ENMAX CORP. 5114 XXXXXX XXXXX XXXXX 370 S. 500 X. XXXXX 000 XXX XXXXX, XX. 00000 CLEARFIELD, UTAH",ti-allowance
"Landlord shall provide to Tenant a construction allowance not to exceed $60,000.00 (the “Construction Allowance”) to be applied toward the Total Construction Costs, as adjusted for any changes to the 15285 Work approved by Landlord and",ti-allowance
"Landlord, at Landlord’s sole cost and expense, shall install a ventilation hood of sufficient size and exhaust capability to vent one soldering iron, location to be mutually agreed upon between Landlord and Tenant and noted in Exhibit C. The shipping and receiving area shall be converted into an office area with one (1) private office and carpeted floor per attached Exhibit C.",ti-allowance
"tenant-improvement-plans Landlord shall provide Tenant with an allowance in an amount of Ten and no/100 Dollars ($10.00) per square foot of Premises (or Sixteen Thousand Four Hundred Seventy and no/100 Dollars ($16,470.00) (the ""Tenant Improvement Allowance""). The Tenant Improvement Allowance shall be paid to Tenant in three (3) installments, as follows:",ti-allowance
"Tenant Work If Tenant does not obtain the written approval of the Authority prior to the commencement of construction of any Tenant Improvement or, if such approval is obtained, it is not complied with, or Tenant does not submit as-built plans as required in Section 7.5, the Authority may, upon reasonable prior notice, enter the Premises and restore the condition of the Premises, complete the proposed Tenant Improvement as described in the approved TAA, direct Tenant in writing to modify, reconstruct or remove any work undertaken without the Authority’s prior approval and/or have as-built plans prepared, as the Authority deems appropriate.",ti-allowance
"Tenant shall be entitled to a one-time tenant improvement allowance (the ""Tenant Improvement Allowance"") in the amount of Eight Hundred Thousand and No/100 Dollars ($800,000.00) for the costs relating to the initial design and construction of Tenant's improvements which are permanently affixed to the Premises or as otherwise allowed pursuant to the express terms of the Lease or this Tenant Work Letter (the ""Tenant Improvements""). Except as otherwise expressly set forth herein, in no event shall Landlord be obligated to make disbursements pursuant to this Tenant Work Letter in a total amount which exceeds the Tenant Improvement Allowance, as the same may be increased by the ""TIA Increase"" pursuant to Section 2.2.2 of this Tenant Work Letter. All Tenant Improvements for which the Tenant Improvement Allowance has been made available shall be deemed Landlord's property under the terms of the Lease.",ti-allowance
"The Tenant Improvement Allowance applicable to the Expansion Premises shall be equal to $60 per RSF of the Expansion Premises (not including the Telecom Premises) (i.e., $1,557,720.00), and there shall be no requirement of any “Tenant Contribution” as set forth in Section 3.1 of the Work Letter. With respect to the Expansion Premises, the December 31, 2013, date set forth in the last sentence of Section 3.1(b) of the Work Letter is hereby amended to be twenty-four (24) months following Landlord’s delivery of the Expansion Premises to Tenant, which date will be extended on a day-for-day basis for each day of Landlord Delay. Tenant shall have the right to use any portion of the foregoing Tenant Improvement Allowance for the Expansion Premises for improvements to the Existing Premises. Tenant shall have the right to use such Tenant Improvement Allowance effective as of the full execution and delivery of this Fourth Amendment.",ti-allowance
"Construction Allowance Landlord shall provide Tenant with a Tenant Improvement Allowance of $1,092,096.00 (the “Tenant Improvement Allowance”) at no additional charge to Tenant. Landlord will provide an additional allowance for the payment of Tenant Improvement Costs (the “Additional Allowance”) over and above the Tenant Improvement Allowance of up to $455,040.00 at Tenant’s request, based on $5.00 per square foot. To the extent that any amounts are used from the Additional Allowance, Tenant’s Base Monthly Rent shall be increased $0.0212 per square foot of space in the Premises per month per dollar used of the $5.00 per square foot Additional Allowance. For purposes of example, and not by way of limitation, if Tenant used $91,008.00 from the Additional Allowance (i.e., $1.00 per square foot), the Base Monthly Rent would be increased by $1,929.37 per month throughout the Term of the Lease (but not in the Extended Term). The nonpayment of such increase in Base Monthly Rent shall be subject to all remedies set forth in this Lease or provided by law.",ti-allowance
"An amount equal to $25.00 multiplied by the approximate number of gross square feet in the Leased Premises as confirmed as provided in Section 1.11, and which amount of the Tenant Improvement Allowance shall be confirmed as part of the First Amendment, payable in accordance with the Work Letter. The Tenant Improvement Allowance may be used by Tenant in accordance with the terms and conditions outlined in the Work Letter, including to pay Tenant’s engineering and architectural expenses associated with such work.",ti-allowance
"Tenant agrees and acknowledges that Landlord shall provide the Expansion Space in its ""as-is"" condition with existing paint and carpet. Tenant may, at its own cost, construct any interior improvements or alterations within the Expansion Space, subject to Landlord's prior written approval, which shall not be unreasonably withheld. Notwithstanding the foregoing, in connection with the construction of such approved interior improvements or alterations in the Expansion Space (the ""Expansion Space Tenant Improvements""), Landlord shall provide an amount not to exceed $93,384.00 (the ""Expansion Space Tenant Improvement Allowance""), on the terms and conditions set forth below. The Expansion Space Tenant Improvement Allowance shall be used only for the costs and expenses incurred in connection with materials, construction and installation of the standard interior improvements within the Expansion Space (the ""Expansion Space Tenant Improvement Costs""). None of the Expansion Space Tenant Improvement Allowance shall be used for specialized improvements, cabling, equipment or trade fixtures. Tenant shall submit written requests to Landlord for disbursement out of the Expansion Space Tenant Improvement Allowance. Such requests shall be accompanied by invoices or other evidence reasonably satisfactory to Landlord showing that the expenses are part of the Expansion Space Tenant Improvement Costs. Any portion of the Expansion Space Tenant Improvement Allowance which is not requested by Tenant prior to February 29, 2000 shall be forfeited (i.e., the unused shall not be applied against rent or other obligations of Tenant under the Lease).",ti-allowance
"Landlord shall provide a tenant improvement allowance to Tenant (the “Tenant Improvement Allowance”) pursuant to Section 4.2 of the Workletter. In no event shall the Tenant Improvement Allowance exceed a maximum of $249,570.00 (i.e., $15.00 per rentable square foot of the Premises). The amount of the Tenant Improvement Allowance funded by Landlord shall be amortized in equal monthly installments payable by Tenant over the initial Term of the Lease, at an annual interest rate of 9.5%, compounded monthly, with such monthly payments to commence on the date the Tenant Improvement Allowance is funded by Landlord and continuing on the first day of each month thereafter during the initial Term of the Lease; and the Monthly Base Rent owing hereunder shall be increased by the amount of such monthly amortization payments due hereunder (such monthly amortization payments being referred to herein as the “Tenant Improvement Allowance Monthly Payments”). For example, if the Tenant Improvement Allowance funded by Landlord is $249,570.00, and the date of said funding is four months after the Commencement Date such that the remaining length under the initial Term is 116 months, then, in addition to the Monthly Base Rent amount specified in Section 1.1(8) above, Tenant would owe a Tenant Improvement Allowance Monthly Payment equal to $3,298.29 per month during the initial Term of the Lease.",ti-allowance
Lessor will provide to Lessee a Tenant Improvement Allowance as follows:,ti-allowance
"tenant-improvements Subject to Section 8, above, after Lease Commencement, Tenant intends to construct as yet undetermined renovations to the Premises. Landlord shall provide Tenant a tenant improvement allowance up to a maximum of $10.00 per rentable square foot. The first $3.00 per rentable square foot of said allowance shall be at no cost to Tenant. After completion of construction, the remaining amount due from Tenant for said tenant improvements shall be fully amortized over the remaining base term of the Lease, together with 8% interest per annum. Any desired construction work in excess of $10.00 per rentable square foot shall be paid solely by Tenant. Tenant intends to begin such construction within three to six months from Commencement Date and shall first obtain Landlord’s reasonable approval of such work as required by the terms of Section 8, above.",ti-allowance
construction-of-tenant-improvements 56 Term ....................................................... 3,ti-allowance
"Shift Allowance Landlord shall provide to Tenant a tenant improvement allowance (collectively, the “TI Allowance”) as follows:",ti-allowance
"disbursement-of-tenant-improvement-allowance Notwithstanding anything to the contrary contained in this Exhibit ""C"" and provided Tenant is not in default under this Lease, Landlord agrees to contribute the sum of Eighty Five Dollars ($85.00) per square foot toward the actual costs of improvements to the Premise made by Tenant (""Construction Allowance""); provided the Construction Allowance shall not in any event apply towards Tenant's signs, trade fixtures or equipment, merchandise, permit fees, plan review fees and design fees. Provided that Tenant is open for business, and there are no unbonded liens or claims related to Tenant's Work, Landlord shall pay to Tenant the Construction Allowance within thirty (30) days after requirements 2.8 of this Exhibit ""C"" have been satisfied.",ti-allowance
"If and so long as the Conditions of Advance set out below are satisfied, Landlord shall provide a construction allowance (the “Construction Allowance”), to be applied against the cost of completing the Tenant’s Work, in the following amount and upon the following terms and conditions: Amount: $45.00 per square feet of Rentable Area of the Premises, plus applicable taxes.",ti-allowance
"Tenant agrees and acknowledges that Landlord shall provide the Expansion Space in its ""as-is"" condition with existing paint and carpet. Tenant may, at its own cost, construct any interior improvements or alterations within the Expansion Space, subject to Landlord's prior written approval, which shall not be unreasonably withheld. Notwithstanding the foregoing, in connection with the construction of such approved interior improvements or alterations in the Expansion Space (the ""Expansion Space Tenant Improvements""), Landlord shall provide an amount not to exceed $93,384.00 (the ""Expansion Space Tenant Improvement Allowance""), on the terms and conditions set forth below. The Expansion Space Tenant Improvement Allowance shall be used only for the costs and expenses incurred in connection with materials, construction and installation of the standard interior improvements within the Expansion Space (the ""Expansion Space Tenant Improvement Costs""). None of the Expansion Space Tenant Improvement Allowance shall be used for specialized improvements, cabling, equipment or trade fixtures. Tenant shall submit written requests to Landlord for disbursement out of the Expansion Space Tenant Improvement Allowance. Such requests shall be accompanied by invoices or other evidence reasonably satisfactory to Landlord showing that the expenses are part of the Expansion Space Tenant Improvement Costs. Any portion of the Expansion Space Tenant Improvement Allowance which is not requested by Tenant prior to February 29, 2000 shall be forfeited (i.e., the unused shall not be applied against rent or other obligations of Tenant under the Lease).",ti-allowance
"Landlord shall provide to Tenant a Construction Allowance of Sixty Thousand and NO/100 Dollars ($60,000.00) to be used by Tenant solely for the purpose of providing upgrades to Landlord's Improvements from those specified on Exhibit ""D"" in the following areas:",ti-allowance
"tenant-improvement-allowance-items Landlord shall provide Tenant with an improvement allowance equal to One Million Eight Hundred Ninety-One Thousand Six Hundred Fifteen and No/100 Dollars ($1,891,615.00) (“TI Allowance”) computed at the rate of Fifty-Five and No/100 Dollars ($55.00) per rentable square foot of Suite 125, to use for improvements to Suite 125 (“Suite 125 Improvements”). The TI Allowance shall apply to all costs incurred by Landlord in the performance of the Suite 125 Improvements, including but not limited to costs of labor, materials, space planning, architectural and engineering fees, construction documents, permits, and a construction management fee payable to Landlord equal to four percent (4%) of the hard construction costs. The TI Allowance may also be used by Tenant for Suite 125 furniture and fixtures (including data cabling) and for moving expenses. In the event Tenant uses less than Fifty-Five and No/100 Dollars ($55.00) per square foot, any unused portion shall be credited to rent due under the Lease. In the event Tenant requires more than Fifty-Five and No/100 Dollars ($55.00) per square foot, Landlord will agree to provide Tenant with up to an additional Ten and No/100 Dollars ($10.00) per square foot of TI Allowance, which amount actually be used by Tenant shall be amortized over the Term of the Lease with interest at an annual rate of eight percent (8%) per annum, payable monthly as Additional Rent. Any cost in excess of the TI Allowance, as increased pursuant to the previous sentence, will be the responsibility of Tenant.",ti-allowance
"This Agreement, the agreements attached as Exhibits hereto, which include, but are not limited to the Convertible Debentures, the Warrants, the Escrow Agreement, and the Registration Rights Agreement, set forth the entire agreement and understanding of the parties relating to the subject matter hereof and supersedes all prior and contemporaneous agreements, negotiations and understandings between the parties, both oral and written relating to the subject matter hereof. The terms and conditions of all Exhibits to this Agreement are incorporated herein by this reference and shall constitute part of this Agreement as is fully set forth herein.",other
environmental-health-and-safety-laws Section 24.1 The Employer agrees to abide by standards of safety and health in accordance with the Oregon Safe Employment Act (ORS 654.011 to 654.991).,other
"request-for-demand-registration Shareholder may make a written request for registration under the Securities Act of all or part of its Registrable Securities (a ""DEMAND REGISTRATION""); provided that the Company shall not be obligated (i) to effect more than two Demand Registrations in any 12-month period, or (ii) to effect a Demand Registration for less than one million shares of Common Stock. Such request will specify the number of shares of Registrable Securities proposed to be sold and will also specify the intended method of disposition thereof.",other
“Business Day” shall mean any day other than a Saturday or Sunday or other day that commercial banks are required or permitted to be closed in New York City.,other
"Lessee shall faithfully observe and comply with the rules and regulations pertaining to the Property (""Rules""), a copy of which is attached to this Lease as Exhibit ""D"" and all reasonable modifications and additions to the Rules from time to time put into effect by Lessor; provided, however, that no modifications or additions to the Rules shall materially interfere with Lessee's permitted use of the Premises as set forth in Section 6.1. Lessor shall not be responsible to Lessee for the nonperformance of any of the Rules by any other occupant or tenant of the Property.",other
"Severability; <strong>Governing Law</strong> This Agreement shall be governed by and interpreted in accordance with the laws of the Commonwealth of Massachusetts, without giving effect to the principles of the conflicts of laws thereof.",other
"You agree that we may send any information, disclosures and/or notices (including, but not limited to, change in terms notices) relating to the Services to you in electronic form by electronic mail. Subject to the requirements of applicable law, your agreement to receive communications electronically applies, without limitation, to any and all disclosures and information that we are required by applicable law to provide in writing. You agree that we may electronically post communications or make other information available in the applicable Service application or on our website. We reserve the right to provide you with paper copies of any such notice in lieu of or in addition to electronic versions at any time in our discretion. You agree that we may mail paper versions of notices to your mailing address that appears in our records or otherwise provide notices to you pursuant to any other method to which you have agreed.",other
"<strong>Entire Agreement</strong> of the Parties This Agreement represents the entire agreement between the parties relating to the subject matter thereof and supersedes all prior agreements, understandings and negotiations, written or oral, with respect to such subject matter.",other
"governing-law-jurisdiction-and-forum-waiver-of-jury-trial This Agreement and all disputes or controversies arising out of or relating to this Agreement or the transactions contemplated hereby shall be governed by, and construed in accordance with, the internal laws of the State of Delaware, without regard to the laws of any other jurisdiction that might be applied because of the conflicts of laws principles of the State of Delaware.",other
"In the event of a discrepancy between any telephonic and any written notice, the written notice shall control. Any Lender giving any notice to a Borrower shall send simultaneously a copy of such notice to the Agent.",other
"With respect to Holder's right to one demand registration pursuant to Section 1.1 (a), the parties agree as follows:",other
"The Landlord shall have the right to prescribe, at its sole discretion, reasonable rules and regulations (hereinafter referred to as the ""Rules and Regulations"") having uniform applicability to all tenants of the Building (subject to the provisions of their respective leases) and governing their use and enjoyment of the Building and the remainder of the Property; provided, that the Rules and Regulations shall not materially interfere with the Tenant's use and enjoyment of the Premises, in accordance with the provisions of this Lease, for the purposes enumerated in the provisions of Section 3. The Tenant shall adhere to the Rules and Regulations and shall cause its agents, employees, invitees, visitors and guests to do so. A copy of the Rules and Regulations in effect on the date hereof is attached hereto as Exhibit C.",other
text Les parties aux présentes ont exigé que la présente convention ainsi que tous les documents et avis qui s’y rattachent et/ou qui en découleront soient rédigés en langue anglaise. The parties hereto have required that this Agreement and all documents and notices related thereto and/or resulting therefrom be drawn up in the English language.,other
"The Agent and each Lender shall use reasonable efforts to avoid or mitigate any increased cost or suspension of the availability of an interest rate under Sections 4.1 through 4.4 above to the greatest extent practicable (including transferring the Advances to another lending office of Affiliate of a Lender) unless, in the opinion of the Agent or such Lender, such efforts would be likely to have an adverse effect upon it. In the event a Lender makes a request to the Borrower for additional payments in accordance with Section 4.1, 4.2 or 4.4, then, provided that no Default or Event of Default has occurred and is continuing at such time, the Borrower may, at its own expense (such expense to include any transfer fee payable to the Agent under Section 11.3(b) and any expense pursuant to Section 4) and in its sole discretion, require such Lender to transfer and assign in whole (but not in part), without recourse (in accordance with and subject to the terms and conditions of Section 11.3(b)), all of its interests, rights and obligations under this Agreement to an Eligible Assignee, which shall assume such assigned obligations (which assignee may be another Lender, if a Lender accepts such assignment); provided that (i) such assignment shall not conflict with any law, rule or regulation or order of any court or other Governmental Authority and (ii) the Borrower or such assignee shall have paid to the assigning Lender in immediately available funds the principal of and interest accrued to the date of such payment on the portion of the Advances hereunder held by such assigning Lender and all other amounts owed to such assigning Lender hereunder, including amounts owed pursuant to Sections 4.1 through 4.4.",other
Pro Rata Treatment of Lenders If any of the following occur:,other
"Number of <strong>Demand Registrations</strong> (a) Subject to the conditions of this Section 2.2, and as long as at least four million (4,000,000) (as adjusted for any stock dividends, combinations, splits, recapitalizations and the like) shares of Preferred Stock, including Common Stock issued upon conversion or exercise of the Shares, are outstanding, if the Company shall receive a written request from Investors holding more than fifty percent (50%) of the Registrable Securities then outstanding (the “Initiating Holders”), that the Company file a registration statement under the Securities Act covering the registration of an aggregate offering price to the public of not less than five million dollars ($5,000,000), then the Company shall, within thirty (30) days of the receipt thereof, give written notice of such request to all Holders, and subject to the limitations of this Section 2.2, use its best efforts to effect, as soon as practicable, the registration under the Securities Act of all Registrable Securities that the Holders request to be registered.",other
"Replacement of Lenders The Borrowers’ Agent shall be permitted to replace any Lender that (a) is entitled to additional amounts pursuant to Section 2.15 or 2.16(a) or (d), (b) becomes a Defaulting Lender, or (c) does not consent to any proposed amendment, supplement, modification, consent or waiver of any provision of this Agreement or any other Loan Document that requires the consent of each of the Lenders or each of the Lenders affected thereby (so long as the consent of the Majority Revolving Lenders has been obtained) (any such Lender, a “Non- Consenting Lender”), with a replacement financial institution; provided that (i) such replacement does not conflict with any Requirement of Law,",other
"g-overning-law THIS AGREEMENT AND EACH RELATED AGREEMENT SHALL BE GOVERNED BY AND CONSTRUED IN ACCORDANCE WITH THE LAWS OF THE STATE OF NEW YORK, WITHOUT REGARD TO PRINCIPLES OF CONFLICTS OF LAWS. ANY ACTION BROUGHT BY EITHER PARTY AGAINST THE OTHER CONCERNING THE TRANSACTIONS CONTEMPLATED BY THIS AGREEMENT AND EACH RELATED AGREEMENT SHALL BE BROUGHT ONLY IN THE STATE COURTS OF NEW YORK OR IN THE FEDERAL COURTS LOCATED IN THE STATE OF NEW YORK. BOTH PARTIES AND THE INDIVIDUALS EXECUTING THIS AGREEMENT AND THE RELATED AGREEMENTS ON BEHALF OF THE COMPANY AGREE TO SUBMIT TO THE JURISDICTION OF SUCH COURTS AND WAIVE TRIAL BY JURY. IN THE EVENT THAT ANY PROVISION OF THIS AGREEMENT OR ANY RELATED AGREEMENT DELIVERED IN CONNECTION HEREWITH IS INVALID OR UNENFORCEABLE UNDER ANY APPLICABLE STATUTE OR RULE OF LAW, THEN SUCH PROVISION SHALL BE DEEMED INOPERATIVE TO THE EXTENT THAT IT MAY CONFLICT THEREWITH AND SHALL BE DEEMED MODIFIED TO CONFORM WITH SUCH STATUTE OR RULE OF LAW. ANY SUCH PROVISION WHICH MAY PROVE INVALID OR UNENFORCEABLE UNDER ANY LAW SHALL NOT AFFECT THE VALIDITY OR ENFORCEABILITY OF ANY OTHER PROVISION OF THIS AGREEMENT OR ANY RELATED AGREEMENT.",other
replacement-lenders 98 10.14 Governing Law; Jurisdiction; Etc.......................................................................98 10.15,other
"Each notice, demand, request, statement, instrument, certificate, or other communication given, delivered or made by any party to any other party under or in connection with this Agreement shall be in English.",other
"(a) At any time on or after the Registration Trigger, the Holder shall have the right by delivering a written notice to the Company (a ""Demand Notice"") to require the Company to, pursuant to the terms of this Agreement, register under and in accordance with the provisions of the Securities Act of 1933 the number of Registrable Securities Beneficially Owned by the Holder and requested by such Demand Notice to be so registered (a ""Demand Registration""); provided, however, that (i) the number of Demand Registrations in any 12-month period shall not exceed one, and the number of Demand Registrations together with any Shelf Offerings in any 12-month period shall not exceed two. The Company shall not be required to register the Registrable Securities requested by the Demand Notice unless the Holder has requested to include in such Demand Registration either (x) Registrable Securities having a principal amount of at least $200,000,000 or (y) all of the Registrable Securities then held by such Holder. No Demand Registration shall be required to be made by the Company for a Holder if it is within six (6) months of another registration that included such Holder's Registrable Securities. The Demand Notice shall also specify the expected method or methods of disposition of the applicable Registrable Securities.",other
"25.01 The parties agree to co-operate in the promotion of safe work habits and safe working conditions, and adhere to the provisions of the Workers Compensation Act and other applicable legislation.",other
"request-for-demand-registration (a) Beginning on the date that is 30 days after financial results covering at least 30 days of combined operations of Parent and the Company have been published within the meaning of Section 201.01 of the SEC's Codification of Financial Reporting Policies and ending three months thereafter, a Large Shareholder may make a written request for registration under the Securities Act of all or part of its Registrable Securities (a ""Demand Registration""); provided that Parent shall not be obligated (i) to effect more than one Demand Registration, (ii) to effect a Demand Registration for less than one million shares of Parent Common Stock or (iii) to effect a Demand Registration within three months of Large Shareholder selling any Registrable Securities pursuant to a Piggyback Registration under Section 2.2. Such request will specify the number of shares of Registrable Securities proposed to be sold. A registration will not count as a Demand Registration (x) if, due to the provisions of Section 2.3, the number of Registrable Securities included in such registration is less than 85% of the Registrable Securities sought to be included in such registration and (y) until it has become effective.",other
electronic-communication Notifications of grievances as well as notifications of mediation and arbitration may be presented by either party in an email which will serve as a “writing” for purposes of this Article.,other
"Applicable <strong>Rules and Regulations</strong> Subscriber has read the Rules and Regulations (Section 10 below) and represents and warrants that Subscriber and Subscriber's Business are currently in full compliance with the Rules and Regulations, and will remain so at all times during the term of this Agreement.",other
3 Buyer..........................................................................3,other
"number-of-demand-registrations (a) (i) Subject to Sections 2.1(b) and 2.3, the Holders shall have the right to require the Company to file one or more Registration Statements covering all or any part of its Registrable Securities by delivering a written request therefor to the Company specifying the number of Registrable Securities to be included in such registration and the intended method of distribution therefor (a “Demand Registration Request”). The registration so requested is referred to herein as a “Demand Registration”. Any Demand Registration Request may request that the Company register Registrable Securities on an appropriate form, including Form S-1 or on Form S-3 or any similar short-form registration available to the Company, including a Shelf Registration Statement (as defined below) and, if the Company is a well-known seasoned issuer (as defined in Rule 405 under the Securities Act) (a “WKSI”), an automatic shelf registration statement (as defined in Rule 405 under the Securities Act) (an “Automatic Shelf Registration Statement”) (each, a “Short-Form Registration”). Demand Registrations will be Short-Form Registrations whenever the Company is permitted to use any applicable short form.",other
"Demand Registration Rights If, at any time after the earlier to occur ------------------- of March 15, 1999 or the date that is six (6) months after the effective date of the first registration statement filed by the Company covering an offering of the Company's securities (other than a registration relating either to the sale of securities to employees of the Company pursuant to a stock option, stock purchase or similar plan or a Rule 145 transaction, or a registration on any form which does not include substantially the same information as would be required to be included in a registration statement covering the sale of Registrable Stock), holders of at least twenty five percent (25%) of the Registrable Stock then outstanding propose to dispose of, pursuant to a Long-Form Registration Statement, at least twenty five percent (25%) of the Registrable Stock then outstanding, then such holders may request the Company in writing to effect such registration, stating the form of registration statement under the Securities Act to be used, the number of shares of Registrable Stock to be disposed of and the intended method of disposition of such shares.",other
"The Account Aggregation Service is an electronic, Internet based-service. This Agreement will be entered into electronically, and all communications associated with this Agreement and the Account Aggregation Service may be provided by electronic means and will be considered to be ""in writing"", including: This Agreement and any amendments, modifications or supplements to it. Any initial, periodic or other disclosures or notices provided in connection with the Account Aggregation Service, including without limitation those required by federal or state law. Any customer service communications, including without limitation communications with respect to claims of error or unauthorized use of the Account Aggregation Service. Any other communication related to the Account Aggregation Service. Although we may provide communications to you in paper format at any time, you agree that we are under no obligation to do so. You should print a paper copy of this Agreement and any electronic communications that are important to you and retain the copy for your records.",other
"version All communication and documentation submitted under this Agreement whether by way of oral presentation or written reports, including all correspondence between ISR and the Consultant, shall be in English or in Hebrew.",other
22.1. The parties acknowledge that they have required that this agreement and all related documents be prepared in English./Les parties reconnaissent avoir exigé que la présente convention et tous les documents connexes soient rédigés en anglais.,other
"In case the Company shall receive from a Holder or Holders of at least 20% of the Registrable Securities a written request or requests that the Company effect a registration on Form S-3 (or any similar form promulgated by the Securities and Exchange Commission) and any related qualification or compliance with respect to all or a part of the Registrable Securities owned by such Holder or Holders, the Company will:",other
