task_id,text
41,"If the cooperative project does not continue any more, whenever Party B puts forward the written request, Party A and its
representatives shall destroy or return all confidential data occupied or controlled or all documents containing the
confidential data and other materials and all copies thereof within five (5) business days. But in compliance with other
clauses in this Agreement, Party A can retain a copy of above documents or materials only for the purpose of Article
IV"
41,"Article
V Dispute resolution and choice of law
 
The
Agreement shall be governed and interpreted by laws of the People's Republic of China. For any matter, dispute, lawsuit or procedure
related to the Agreement or the rights and obligations of all parties hereof or in connection with them, a court of the People's
Republic of China has jurisdiction over both parties hereof irrevocably"
41,"Party
A: China Ruidong Sports Technology Development Limited
 
Party
B: Huizhong Business Consultant (Beijing) Co., Ltd."
124,"Remedies. Recipient acknowledges and agrees that money damages will not be a
sufficient remedy for any breach of this Agreement by Recipient or the Recipient’s Representatives and that the Disclosing Party shall be entitled to seek specific performance as a remedy for any such breach. Such remedy shall not be deemed to
be the exclusive remedy for Recipient’s breach of this Agreement, but shall be in addition to all other remedies available at law or equity to the Disclosing Party"
124,"This Confidentiality Agreement (“Agreement”) is made and entered into as of the 14th day of January, 2016 (the “Effective
Date”) by and between NATIONAL HOLDINGS CORPORATION, with principal business offices at 000 Xxxx Xxxxxx, 00xx Xxxxx,
Xxx Xxxx, XX 00000 (the “Company”), and with Fortress Biotech, Inc., a Delaware corporation, with an office at 0 Xxxxxxxx Xxxxxx 00xx Xxxxx, Xxx Xxxx, Xxx
Xxxx 00000 (“Fortress”)"
124,"Whereas, Fortress and Company own and possess certain valuable proprietary and
confidential information relating to their respective businesses;  Whereas, Fortress and Company may provide each other with Confidential
Information (as herein defined) in connection with discussions and activities undertaken by them regarding entering into a Possible Transaction (as herein defined), and each desires that any such information shall be kept confidential by the other
Party;  Whereas, the scope of the disclosure of Confidential Information shall be limited as set forth on Exhibit A. 
Whereas the Party disclosing the information shall be referred to as the “Disclosing Party” and the Party receiving
the information shall be referred to as the “Recipient”"
124,"Evaluation Material.  (a) In connection with a possible transaction (the
“Potential Transaction”) between Fortress and the Company, the Parties may exchange certain information concerning the business, operations, finances, properties and/or affairs of their respective businesses as set forth on
Exhibit A (collectively, the “Evaluation Material”)"
124,"The Evaluation Material shall not, except as hereinafter provided, without the prior written
consent of the Disclosing Party, be disclosed by Recipient or Recipient’s Representatives in any manner whatsoever, in whole or in part, and shall not be used by Recipient or Recipient’s Representatives other than for the purpose of
evaluating the Potential Transaction. Recipient further agrees to share the Evaluation Material only as hereinafter provided or with Recipient’s Representatives who need to know such information for the purpose of evaluating the Potential
Transaction, each of whom shall (i) be advised of this Agreement and (ii) agree to be bound by the provisions hereof. Recipient shall be responsible for any breach of this Agreement by any of Recipient’s Representatives and Recipient agrees, at
Recipient’s sole expense, to take all responsible measures to restrain Recipient’s Representatives from prohibited or unauthorized disclosure or use of Evaluation Material"
124,"Public Disclosure. Except as set forth herein, without the
prior written consent of the Disclosing Party, Recipient will not, and will direct Recipient’s Representatives not to, disclose to any person either the fact that this Agreement exists or that negotiations are taking place concerning the
Potential Transaction or any of the terms, conditions or other facts with respect to a Potential Transaction, including the status thereof or the identity of the Parties thereto. The term “person” as used in this Agreement shall be broadly
interpreted to include, without limitation, any corporation, company, partnership, limited liability company, individual or other entity"
124,"Legally Required Disclosures. In the event that Recipient or Recipient’s Representatives are required by applicable law,
regulation or stock exchange rule or in any legal proceeding (by interrogatories, deposition requests for information or documents subpoena or similar process) to disclose any of the Evaluation Material, it is agreed that Recipient will, to the
extent permitted, furnish the Disclosing Party with prompt notice of such request(s) so that the Disclosing Party may seek an appropriate protective order. Recipient agrees to exercise reasonable best efforts to preserve the confidentiality of the
Evaluation Material, including, without limitation, by reasonably cooperating with the Disclosing Party to obtain an appropriate protective order or other reliable assurance that confidential treatment will be accorded the Evaluation Material. Any
such permitted disclosure shall not affect or impair the Recipient’s obligations of confidentiality with respect to the Evaluation Material"
124,Term. The terms of this Agreement shall last for a period of 12 months from the date hereof notwithstanding any attempted earlier termination by either Party
124,"Termination.  (a) The Parties may terminate or choose not to pursue discussions and/or
negotiations and deny Recipient access to the Evaluation Material at any time without liability to Recipient and without affecting Recipient’s obligations under this Agreement. If either Party decides not to proceed with a Potential
Transaction, the Party making such decision will promptly inform the other Party of that decision"
124,"Return of Confidential
Information. In the event that the Potential Transaction is not consummated or discussions are otherwise terminated pursuant to Section 3(a) above, Recipient will promptly destroy, or upon written request of the Disclosing Party return, all of
the Evaluation Material, along with all copies thereof, with the exception of one (1) copy that may be maintained for compliance purposes"
124,"Non-Solicitation and No-Hire of Employees. For a period of 6 months from the date hereof, each Party agrees that it and its affiliates will not, directly or indirectly, hire or solicit any (a) employee, (b) registered representative or
advisor or consultant associated with, or (c) branch manager or employee of or independent registered representative associated with a branch of, the other Party (each a “Covered Person”), other than a person (i) who has not been a
Covered Person for at least 180 days and whom neither such first Party nor any of its affiliates or Representatives, directly or indirectly, solicited following the date hereof or (ii) who was terminated by the other Party prior to any solicitation;
provided that nothing in this Section 6 shall apply to any Covered Person who responds to general solicitations of employment not specifically directed toward employees of the other Party, which general solicitations are expressly
permitted"
124,"Governing Law. This Agreement shall be governed by, and construed in accordance with, the internal laws of the State of
Delaware without regard to conflict of law principles"
124,"Remedies. Recipient acknowledges and agrees that money damages will not be a
sufficient remedy for any breach of this Agreement by Recipient or the Recipient’s Representatives and that the Disclosing Party shall be entitled to seek specific performance as a remedy for any such breach. Such remedy shall not be deemed to
be the exclusive remedy for Recipient’s breach of this Agreement, but shall be in addition to all other remedies available at law or equity to the Disclosing Party"
124,"This Agreement shall not be assigned without the prior written consent of both Parties. 
(c) In the event any provisions of this Agreement shall be declared to be unreasonable, invalid, void or unenforceable, or shall be modified
by a judicial decree, order or judgment, the remaining or modified provisions of this Agreement shall remain in full force and effect, and the offending portions of this Agreement shall be modified as permitted by law or equity"
13,"This letter agreement shall bind the successors and permitted assigns of the parties, and inure to the benefit of any successor or permitted assign of any of the parties; provided, however, that no party may assign this letter agreement without the prior written consent of the other parties. No provision of this letter agreement is intended to confer any rights, benefits, remedies, obligations or liabilities hereunder upon any person other than the parties to this letter agreement and their respective successors and assigns"
1699,"The parties agree that any dispute, controversy or claim arising out of or relating to this agreement, or the breach, termination, enforcement, interpretation or validity thereof, shall be resolved by arbitration in London in accordance with the rules of the London Maritime Arbitrators Association (LMAA)"
2,"THIS AGREEMENT is entered into as of March 2, 2010 and is effective upon the date of first disclosure or signing, which ever occurs first,
between Endo Pharmaceuticals Inc., whose main offices are located at 000 Xxxx Xxxxxxxxx, Xxxxxx Xxxx, Xxxxxxxxxxxx 00000, for itself and its subsidiaries Endo Pharmaceuticals Solutions Inc. and Endo Pharmaceuticals Valera Inc., each of which shall
be bound by this Agreement as if each had separately executed this Agreement, (collectively “Endo”), and HealthTronics, Inc., located at 0000 Xxxxxxxx Xx. , Xxxx. 0, Xxxxxx, XX 00000"
2,"WHEREAS, the parties hereto, wish to explore a mutually beneficial relationship, and in so doing, may disclose to each other certain non-public
confidential and proprietary information pertaining to such possible business relationship, as set forth below.  NOW THEREFORE, the
parties hereto, intending to be legally bound, agree as follows"
2,"For purposes of this Agreement, “Confidential Information” shall mean all non-public and proprietary information that has been or will be disclosed by one
party, or one of its affiliates, to the other, or one of its affiliates, whether set forth orally or in writing which may relate to, among other things, their respective business interests, technical information, clinical data, product
specifications, product development plans and ideas, marketing plans and ideas, manufacturing information or business operations"
2,"The receiving party shall not use nor disclose to any third party Confidential Information of the disclosing party for any purpose other than for the purposes set forth
in this Agreement. The parties hereby agree to hold in strictest confidence any and all Confidential Information disclosed by one party to the other under the terms of this Agreement and shall use such information solely for the purpose of
evaluating a potential business relationship and if a business relationship is consummated, carrying out such business relationship.   


4.
The receiving party will not disclose any such Confidential Information to any person other than to its affiliates, employees, agents, consultants, directors and
officers that have a need to know such information to effectuate the purpose of this Agreement and that such affiliates, employees, agents, consultants and officers shall be informed of this Confidentiality Agreement and shall be bound by a
confidentiality agreement containing terms at least as restrictive terms as those contained in this Agreement"
2,"Upon written request of the disclosing party, the receiving party shall return promptly to the disclosing party (or, at the receiving party’s option, destroy) all
Confidential Information furnished to it, including any copies thereof and notes, extracts, or derivative materials based thereon (provided that if the receiving party so opts to destroy, the receiving party shall confirm and certify such
destruction in writing to the disclosing party); and until this Agreement is terminated or until the expiration of the confidentiality obligations set forth in this Agreement, shall keep confidential and not use in any way detrimental to the
disclosing party any analyses, compilations, studies or other documents that reflect any of the Confidential Information. Notwithstanding the foregoing provision, the legal counsel of both parties may retain one copy of Confidential Information in
its confidential files solely for archival purposes"
2,"This Agreement shall be governed by the laws
of the Commonwealth of Pennsylvania without reference to its conflict of laws rules"
2,"The parties hereby agree that the following shall not be considered Confidential Information subject to this Agreement: 
 


 
(a)
information that, prior to the time of disclosure, is in the public domain; 
 


 
(b)
information that, after disclosure becomes part of the public domain by publication or otherwise, provided that such publication is not in violation of this Agreement
or, to receiving party’s knowledge, any other confidentiality agreement;   


 
(c)
information that the receiving party can establish in writing was already known to it or was in its possession prior to the time of disclosure and was not acquired,
directly or indirectly, from the disclosing party;   


 
(d)
information that the receiving party lawfully received from a third party, provided however, that such third party was not obligated to hold such information in
confidence;   


 
(e)
information that was independently developed by the receiving party without reference to any Confidential Information as established by appropriate documentation; and
  


 
(f)
information that the receiving party is compelled to disclose by a court or other tribunal of competent jurisdiction, provided however, that in such case the receiving
party shall immediately give as much advance notice as feasible to the disclosing party so that the disclosing party may seek a protective order or other remedy from said court or tribunal. In any event, the receiving party shall disclose only that
portion of the Confidential Information that, in the opinion of its legal counsel, is legally required to be disclosed and will exercise reasonable efforts to ensure that any such information so disclosed will be accorded confidential treatment by
said court or tribunal"
2,"The receiving party agrees that the disclosure of Confidential Information to any third party without the express written consent of the disclosing party may cause
irreparable harm to the disclosing party, and that any breach or threatened breach of this Agreement by the receiving party will entitle the disclosing party to seek injunctive relief, in addition to any other legal remedies available to it, in any
court of competent jurisdiction"
2,"The receiving party agrees that the disclosure of Confidential Information to any third party without the express written consent of the disclosing party may cause
irreparable harm to the disclosing party, and that any breach or threatened breach of this Agreement by the receiving party will entitle the disclosing party to seek injunctive relief, in addition to any other legal remedies available to it, in any
court of competent jurisdiction"
1819,"The recipient shall not, during the term of this agreement and for a period of 2 years following its termination, enter into any employment or consulting relationship with any person or entity that competes with the disclosing party in the field of AI development in India."
1839,"The recipient shall not, during the term of this agreement and for a period of 1 year following its termination, engage in any business activities that compete with the disclosing party's business in the field of biotechnology in Canada."
1839,"The recipient shall not, during the term of this agreement and for a period of 1 year following its termination, engage in any business activities that compete with the disclosing party's business in the field of biotechnology in Canada"
1795,"The recipient shall not, during the term of this agreement and for a period of 7 years following its termination, acquire any interest in any business that competes with the disclosing party."
20,"AMENDMENT 1 TO CONFIDENTIALITY AGREEMENT 
This Amendment 1 to Confidentiality Agreement (the “Amendment”) is entered into as of June 30, 2014 by and between Move, Inc.
(“Move”) and News Corporation (the “Company”) and amends that certain Confidentiality Agreement, dated as of October 21, 2013 (the “Agreement”). Capitalized terms used but not defined in this Amendment will have the
meanings given to such terms in the Agreement"
20,"This Amendment 1 to Confidentiality Agreement (the “Amendment”) is entered into as of June 30, 2014 by and between Move, Inc.
(“Move”) and News Corporation (the “Company”) and amends that certain Confidentiality Agreement, dated as of October 21, 2013 (the “Agreement”). Capitalized terms used but not defined in this Amendment will have the
meanings given to such terms in the Agreement"
8,"All Confidential Information shall remain the property of the Company.  Neither you nor any of your Representatives shall by virtue of any disclosure of and/or your use of any Confidential Information acquire any rights with respect thereto, all of which rights (including all intellectual property rights) shall remain exclusively with the Company.  At any time after the date on which Designee ceases to be a director of the Company, upon the request of the Company for any reason or no reason, you and your Representatives will promptly return to the Company or destroy, at your option, all hard copies of the Confidential Information and use commercially reasonable efforts to permanently erase or delete all electronic copies of the Confidential Information in your or any of your Representatives’ possession or control (and, upon the request of the Company, shall promptly certify to the Company that such Confidential Information has been erased or deleted, as the case may be); provided, however, that (a) your legal department and/or outside counsel may keep one copy of any Confidential Information (in electronic or paper form) solely for purposes of complying with applicable law or regulation and, in the case of your outside counsel, to document its services for the Marcato Group in accordance with applicable professional
 








 

Marcato Capital Management, LP
Page 20




standards (and such information shall not be disclosed or used for any other purposes) and (b) you and/or your outside counsel may retain Confidential Information to the extent it is “backed-up” on your and/or their electronic information management and communication systems or servers in the ordinary course and is not immediately available to an end user (and such information shall not be recovered from such systems or servers except as expressly permitted above). Notwithstanding the return or erasure or deletion of Confidential Information, you and your Representatives will continue to be bound by the obligations contained herein"
8,"You acknowledge and agree that the value of the Confidential Information to the Company is unique and substantial, but may be impractical or difficult to assess in monetary terms.  You further acknowledge and agree that in the event of an actual or threatened violation of this Confidentiality Agreement, immediate and irreparable harm or injury would be caused for which money damages would not be an adequate remedy.  Accordingly, you acknowledge and agree that, in addition to any and all other remedies which may be available to the Company at law or equity, the Company shall be entitled to specific relief hereunder, including an injunction or injunctions to prevent breaches of this Confidentiality Agreement and to enforce specifically the terms and provisions of this Confidentiality Agreement exclusively in the U.S. District Court for the Southern District of New York or any New York state court located in the borough of Manhattan in the City of New York, in addition to any other remedy to which it is entitled at law or in equity"
8,This Confidentiality Agreement shall expire 12 months from the date on which Designee ceases to be a director of the Company; except that you and your Representatives shall maintain in accordance with the confidentiality obligations set forth herein any Confidential Information constituting trade secrets for such longer time as such information constitutes a trade secret of the Company as defined under 18 U.S.C. § 1839(3
8,"You acknowledge and agree that the value of the Confidential Information to the Company is unique and substantial, but may be impractical or difficult to assess in monetary terms.  You further acknowledge and agree that in the event of an actual or threatened violation of this Confidentiality Agreement, immediate and irreparable harm or injury would be caused for which money damages would not be an adequate remedy.  Accordingly, you acknowledge and agree that, in addition to any and all other remedies which may be available to the Company at law or equity, the Company shall be entitled to specific relief hereunder, including an injunction or injunctions to prevent breaches of this Confidentiality Agreement and to enforce specifically the terms and provisions of this Confidentiality Agreement exclusively in the U.S. District Court for the Southern District of New York or any New York state court located in the borough of Manhattan in the City of New York, in addition to any other remedy to which it is entitled at law or in equity"
8,"The terms and provisions of this Confidentiality Agreement shall be binding upon, inure to the benefit of and be enforceable by the parties hereto and their respective successors and permitted assigns.  No party shall assign this Confidentiality Agreement or any rights or obligations hereunder without the prior written consent of the parties hereto"
8,"In the event that you or any of your Representatives are required by applicable subpoena, civil investigative demand, legal process or other legal requirement to disclose any of the Confidential Information, you will promptly notify (except where such notice would be legally prohibited) the Company in writing by email, facsimile or certified mail so that the Company may seek a protective order or other appropriate remedy (and if the Company seeks such an order, you will provide such cooperation as the Company shall reasonably request), at its cost and expense.  Nothing herein shall be deemed to prevent you or your Representatives, as the case may be, from honoring a subpoena, civil investigative demand, legal process or other legal requirement that requires discovery, disclosure or production of the Confidential Information if (a) you produce or disclose only that portion of the Confidential Information which your outside legal counsel of national standing advises you in writing is legally required to be so produced or disclosed and you inform the recipient of such Confidential Information of the existence of this Confidentiality Agreement and the confidential nature of such Confidential Information or (b) the Company consents in writing to having the Confidential Information produced or disclosed pursuant to the subpoena, civil investigative demand, legal process or other legal requirement.    Notwithstanding anything to the contrary set forth in this
 








 

Marcato Capital Management, LP
Page 19




Confidentiality Agreement, nothing herein shall restrict or limit the ability of the Marcato Group from engaging in a proxy contest following the Termination Date, it being agreed that the Marcato Group and its Representatives shall be entitled to disclose that portion of (and only such portion of) Confidential Information required to be disclosed by applicable law in order to engage in such a proxy contest. In no event will you or any of your Representatives oppose action by the Company to obtain a protective order or other relief to prevent, condition or limit the disclosure of the Confidential Information or to obtain reliable assurance that confidential treatment will be afforded the Confidential Information.  For the avoidance of doubt, it is understood that there shall be no “legal requirement” requiring you to disclose any Confidential Information solely by virtue of the fact that, absent such disclosure, you would be prohibited from purchasing, selling, or engaging in derivative or other voluntary transactions with respect to the Common Stock of the Company or otherwise proposing or making an offer to do any of the foregoing"
146,"The provisions of this Agreement shall be binding solely upon and inure to the benefit of the Parties hereto and their respective successors and permitted assigns,
expressly including any successor to or acquirer of the Company. Neither this Agreement nor any of the rights and/or obligations hereunder may be assigned by either Party without the prior written consent of the other Party, and any attempted
assignment or transfer by either Party not in accordance herewith shall be null and void ab initio."
1946,"In connection with your possible interest in a potential business combination (the “Transaction”) involving Xxxxx Respiratory Therapeutics, Inc. (the “Company”), you have requested that we or our representatives furnish you or your representatives with certain information relating to the Company or the Transaction"
364,"Neither Party shall, for a period of eighteen (18) months from
the date hereof, directly or indirectly solicit for employment or consulting any
executive or management level person employed as of the date hereof by the other
Party who is identified as a result of the Evaluation as long as that employee
is so employed; provided, however, that ""directly or indirectly solicit"" as used
in this subsection shall not include any general advertisement or general
solicitation made in the ordinary course of a Party's business."
1818,"The recipient shall not, during the term of this agreement and for a period of [X] years following its termination, provide services to any person or entity that competes with the disclosing party in the field of online education in the United Kingdom."
1706,Any dispute arising out of or in connection with this contract shall be finally settled by arbitration in London in accordance with the rules of the International Court of Arbitration of the International Chamber of Commerce (ICC)
1938,"In connection with your possible interest in a transaction (the “Transaction”) involving Stillwater Mining Company (the “Company”), we expect that you will request that we or our representatives furnish you or your representatives with certain information relating to the Company or the Transaction"
73,"This
CONFIDENTIAL AGREEMENT (“Agreement”) is being entered into as of October 23, 2015 between Sequenom, Inc., a Delaware corporation (the “Company”), and Laboratory Corporation of America Holdings, a
Delaware corporation (“LabCorp”"
73,"In order to facilitate the consideration and negotiation of a possible
negotiated transaction between the Company and LabCorp (referred to collectively as the “Parties” and individually as a “Party”), each Party has either requested or may request access to certain
non-public or proprietary information regarding the other Party and the other Party’s subsidiaries"
73,"Limitations on Use and Disclosure of Confidential Information. Subject to Section 4 below, neither the Recipient nor any of the
Recipient’s Representatives (as defined in Section 14 below) will, at any time, directly or indirectly:  (a) make use
of any of the Provider’s Confidential Information (as defined in Section 13 below), except for the specific purpose of considering, evaluating and negotiating a possible negotiated transaction between the Parties; or 
(b) disclose any of the Provider’s Confidential Information to any other Person (as defined in Section 14 below"
73,"Return of Confidential Information. Upon the Provider’s request,
the Recipient and the Recipient’s Representatives will promptly deliver to the Provider any of the Provider’s Confidential Information (and all copies Thereof) obtained or possessed by the Recipient or any of the Recipient’s
Representatives; provided, however, that, in lieu of delivering to the Provider any written materials containing Confidential Information of the Provider, the Recipient may destroy such written materials and deliver to the Provider a
certificate confirming their destruction provided further, that the Recipient may retain one copy of such Confidential Information in its legal department for the purpose of determining any continuing obligation under this Agreement, and
nothing herein shall require Recipient to delete electronic copies of Confidential Information (including emails) that have become embedded in Recipient’s electronic records system through normal back-up procedures; provided any retained
Confidential Information remains subject to this Agreement. Notwithstanding the delivery to the Provider (or the destruction by the Recipient) of Confidential Information of the Provider pursuant to this Section 5, the Recipient and its
Representatives will continue to be bound by their confidentiality obligations and other obligations under this Agreement"
73,"Limitation on Soliciting Employees. For a one (1) year period commencing on the date of this Agreement, LabCorp agrees that it will not and will not permit any of its Representatives to solicit for employment with LabCorp or with any of its
direct or indirect subsidiaries any director, officer or management-level employee of the Company or any subsidiary of the Company; provided, however, that this Section 6 will not prevent LabCorp or its direct or indirect subsidiaries from
causing to be placed any general advertisement or similar notice that is not targeted at employees of the Company or its subsidiaries. The foregoing does not, however, apply to contact or solicitation (or resulting employment or engagement) made by
any of LabCorp’s employees, agents, or independent contractors who is not aware of the proposed transaction between the Parties, this Agreement, or the restrictions contained herein and who is not directed or encouraged to make such contact or
solicitations by LabCorp’s employees, agents or independent contractors who have knowledge of the proposed transaction between the Parties, this Agreement, or the restrictions contained herein"
73,"Each Party acknowledges that money damages would not be a sufficient remedy for any breach of this Agreement by
such Party or by any of such Party’s Representatives and that the other Party may suffer irreparable harm as a result of any such breach. Accordingly, each Party will also be entitled to seek equitable relief, including injunction and specific
performance, as a remedy for any breach or threatened breach of this Agreement by the other Party or any of the other Party’s Representatives. The equitable remedies referred to above will not be deemed to be the exclusive remedies for a breach
of this Agreement, but rather will be in addition to all other remedies available at law or in equity to the Parties. In the event of litigation relating to this Agreement, if a court of competent jurisdiction determines that either Party or any of
its Representatives has breached this Agreement, such Party will be liable for, and will pay to the other Party and the other Party’s Representatives, the reasonable legal fees incurred by the other Party and the other Party’s
Representatives in connection with such litigation (including any appeal relating thereto"
73,"Confidential Information. For purposes of this Agreement, the Provider’s
“Confidential Information” will be deemed to include only the following:  (a) any information
(including any technology, know-how, patent application, test result, research study, business plan, budget, forecast or projection) relating directly or indirectly to the business of the Provider, any predecessor entity or any subsidiary or other
affiliate of the Provider (whether prepared by the Provider or by any other Person and whether or not in written form) that is or that has at any time been made available to the Recipient or any Representative of the Recipient by or on behalf of the
Provider or any Representative of the Provider;  (b) any memorandum, analysis, compilation, summary, interpretation, study,
report or other document, record or material that is or has been prepared by or for the Recipient or any Representative of the Recipient and that contains, reflects, interprets or is based directly or indirectly upon any information of the type
referred to in clause “(a)” of this sentence;  (c) the existence and terms of this Agreement, and the fact that
information of the type referred to in clause “(a)” of this sentence has been made available to the Recipient or any of its Representatives; and 
(d) the fact that discussions or negotiations are or may be taking place with respect to a possible transaction involving the
Parties, and the proposed terms of any such transaction"
73,"This Agreement shall continue in full force and effect for a period of three years from the effective date of this
Agreement. This Agreement may be terminated by either party at any time upon thirty (30) days written notice to the other party. The termination of this Agreement shall not relieve the Recipient of the obligations imposed by Sections 1, 4, 5, 9
through 14 inclusive of this Agreement which shall survive any such termination and continue for a period of two years from the date of execution of this Agreement or relieve LabCorp of its obligations under Sections 6 and 7 of this Agreement.
Nothing herein is intended to limit or abridge the protection of trade secrets under applicable trade secrets law, and the protection of trade secrets by the Recipient shall be maintained as such until they fall into the public domain"
73,"Remedies. Each Party acknowledges that money damages would not be a sufficient remedy for any breach of this Agreement by
such Party or by any of such Party’s Representatives and that the other Party may suffer irreparable harm as a result of any such breach. Accordingly, each Party will also be entitled to seek equitable relief, including injunction and specific
performance, as a remedy for any breach or threatened breach of this Agreement by the other Party or any of the other Party’s Representatives. The equitable remedies referred to above will not be deemed to be the exclusive remedies for a breach
of this Agreement, but rather will be in addition to all other remedies available at law or in equity to the Parties. In the event of litigation relating to this Agreement, if a court of competent jurisdiction determines that either Party or any of
its Representatives has breached this Agreement, such Party will be liable for, and will pay to the other Party and the other Party’s Representatives, the reasonable legal fees incurred by the other Party and the other Party’s
Representatives in connection with such litigation (including any appeal relating thereto"
1954,"WHEREAS, the parties hereto wish to explore a mutually beneficial relationship which may result in a merger, acquisition or other consolidation of the businesses of the parties (the “Purpose”), and in so doing, may disclose to each other certain non-public confidential and proprietary information pertaining to such possible business relationship, as set forth below. WHEREAS, the parties hereto are parties to that Amended and Restated Strategic Alliance Agreement, dated as of April 2, 2002, as amended (the “Alliance Agreement”), pursuant to which each party is bound by confidentiality obligations as set forth in Section 10.1 and 10.2 thereof"
119,"This letter agreement
shall become effective upon the appointment of any Icahn Nominee to the Board of Directors (the “Board”) of Freeport-McMoRan Inc. (the “Company”)"
119,"In consideration for, and as a condition of, the information being furnished to you and, subject to the
restrictions in paragraph 2, the persons set forth on Schedule B hereto (collectively, the “Representatives”), you agree to treat any and all information concerning or relating to the Company or any of its subsidiaries or affiliates
that is furnished to you or your Representatives (regardless of the manner in which it is furnished, including in written or electronic format or orally, gathered by visual inspection or otherwise) by any Icahn Nominee, or by or on behalf of the
Company, together with any notes, analyses, reports, models, compilations, studies, interpretations, documents, records or extracts thereof containing, referring, relating to, based upon or derived from such information, in whole or in part
(collectively, “Evaluation Material”)"
119,"The term “Evaluation Material” does not include information that (i) is or has become generally available to the public
other than as a result of a direct or indirect disclosure by you or your Representatives in violation of this letter agreement or any obligation of 
  1 



confidentiality, (ii) was within your or any of your Representatives’ possession on a non-confidential basis prior to its being furnished to you by any Icahn Nominee, or by or on behalf
of the Company or its agents, representatives, attorneys, advisors, directors, officers or employees (collectively, the “Company Representatives”) or (iii) is received from a source other than any Icahn Nominee, the Company or
any of the Company Representatives; provided, that in the case of (ii) or (iii) above, the source of such information was not believed by you, after reasonable inquiry of the disclosing person, to be bound by a confidentiality
agreement with or other contractual, legal or fiduciary obligation of confidentiality to the Company or any other person with respect to such information at the time the information was disclosed to you"
119,"You and your Representatives will, and you will cause your Representatives to, (a) keep the Evaluation Material strictly confidential
and (b) not disclose any of the Evaluation Material in any manner whatsoever without the prior written consent of the Company; provided, however, that you may privately disclose any of such information: (A) to your
Representatives (i) who need to know such information for the sole purpose of advising you on your investment in the Company and (ii) who are informed by you of the confidential nature of such information; provided, further,
that you will be responsible for any violation of this letter agreement by your Representatives as if they were parties hereto; and (B) to the Company and the Company Representatives. It is understood and agreed that no Icahn Nominee shall
disclose to you or your Representatives any Legal Advice (as defined below) that may be included in the Evaluation Material with respect to which such disclosure may constitute waiver of the Company’s attorney client privilege or attorney work
product privilege"
119,"Upon the request of the Company for any reason, you will promptly return to the Company or destroy all hard copies of the Evaluation Material and use commercially reasonable
efforts to permanently erase or delete all electronic copies of the Evaluation Material in your or any of your Representatives’ possession or control (and, upon the request of the Company, shall certify to the Company that such Evaluation
Material has been erased or deleted, as the case may be). Notwithstanding the return or erasure or deletion of Evaluation Material, you and your Representatives will continue to be bound by the obligations contained herein"
119,"THIS LETTER AGREEMENT SHALL BE GOVERNED IN ALL RESPECTS, INCLUDING VALIDITY, INTERPRETATION AND EFFECT, BY THE LAWS OF THE STATE OF DELAWARE APPLICABLE TO CONTRACTS EXECUTED AND TO BE PERFORMED WHOLLY WITHIN SUCH STATE WITHOUT GIVING
EFFECT TO THE CHOICE OF LAW PRINCIPLES OF SUCH STATE"
119,"This letter agreement shall expire two (2) years from the last date on which any Icahn Nominee
serves as a director of the Company; except that you shall maintain in accordance with the confidentiality obligations set forth herein any Evaluation Material constituting trade secrets for such longer time as such information constitutes a trade
secret of the Company as defined under 18 U.S.C. § 1839(3)"
119,"This letter agreement and the rights and obligations herein may not be assigned or otherwise transferred, in whole
or in part, by you without the express written consent of the Company. This letter agreement, however, shall be binding on successors of the parties hereto."
1931,"In connection with a possible transaction (the ""Transaction"") between Data Research Associates, Inc. (""DRA"") and SIRSI Corporation (""SIRSI""), each party (""Disclosing Party"") may provide certain financial, technical, commercial or other non-public information concerning the business and affairs of such Disclosing Party (""Confidential Information"") to the other party (the ""Receiving Party""), for use and analysis thereof by the Receiving Party in connection with the Transaction. It is the intent of DRA and SIRSI that all Confidential Information thus disclosed be kept in the strictest of confidence by the Receiving Party, used solely for the purpose of evaluating a possible Transaction and not be disclosed to any other person or entity except as specifically provided herein"
1838,"The recipient shall not, during the term of this agreement and for a period of 3 years following its termination, use any confidential information to solicit or service any customers or clients of the disclosing party in the field of e-commerce in the United States."
1838,"The recipient shall not, during the term of this agreement and for a period of 3 years following its termination, use any confidential information to solicit or service any customers or clients of the disclosing party in the field of e-commerce in the United States"
49,"CONFIDENTIALITY AGREEMENT    In connection with the consideration of a possible
negotiated transaction among Synopsys, Inc. (together with its subsidiaries, affiliates and divisions, “Synopsys”), inSilicon Corporation (together with its subsidiaries, affiliates and divisions, excluding Phoenix,
“inSilicon”) and Phoenix Technologies Ltd. (together with its subsidiaries, affiliates and divisions, excluding inSilicon, “Phoenix”) (each of Synopsys, inSilicon and Phoenix being hereinafter referred to as a
“Company” and collectively as the “Companies”"
49,"regarding an acquisition of shares of the outstanding capital stock of inSilicon (the “Possible Transaction”), (i) each of inSilicon and Phoenix is
prepared to make available to Synopsys certain information concerning the business, financial condition, operations, assets and liabilities of inSilicon and (ii) Synopsys is prepared to make available to inSilicon and Phoenix certain information
concerning the business, financial condition, operations, assets and liabilities of Synopsys (each Company in its capacity as a provider of information hereunder being referred to as a “Provider” and each Company in its capacity as
a recipient of information hereunder being referred to as a “Recipient”"
