text,firstCharEnt1,firstCharEnt2,lastCharEnt1,lastCharEnt2,chunk1,chunk2,label1,label2,rel,direction
"Exhibit 10.1 COOPERATION AGREEMENT This Cooperation Agreement (this ""Agreement""), dated as of May 13, 2020, is by and among MG Capital Management Ltd., a Cayman Islands company limited by shares (""MG Capital""), Percy Rockdale LLC, a Michigan limited liability company (""Percy Rockdale""), Rio Royal LLC, a Michigan limited liability company (""Rio Royal"", and together with MG Capital and Percy Rockdale, the ""MG Capital Parties"") and HC2 Holdings, Inc., a Delaware corporation (the ""Company""). ",40,433,61,450,Cooperation Agreement,"HC2 Holdings, Inc",DOC,PARTY,signed_by,1
"Exhibit 10.1 COOPERATION AGREEMENT This Cooperation Agreement (this ""Agreement""), dated as of May 13, 2020, is by and among MG Capital Management Ltd., a Cayman Islands company limited by shares (""MG Capital""), Percy Rockdale LLC, a Michigan limited liability company (""Percy Rockdale""), Rio Royal LLC, a Michigan limited liability company (""Rio Royal"", and together with MG Capital and Percy Rockdale, the ""MG Capital Parties"") and HC2 Holdings, Inc., a Delaware corporation (the ""Company""). ",124,197,149,206,MG Capital Management Ltd,MG Capita,ORG,ALIAS,has_alias,1
"Exhibit 10.1 COOPERATION AGREEMENT This Cooperation Agreement (this ""Agreement""), dated as of May 13, 2020, is by and among MG Capital Management Ltd., a Cayman Islands company limited by shares (""MG Capital""), Percy Rockdale LLC, a Michigan limited liability company (""Percy Rockdale""), Rio Royal LLC, a Michigan limited liability company (""Rio Royal"", and together with MG Capital and Percy Rockdale, the ""MG Capital Parties"") and HC2 Holdings, Inc., a Delaware corporation (the ""Company""). ",211,270,229,284,Percy Rockdale LLC,Percy Rockdale,PARTY,ALIAS,has_alias,1
"Exhibit 10.1 COOPERATION AGREEMENT This Cooperation Agreement (this ""Agreement""), dated as of May 13, 2020, is by and among MG Capital Management Ltd., a Cayman Islands company limited by shares (""MG Capital""), Percy Rockdale LLC, a Michigan limited liability company (""Percy Rockdale""), Rio Royal LLC, a Michigan limited liability company (""Rio Royal"", and together with MG Capital and Percy Rockdale, the ""MG Capital Parties"") and HC2 Holdings, Inc., a Delaware corporation (the ""Company""). ",288,342,301,351,Rio Royal LLC,Rio Royal,PARTY,ALIAS,has_alias,1
"Exhibit 10.1 COOPERATION AGREEMENT This Cooperation Agreement (this ""Agreement""), dated as of May 13, 2020, is by and among MG Capital Management Ltd., a Cayman Islands company limited by shares (""MG Capital""), Percy Rockdale LLC, a Michigan limited liability company (""Percy Rockdale""), Rio Royal LLC, a Michigan limited liability company (""Rio Royal"", and together with MG Capital and Percy Rockdale, the ""MG Capital Parties"") and HC2 Holdings, Inc., a Delaware corporation (the ""Company""). ",342,408,351,426,Rio Royal,MG Capital Parties,ALIAS,ROLE,has_collective_alias,1
"Exhibit 10.1 COOPERATION AGREEMENT This Cooperation Agreement (this ""Agreement""), dated as of May 13, 2020, is by and among MG Capital Management Ltd., a Cayman Islands company limited by shares (""MG Capital""), Percy Rockdale LLC, a Michigan limited liability company (""Percy Rockdale""), Rio Royal LLC, a Michigan limited liability company (""Rio Royal"", and together with MG Capital and Percy Rockdale, the ""MG Capital Parties"") and HC2 Holdings, Inc., a Delaware corporation (the ""Company""). ",372,408,382,426,MG Capital,MG Capital Parties,ALIAS,ROLE,has_collective_alias,1
"Exhibit 10.1 COOPERATION AGREEMENT This Cooperation Agreement (this ""Agreement""), dated as of May 13, 2020, is by and among MG Capital Management Ltd., a Cayman Islands company limited by shares (""MG Capital""), Percy Rockdale LLC, a Michigan limited liability company (""Percy Rockdale""), Rio Royal LLC, a Michigan limited liability company (""Rio Royal"", and together with MG Capital and Percy Rockdale, the ""MG Capital Parties"") and HC2 Holdings, Inc., a Delaware corporation (the ""Company""). ",387,408,401,426,Percy Rockdale,MG Capital Parties,ALIAS,ROLE,has_collective_alias,1
"Exhibit 10.65   JOINT VENTURE AGREEMENT MINDA IMPCO TECHNOLOGIES LIMITED   This Joint Venture Agreement (Agreement) is made and executed on this the 18th day of May, 2001   BETWEEN   IMPCO Technologies Inc., a company incorporated under the laws of the State of Delaware U.S.A. ",80,183,103,205,Joint Venture Agreement,IMPCO Technologies Inc,DOC,ORG,signed_by,1
"Exhibit 10.65   JOINT VENTURE AGREEMENT MINDA IMPCO TECHNOLOGIES LIMITED   This Joint Venture Agreement (Agreement) is made and executed on this the 18th day of May, 2001   BETWEEN   IMPCO Technologies Inc., a company incorporated under the laws of the State of Delaware U.S.A. ",80,149,103,170,Joint Venture Agreement,"18th day of May, 2001",DOC,EFFDATE,dated_as,1
"Pearl Kamdar a duly authorized person and Director of Asia-Pacific Operations,   AND   MINDA INDUSTRIES LIMITED, a company incorporated under the Companies Act, 1956 having its registered office at 36-A, Rajasthan Udyog Nagar, Delhi-110 033, India, (hereinafter referred to as 'MIL', which terms shall unless repugnant to the subject or context mean and include its successors and permitted assigns), through Mr. ",87,278,111,281,MINDA INDUSTRIES LIMITED,MIL,ORG,ALIAS,has_alias,1
"1

                                                                 EXHIBIT 10.4

                 LICENSING AND WEB SITE HOSTING AGREEMENT

     This Agreement is entered into on February 26, 1999, (the ""Effective Date"") by and between Mortgage Logic.com, Inc. ",99,180,139,197,LICENSING AND WEB SITE HOSTING AGREEMENT,"February 26, 1999",DOC,EFFDATE,dated_as,1
"1

                                                                 EXHIBIT 10.4

                 LICENSING AND WEB SITE HOSTING AGREEMENT

     This Agreement is entered into on February 26, 1999, (the ""Effective Date"") by and between Mortgage Logic.com, Inc. ",99,237,139,260,LICENSING AND WEB SITE HOSTING AGREEMENT,"Mortgage Logic.com, Inc",DOC,PARTY,signed_by,1
"EXHIBIT A JOINT FILING AGREEMENT In accordance with Rule 13d-1(k) under the Securities Exchange Act of 1934, as amended, the undersigned agree to the joint filing on behalf of each of them of a statement on Schedule 13G (including amendments thereto) with respect to the Common Stock of Spring Bank Pharmaceuticals, Inc. ",10,287,32,319,JOINT FILING AGREEMENT,"Spring Bank Pharmaceuticals, Inc",DOC,PARTY,signed_by,1
"92, Granville Road Tsim Sha Tsui East Kowloon, Hong Kong ""the Customer""

Source: AGAPE ATP CORP, 10-K/A, 12/2/2019





ODM SUPPLY AGREEMENT THIS AGREEMENT is made on the 15t h day of January 2018. ",120,171,140,196,ODM SUPPLY AGREEMENT,15t h day of January 2018,DOC,EFFDATE,dated_as,1
"  Peter Zu Sayn- Wittgenstein As: President and CEO

HPIL ET :   HPIL ENERGYTECH Inc., a Nevada (USA) corporation. ",2,34,29,51,Peter Zu Sayn- Wittgenstein,President and CEO,SIGNING_PERSON,SIGNING_TITLE,other,0
"250 64293 Darmstadt, Germany Designated Filer: Ares Trading SA Issuer and CUSIP: Intrexon Corporation (46122T102) Dated: January 7, 2019 ARES TRADING SA ARES TRADING SA By: /s/ Cédric Hyde By: /s/ Luigia Bocola Name: Cédric Hyde Name: Luigia Bocola Title: CFO Title: Finance Manager MERCK SERONO SA, COINSINS, SWITZERLAND, AN AFFILIATE OF MERCK KGAA, DARMSTADT, GERMANY MERCK SERONO SA, COINSINS, SWITZERLAND, AN AFFILIATE OF MERCK KGAA, DARMSTADT, GERMANY By: /s/ Cédric Hyde By: /s/ Tearaboth Te Name: Cédric Hyde Name: Tearaboth Te Title: CFO Title: Treasury Director MERCK KGAA, DARMSTADT, GERMANY MERCK KGAA, DARMSTADT, GERMANY By: /s/ Rando Bruns By: /s/ Tim Nielsen Name: Rando Bruns Name: Tim Nielsen Title: Head of Treasury Title: Head of Capital Markets. ",571,697,581,708,MERCK KGAA,Tim Nielsen,PARTY,SIGNING_PERSON,other,0
"Any translation in another language shall be deemed for convenience only and shall never prevail over the original English version.

[Page Signature Follows]

84







[ * ] = Certain confidential information contained in this document, marked by brackets, has been omitted and filed separately with the Securities and Exchange Commission pursuant to Rule 24b-2 of the Securities Exchange Act of 1934, as amended.

CONFIDENTIAL

EXECUTION VERSION

IN WITNESS WHEREOF, the Parties have executed this Development and Commercialization Agreement as of the Effective Date.

ARRAY BIOPHARMA INC.

BY: _______________________________

NAME: Ron Squarer

TITLE: Chief Executive Officer

ONO PHARMACEUTICAL CO., LTD.

BY: _______________________________

NAME: Gyo Sagara

TITLE: President, Representative Director and CEO





[ * ] = Certain confidential information contained in this document, marked by brackets, has been omitted and filed separately with the Securities and Exchange Commission pursuant to Rule 24b-2 of the Securities Exchange Act of 1934, as amended.

CONFIDENTIAL

EXECUTION VERSION

EXHIBIT 1.5

ARRAY PATENTS

[ * ]





[ * ] = Certain confidential information contained in this document, marked by brackets, has been omitted and filed separately with the Securities and Exchange Commission pursuant to Rule 24b-2 of the Securities Exchange Act of 1934, as amended.

CONFIDENTIAL

EXECUTION VERSION

EXHIBIT 1.7

BINIMETINIB

[ * ]





[ * ] = Certain confidential information contained in this document, marked by brackets, has been omitted and filed separately with the Securities and Exchange Commission pursuant to Rule 24b-2 of the Securities Exchange Act of 1934, as amended.

CONFIDENTIAL

EXECUTION VERSION

EXHIBIT 1.22

ENCORAFENIB

[ * ]





[ * ] = Certain confidential information contained in this document, marked by brackets, has been omitted and filed separately with the Securities and Exchange Commission pursuant to Rule 24b-2 of the Securities Exchange Act of 1934, as amended.

CONFIDENTIAL

EXECUTION VERSION

EXHIBIT 1.37

IST GUIDELINES

[ * ]

EXHIBIT 1.56(a)

BINIMETINIB PRODUCT TRADEMARKS

[ * ]

EXHIBIT 1.56(b)

ENCORAFENIB PRODUCT TRADEMARKS

[ * ]

EXHIBIT 4.1 EXISTING CLINICAL STUDIES

Phase III Trials:

BEACON CRC Trial / NCT02928224 ""Phase 3 Randomized Encorafenib plus Cetuximab vs. ",636,656,647,679,Ron Squarer,Chief Executive Officer,SIGNING_PERSON,SIGNING_TITLE,other,0
"Exhibit 10.1     SPONSORSHIP AGREEMENT   BY AND BETWEEN   ANTHEMIC, LLC & VNUE   This Sponsorship Agreement (the Agreement) is entered into as of JUNE 23, 2015 (the ""Effective Date"") by and between ANTHEMIC, LLC (""ANTHEMIC"") and VNUE INC (the ""Sponsor""). ",229,244,237,251,VNUE INC,Sponsor,PARTY,ROLE,other,0
"    Tsinghua Unigroup Ltd.

By:   /s/ Shih-Jye Cheng     By:   /s/ Weiguo Zhao Name:  Shih-Jye Cheng     Name:  Weiguo Zhao Title:   Chairman     Title:   Chairman   - 7 -. ",38,133,52,141,Shih-Jye Cheng,Chairman,SIGNING_PERSON,SIGNING_TITLE,other,0
"                  RICK SMITH

By: /s/ John Ward                          By: /s/ Rick Smith     --------------------------                 ---------------------------------     Name: John Ward     Title: Chairman     Date: August 6, 2004                       Date:    August 6, 2004

                                       6





                                    AMENDMENT

4. ",38,204,47,212,John Ward,Chairman,SIGNING_PERSON,SIGNING_TITLE,other,0
"Exhibit 10.12 CONSULTING AGREEMENT

THIS CONSULTING AGREEMENT is made and entered into as of June 1st, 2020 (the ""Effective Date"") by and between GROUPE PARAMEUS CORP , a (hereinafter, the ""Consultant""), with an address at 80 Cumberland street, suite 1707 Toronto Ont. ",146,190,166,200,GROUPE PARAMEUS CORP,Consultant,PARTY,ROLE,other,0
" Investment Banking  10 South Wacker Drive, Suite 3400  Chicago, Illinois 60606

Ladies and Gentlemen:

Athens Bancshares Corporation, a Tennessee corporation (the ""Company""), and Athens Federal Community Bank, a federal savings bank located  in Athens, Tennessee (the ""Bank"") (references to the ""Bank"" include the Bank in mutual or stock form as indicated by the context), the deposit  accounts of which are insured by the Federal Deposit Insurance Corporation (""FDIC""), hereby confirm their agreement with Keefe, Bruyette &  Woods, Inc. ",104,424,133,461,Athens Bancshares Corporation,Federal Deposit Insurance Corporation,PARTY,ORG,other,0
"Ollivier Name: Carlos Lafitte Pradal

Title: Managing Director Title: Director General   15

Source: FERROGLOBE PLC, F-4/A, 6/24/2015





ANNEX 1: DEFINITIONS

The following definitions apply in the present Agreement:

IT Department: Customer's work team in charge of the support and maintenance of the Customer's local infrastructure and applications.

LAN: Internal network at the factories that connects the factory's routers with the workstations and peripheral devices of the site.

WAN: External network that connects the Silicon Smelter factories with the central node located in Madrid. ",15,70,36,86,Carlos Lafitte Pradal,Director General,SIGNING_PERSON,SIGNING_TITLE,other,0
"SOURCE CODE      23.1 Escrow     23.2 Copy of Source Code  23.3 Cost of Escrow  23.4 Customer's Right to Obtain the Source Code    23.5 Use of Source Code

Schedules

4.2  Conversion Plan 6.2  Banking Application Services 8.1  Fee Schedule

Exhibits

A    RDS Agreement B    ACH Authorization Agreement C    Attorney-in-Fact Appointment D    Affidavit

OUTSOURCING AGREEMENT





     This Outsourcing Agreement (""Agreement"") is made as of the 16th day of February, 1998, by and between Tri City National Bank, a Wisconsin corporation (including its Affiliates, ""Customer"") and Marshall & Ilsley Corporation, a Wisconsin corporation, acting through its division, M&I Data Services (""M&I"").

     In consideration of the payments to be made and services to be performed hereunder, the parties agree as follows:

1. ",578,663,607,680,Marshall & Ilsley Corporation,M&I Data Services,PARTY,ORG,other,0
"/ Gridiron BioNutrients™   By: /s/ Darren Long    Darren Long - CEO     The National Football League Alumni, Inc. ",50,64,61,67,Darren Long,CEO,SIGNING_PERSON,SIGNING_TITLE,other,0
"  MORGAN STANLEY & CO. INCORPORATED

By:  /s/ MARTIN M. COHEN Name:  MARTIN M. ",2,46,35,61,MORGAN STANLEY & CO. INCORPORATED,MARTIN M. COHEN,PARTY,SIGNING_PERSON,other,0
"  [SIGNATURES ON NEXT PAGE]   15

Source: LEJU HOLDINGS LTD, DRS (on F-1), 1/21/2014





  IN WITNESS WHEREOF, each Party hereto has caused this Agreement to be executed by its duly authorized representatives on the date first set forth above.

  Beijing SINA Internet Information Service Co., Ltd.

  By:   /s/ Charles Chao



  Name:



  Title:

  Beijing Yisheng Leju Information Services Co., Ltd.

  By:   /s/ Fei Cao



  Name:



  Title:     16

Source: LEJU HOLDINGS LTD, DRS (on F-1), 1/21/2014





  EXHIBIT A   LICENSED DOMAIN NAMES   house.sina.com.cn   jiaju.sina.com.cn   construction.sina.com.cn   17

Source: LEJU HOLDINGS LTD, DRS (on F-1), 1/21/2014. ",352,417,402,424,"Beijing Yisheng Leju Information Services Co., Ltd",Fei Cao,PARTY,SIGNING_PERSON,other,0
"The parties hereby attorn to the exclusive jurisdiction of the provincial and federal courts located in the city of Toronto, Ontario for all matters arising from this Agreement.

Signed in agreement:     /s/ Marko Bukovec   Marko Bukovec  Title: Marketing Director  ConAgra Foods Canada Inc. ",224,246,237,264,Marko Bukovec,Marketing Director,SIGNING_PERSON,SIGNING_TITLE,other,0
"250 64293 Darmstadt, Germany Designated Filer: Ares Trading SA Issuer and CUSIP: Intrexon Corporation (46122T102) Dated: January 7, 2019 ARES TRADING SA ARES TRADING SA By: /s/ Cédric Hyde By: /s/ Luigia Bocola Name: Cédric Hyde Name: Luigia Bocola Title: CFO Title: Finance Manager MERCK SERONO SA, COINSINS, SWITZERLAND, AN AFFILIATE OF MERCK KGAA, DARMSTADT, GERMANY MERCK SERONO SA, COINSINS, SWITZERLAND, AN AFFILIATE OF MERCK KGAA, DARMSTADT, GERMANY By: /s/ Cédric Hyde By: /s/ Tearaboth Te Name: Cédric Hyde Name: Tearaboth Te Title: CFO Title: Treasury Director MERCK KGAA, DARMSTADT, GERMANY MERCK KGAA, DARMSTADT, GERMANY By: /s/ Rando Bruns By: /s/ Tim Nielsen Name: Rando Bruns Name: Tim Nielsen Title: Head of Treasury Title: Head of Capital Markets. ",283,504,298,515,MERCK SERONO SA,Cédric Hyde,PARTY,SIGNING_PERSON,other,0
"KIROMIC, INC: CONSULTANT:

By: /s/ Scott Dahlbeck /s/ Gianluca Rotino Signature

Name: Scott Dahlbeck Gianluca Rotino

Title: President 844.KEY.CURE | www.kiromic.com PAGE 6





EXHIBIT A

SERVICES AND COMPENSATION

1. ",14,54,24,69,CONSULTANT,Gianluca Rotino,PARTY,SIGNING_PERSON,other,0
"                          BY: /s/ Mark Miller   BY: /s/ Carlie Ancor   NAME: Mark Miller   NAME: Carlie Ancor   TITLE: Executive Vice-President - Operations   TITLE: Chief Technology Officer

STRATEGIC ALLIANCE AGREEMENT ""EDGE-FTE""  Page 15. ",77,119,88,156,Mark Miller,Executive Vice-President - Operations,SIGNING_PERSON,SIGNING_TITLE,other,0
"Marple Title: General Counsel

GEORGE G. HICKS

By: /s/ George G. Hicks

ILFRYN CARSTAIRS

By: /s/ Ilfryn Carstairs. ",31,56,46,71,GEORGE G. HICKS,George G. Hicks,PARTY,SIGNING_PERSON,other,0
"By: /s/ Manish Khatta Print Name: Manish Khatta Title: President

5. ",8,55,21,64,Manish Khatta,President,SIGNING_PERSON,SIGNING_TITLE,other,0
"By: /s/ Iwald Mons By: /s/ Arun Menawat Name: Iwald Mons Name: Arun Menawat Title: M&A Project Leader Title: Chief Executive Officer Date: July 31, 2017 Date: July 31, 2017





[Redacted - Commercially Sensitive - Schedules concerning Product specifications, details, pricing, lead times, production plan and transition details]. ",63,109,75,132,Arun Menawat,Chief Executive Officer,SIGNING_PERSON,SIGNING_TITLE,other,0
"Kent Name: Richard Kent Title: Vice President, Deputy General Counsel, Finance and Assistant Secretary

GARRETT MOTION INC.

By: /s/ Su Ping Lu Name: Su Ping Lu Title: President

[Signature Page to Intellectual Property Agreement]

Source: GARRETT MOTION INC., 8-K, 10/1/2018. ",11,31,23,102,Richard Kent,"Vice President, Deputy General Counsel, Finance and Assistant Secretary",SIGNING_PERSON,SIGNING_TITLE,other,0
"Berner                       Thomas Cancro       Key Account Manager                    CFO / Procurator

      --------------------------------       -----------------------------------       Andreas Martschitsch                   Jozef Barta       CEO (acting)                           CEO / Procurator

      Place:                                 Place:

      Date:                                  Date:. ",193,250,213,292,Andreas Martschitsch,CEO (acting)                           CEO,SIGNING_PERSON,SIGNING_TITLE,other,0
"IN WITNESS WHEREOF, the undersigned have caused this First Amendment to be signed, all as of the date first written above.

[*] = Certain confidential information contained in this document, marked by brackets, has been omitted and filed separately with the Securities and Exchange Commission pursuant to Rule 24b-2 of the Securities Exchange Act of 1934, as amended.





Porex: Porex Corporation By: /s/ Tore Wistedt Name: Tore Wistedt Title: SR VP Global Strategy Marketing

Cerus: Cerus Corporation By: /s/ Kevin D. ",380,406,397,418,Porex Corporation,Tore Wistedt,PARTY,SIGNING_PERSON,other,0
"The parties hereby attorn to the exclusive jurisdiction of the provincial and federal courts located in the city of Toronto, Ontario for all matters arising from this Agreement.

Signed in agreement:     /s/ Marko Bukovec   Marko Bukovec  Title: Marketing Director  ConAgra Foods Canada Inc. ",208,266,221,290,Marko Bukovec,ConAgra Foods Canada Inc,SIGNING_PERSON,PARTY,other,0
"LIABILITY COMPANY

By: /S/ CHEN MENGLI                         By:  /S/ DEEPAK SWAMY    ----------------------------                --------------------------------

Name:  CHEN MENGLI                          Name:  DEEPAK SWAMY

Title: CHAIRMAN OF THE BOARD                Title: VICE PRESIDENT OF LICENSING                                                    OPERATIONS

Nationality: P.R. ",173,238,184,259,CHEN MENGLI,CHAIRMAN OF THE BOARD,SIGNING_PERSON,SIGNING_TITLE,other,0
"                                                                      By /s/ Kathy Ireland                                     ---------------------------------                                     KATHY IRELAND, President





                                    THE STERLING/WINTERS CO. ",77,212,90,221,Kathy Ireland,President,SIGNING_PERSON,SIGNING_TITLE,other,0
"By: /s/Reshema Keups-Polanco Name: Reshema Keups-Polanco Title: VP, Sales and Marketing, Solid Tumor

IMMUNOMEDICS, INC. ",5,64,28,87,s/Reshema Keups-Polanco,"VP, Sales and Marketing",SIGNING_PERSON,SIGNING_TITLE,other,0
"  LEADER ACT LTD HK         By: /s/ Barry Hall   /s/ Aymen Boughanmi   Barry Hall   Aymen Boughanmi   Chief Executive Officer   President

Source: HER IMPORTS, 8-K/A, 10/18/2016





        Exhibit A   Customer Relationship Management System Description   The Customer Relationship Management (""CRM"") system entails all aspects of interaction that a company has with its customer, whether it is sales or service-related. ",84,128,99,137,Aymen Boughanmi,President,SIGNING_PERSON,SIGNING_TITLE,other,0
"Chan Chief Executive Officer American Champion Media, Inc.

/s/ He, Li

He, Li Chief Financial Officer Shun Li De Commerce & Trading Ltd. ",64,103,70,136,"He, Li",Shun Li De Commerce & Trading Ltd,SIGNING_PERSON,PARTY,other,0
"[***] INDICATES THAT INFORMATION HAS BEEN REDACTED.

PROMOTION AGREEMENT

by and between

JANSSEN BIOTECH, INC.

and

IMMUNOMEDICS, INC.

Dated as of: April 5, 2019





TABLE OF CONTENTS

ARTICLE 1 DEFINITIONS 1

ARTICLE II BRAND PLAN 10 2.1 Brand Plan Generally 10 2.2 Contents of Brand Plan 10

ARTICLE III PROMOTION 12 3.1 Scope 12 3.2 Detailing Requirements 13 3.3 Sales Representatives 14 3.4 Promotional Materials 15 3.5 Product Sales 16 3.6 Product Recall 16 3.7 Product Return 17

ARTICLE IV GOVERNANCE 17 4.1 Authority 17 4.2 Joint Commercial Team 17 4.3 BALVERSA Sales Advisory Team 18

ARTICLE V COMPENSATION 18 5.1 Definitions 18 5.2 Service Fees 18 5.3 Milestones 19 5.4 Costs 20 5.5 Reports and Payments 20

ARTICLE VI REGULATORY MATTERS 21 6.1 Regulatory Approvals 21 6.2 Pharmacovigilance Procedures 22 6.3 Product Complaints 22 6.4 Post-Marketing Surveillance 22 6.5 Product Medical Inquiries 22 6.6 Companion Diagnostic Inquiries 22 6.7 Access, Affordability and Patient Support Inquiries 23

ARTICLE VII BOOKS, RECORDS AND AUDIT RIGHTS 23 7.1 Books and Records 23 7.2 Books and Records Audits 23

ARTICLE VIII TERM AND TERMINATION 24 8.1 Term; Termination 24 8.2 Effect of Termination or Expiration 26 8.3 Suspension of Product Promotion 28





ARTICLE IX CONFIDENTIALITY; RESTRICTIVE COVENANTS 28 9.1 Confidentiality 28 9.2 Exclusivity 31 9.3 Restrictions on Promotions 31 9.4 Limitation on Soliciting Employees 31

ARTICLE X INTELLECTUAL PROPERTY 32 10.1 Use of Trademarks 32 10.2 Ownership of Intellectual Property Rights 32 10.3 Prosecution and Maintenance 33 10.4 Enforcement against Infringement 33 10.5 Third Party Infringement Claims 33

ARTICLE XI REPRESENTATIONS AND WARRANTIES; CERTAIN COVENANTS 33 11.1 Representations of Authority 33 11.2 Consents 33 11.3 No Conflict 33 11.4 Enforceability 33 11.5 Sales Representatives and Other Company Employees 34 11.6 Other Compliance Matters 34 11.7 Infringement of Third Party Intellectual Property; Clinical Trial Data 36 11.8 Disclaimer 36

ARTICLE XII INDEMNIFICATION; LIMITS ON LIABILITY 37 12.1 Scope of Indemnification 37 12.2 Notice and Control of Actions 38 12.3 Limitations on Liability 39

ARTICLE XIII DISPUTE RESOLUTION 39 13.1 Disputes 39 13.2 Negotiation 39 13.3 Mediation 40 13.4 Arbitration 40 13.5 Confidentiality 42

ARTICLE XIV MISCELLANEOUS 42 14.1 Press Announcements 42 14.2 Force Majeure Event 42 14.3 Independent Contractors 43 14.4 Performance by Affiliates 43 14.5 Notices 43 14.6 Entire Agreement 44 14.7 Amendments; Assignment 44





14.8 Non-Waiver of Rights 14.9 Further Assurances and Cooperation 14.1 Severability 14.11 Binding Effect 14.12 Counterparts; Facsimile Signatures 14.13 Third Party Beneficiaries 14.14 Governing Law 14.15 Construction

Schedule 1.16 Janssen Universal Calendar

Schedule 6.2 Pharmacovigilance Provisions

Exhibit A Brand Plan

Exhibit B Detailing Requirements

Exhibit C Records and Information Management Requirements

Exhibit D Health Care Compliance Provisions





PROMOTION AGREEMENT

This PROMOTION AGREEMENT (this ""Agreement"") dated as of April 5, 2019 (the ""Effective Date""), is entered into by and between Janssen Biotech, Inc., a corporation organized under the laws of Pennsylvania (""Janssen"") and Immunomedics, Inc., a corporation organized under the laws of Delaware (""Company"").

WHEREAS, before the Effective Date, Janssen submitted an application for approval to market and/or sell the Product (defined below) for the Initial Indication (defined below) in the Territory (defined below); and

WHEREAS, Janssen now wishes to engage Company to Promote (defined below) the Product for the Initial Indication in the Territory and Company wishes to be so engaged, subject to and upon the terms and conditions set forth in this Agreement;

NOW, THEREFORE, in consideration of the mutual representations, warranties, covenants and undertakings contained in this Agreement, and for other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged, the Parties, intending to be legally bound, agree as follows:

ARTICLE I DEFINITIONS

Unless otherwise defined herein, capitalized terms used in this Agreement have the meanings set forth in this Article I.

1.1 ""Acquirer"" has the meaning set forth in Section 9.2.

1.2 ""Acquisition"" has the meaning set forth in Section 9.2.

1.3 ""Action"" means any claim, action, cause of action or suit (whether in contract or tort or otherwise), litigation (whether at law or in equity, whether civil or criminal), assessment, arbitration, investigation, hearing, charge, complaint, demand, notice or proceeding from, by or before any Governmental Authority.

1.4 ""Affiliate"" means with respect to a Party, any Person that is directly or indirectly controlling, controlled by or under common control with such Party at the time that the determination of affiliation is made. ",3245,3318,3262,3325,"Immunomedics, Inc",Company,PARTY,ROLE,other,0
