,pubmed_id,abstract,pubdate,title,fulljournalname
509,PMC7938013,"COVID-19 has changed the nature of medical consultations, emphasizing virtual patient counseling, with relevance for patients with diabetes insipidus (DI) or hyponatraemia. The main complication of desmopressin treatment in DI is dilutional hyponatraemia. Since plasma sodium monitoring is not always possible in times of COVID-19, we recommend to delay the desmopressin dose once a week until aquaresis occurs allowing excess retained water to be excreted. Patients should measure their body weight daily. Patients with DI admitted to the hospital with COVID-19 have a high risk for mortality due to volume depletion. Specialists must supervise fluid replacement and dosing of desmopressin. Patients after pituitary surgery should drink to thirst and measure their body weight daily to early recognize the development of the postoperative syndrome of inappropriate antidiuresis (SIAD). They should know hyponatraemia symptoms. The prevalence of hyponatraemia in patients with pneumonia due to COVID-19 is not yet known, but seems to be low. In contrast, hypernatraemia may develop in COVID-19 patients in ICU, from different multifactorial reasons, for example, due to insensible water losses from pyrexia, increased respiration rate and use of diuretics. Hypernatraemic dehydration may contribute to the high risk of acute kidney injury in COVID-19. IV fluid replacement should be administered with caution in severe cases of COVID-19 because of the risk of pulmonary oedema.",2020 Jul 1,"ENDOCRINOLOGY IN THE TIME OF COVID-19: Management of diabetes insipidus and hyponatraemia This manuscript is part of a commissioned series of urgent clinical guidance documents on the management of endocrine conditions in the time of COVID-19. This clinical guidance document underwent expedited open peer review by Joe Verbalis (Georgetown University, USA), Jens Otto Jørgensen (Aarhus University. Denmark), Stefan Bilz (Cantonal Hospital St.Gallen, Switzerland) and Georg Lindner (Inselspital, Switzerland) ",European Journal of Endocrinology
510,PMC7480585,"The burden of diabetes mellitus in Sub-Saharan Africa is growing rapidly, and yet the prevalence and patient characteristics are still largely unknown.
We analyzed clinical and demographic characteristics of Type 2 diabetes (T2DM) patients attending a diabetes clinic in Guinea-Bissau from February 2008 to April 2014, and estimated the prevalence and risk factors of unknown-impaired fasting plasma glucose (FPG) and diabetes, as well as excess mortality associated with T2DM.
We characterized T2DM patients attending the national diabetes clinic in Bissau. Diabetes was diagnosed based on FPG. We matched T2DM patients 1:1 with non-diabetes community controls on age and sex to determine relevant risk factors for T2DM using logistic regression. Furthermore, we matched patients 1:6 with community controls to assess long-term survival (until February 2019) in a Cox regression using calendar time as the underlying timescale. Verbal autopsies determined the cause of death among T2DM patients and controls.
The mean age among T2DM was 50.6 (SD 11.1), and the mean FPG at first consultation was high (13.2 mmol/L (SD 5.1)). Ethnicity, family history of diabetes, hypertension, and anthropometrics differed among T2DM patients, community controls with impaired FPG, and healthy controls. Family history of diabetes (OR = 5.65, 95% CI: 3.10–10.3) and elevated waist circumference (2.33, 1.26–4.29) were significant risk factors for T2DM. 20.4% (59/289) of community controls had abnormal FPG. T2DM patients had an excess mortality hazard ratio of 3.53 (95%CI: 1.92–6.52). Deaths caused by bacterial infections, including foot ulcers, were more common among T2DM patients, compared with community controls (54% (7/13) vs. 19% (5/27) (P = 0.02)).
Several risk factors including were associated with T2DM in Guinea-Bissau. We found a high prevalence of elevated FPG among randomly selected community controls. In combination with higher mortality among T2DM patients, an urgent need for better treatment options and increased awareness.",2020 Aug 20,"Diabetes in urban Guinea-Bissau; patient characteristics, mortality and prevalence of undiagnosed dysglycemia",Global Health Action
511,PMC7679769,"The coronavirus disease 2019 (COVID-19) pandemic has infected >22.7 million and led to the deaths of 795,000 people worldwide. Patients with diabetes are highly susceptible to COVID-19–induced adverse outcomes and complications. The COVID-19 pandemic is superimposing on the preexisting diabetes pandemic to create large and significantly vulnerable populations of patients with COVID-19 and diabetes. This article provides an overview of the clinical evidence on the poorer clinical outcomes of COVID-19 infection in patients with diabetes versus patients without diabetes, including in specific patient populations, such as children, pregnant women, and racial and ethnic minorities. It also draws parallels between COVID-19 and diabetes pathology and suggests that preexisting complications or pathologies in patients with diabetes might aggravate infection course. Finally, this article outlines the prospects for long-term sequelae after COVID-19 for vulnerable populations of patients with diabetes.",2020 Sep 16,COVID-19 and Diabetes: A Collision and Collusion of Two Diseases,Diabetes
512,PMC8756306,"To compare glycemic control 1 year after treatment in patients with mildly obese (body mass index 27.5–34.9 kg/m2) type 2 diabetes mellitus who underwent bariatric surgery (BS) to those who received medical treatment (MT) in Japan.
A retrospective study using real‐world data was carried out in electronic medical records from a tertiary care hospital and in the Japanese Medical Data Center Inc. claim database from 2008 to 2019. Each patient was propensity score‐matched between the BS and the MT group by age, sex, body mass index, glycated hemoglobin and type 2 diabetes mellitus duration, and compared from the index date to the 1 year post‐index.
The study included 78 patients in the BS group and 238 patients in the MT group. The mean body mass index in the BS and the MT group was 32.1 and 32.0 kg/m2, respectively. In the BS group, the patients underwent either laparoscopic sleeve gastrectomy with or without duodenojejunal bypass. The diabetes remission rate (glycated hemoglobin <6.5% without diabetes medication) at 1 year was 59.0% in the BS group and 0.4% in the MT group (P < 0.0001). Optimal glycemic control of glycated hemoglobin <7.0% was achieved in 75.6% in the BS group and in 29.0% in the MT group (P < 0.0001). The median monthly drug costs for metabolic syndrome decreased from $US126.5 (at baseline) to $US0.0 (at 1 year) in the BS group, whereas it increased from $US52.4 to $US58.3 in the MT group.
BS for mildly obese patients with type 2 diabetes mellitus is more clinically‐ and cost‐effective than MT in Japan.
Mitochondrial haplogroups, but not nuclear genetic variants, have a better association with the insulin requirement in patients with type 2 diabetes mellitus.",2021 Aug 24,Bariatric surgery versus medical treatment in mildly obese patients with type 2 diabetes mellitus in Japan: Propensity score‐matched analysis on real‐world data,Journal of Diabetes Investigation
513,PMC8390481,"Copeptin levels reflect arginine vasopressin (AVP) release from the hypothalamus. Pituitary surgery often impairs AVP release and results in central diabetes insipidus (CDI). Here, we aimed to investigate how serum copeptin level changes 3 months after pituitary surgery and whether it has a diagnostic value for postoperative permanent CDI. Consecutive patients who underwent endoscopic transsphenoidal surgery at a single tertiary hospital were recruited. Serum copeptin levels were measured preoperatively and 3 months postoperatively. Among 88 patients, transient and permanent CDI occurred in 17 (19.3%) and 23 (26.1%), respectively. Three-month postoperative copeptin levels significantly declined from preoperative levels in permanent CDI group (P < 0.001, percentage difference =  − 42.2%) and also in the transient CDI group (P = 0.002, − 27.2%). Three months postoperative copeptin level < 1.9 pmol/L under normal serum sodium levels was the optimal cutoff value for diagnosing permanent CDI with an accuracy of 81.8%, while 3-month postoperative copeptin level ≥ 3.5 pmol/L excluded the CDI with a negative predictive value of 100%. Conclusively, 3 months postoperative copeptin levels significantly decreased from preoperative levels in the transient CDI group as well as the permanent CDI group. Three-month postoperative copeptin levels ≥ 3.5 pmol/L under normal serum sodium levels may be diagnostic for excluding postoperative CDI.",2021 Aug 26,Changes in copeptin levels before and 3 months after transsphenoidal surgery according to the presence of postoperative central diabetes insipidus,Scientific Reports
514,PMC8397566,"Hyponatremia is a common complication of diabetes. However, the relationship between serum sodium level and diabetic peripheral neuropathy (DPN) is unknown. This study was aimed at investigating the relationship between low serum sodium level and DPN in Chinese patients with type 2 diabetes mellitus. 
 A retrospective study was performed on 1928 patients with type 2 diabetes between 2010 and 2018. The multivariate test was used to analyze the relationship between the serum sodium level and the nerve conduction function. A restricted cubic spline was used to flexibly model and visualize the relationship between the serum sodium level and DPN, followed by logistic regression with adjustment. 
 As the serum sodium level increased, the prevalence of DPN had a reverse J-curve distribution with the serum sodium levels (69.6%, 53.7%, 49.6%, 43.9%, and 49.7%; P = 0.001). Significant differences existed between the serum sodium level and the motor nerve conduction velocity, sensory nerve conduction velocity, part of compound muscle action potential, and sensory nerve action potential of the participants. Compared with hyponatremia, the higher serum sodium level was a relative lower risk factor for DPN after adjusting for several potential confounders (OR = 0.430, 95%CI = 0.220–0.841; OR = 0.386, 95%CI = 0.198–0.755; OR = 0.297, 95%CI = 0.152–0.580; OR = 0.376, 95%CI = 0.190–0.743; all P < 0.05). Compared with low-normal serum sodium groups, the high-normal serum sodium level was also a risk factor for DPN (OR = 0.690, 95%CI = 0.526–0.905, P = 0.007). This relationship was particularly apparent in male participants, those aged <65 years, those with a duration of diabetes of <10 years, and those with a urinary albumin − to − creatinine ratio (UACR) < 30 mg/g. 
 Low serum sodium levels were independently associated with DPN, even within the normal range of the serum sodium. We should pay more attention to avoid the low serum sodium level in patients with type 2 diabetes mellitus.",2021 Aug 19,Relationship between Hyponatremia and Peripheral Neuropathy in Patients with Diabetes,Journal of Diabetes Research
515,PMC8169367,"Type 1 diabetes mellitus is a T cell‐mediated autoimmune disease. However, the determination of the autoimmune status of type 1 diabetes mellitus relies on islet autoantibodies (Abs), as T‐cell assay is not routinely carried out. This study aimed to investigate the diagnostic value of combined assay of islet antigen‐specific T cells and Abs in type 1 diabetes mellitus patients.
A total of 54 patients with type 1 diabetes mellitus and 56 healthy controls were enrolled. Abs against glutamic acid decarboxylase (GAD), islet antigen‐2 and zinc transporter 8 were detected by radioligand assay. Interferon‐γ‐secreting T cells responding to glutamic acid decarboxylase 65 and C‐peptide (CP) were measured by enzyme‐linked immunospot.
The positive rate for T‐cell responses was significantly higher in patients with type 1 diabetes mellitus than that in controls (P < 0.001). The combined positive rate of Abs and T‐cell assay was significantly higher than that of Abs assay alone (85.2% vs 64.8%, P = 0.015). A significant difference in fasting CP level was found between the T+ and T– groups (0.07 ± 0.05 vs 0.11 ± 0.09 nmol/L, P = 0.033). Furthermore, levels of fasting CP and postprandial CP were both lower in the Ab−T+ group than the Ab−T− group (fasting CP 0.06 ± 0.05 vs 0.16 ± 0.12 nmol/L, P = 0.041; postprandial CP 0.12 ± 0.13 vs 0.27 ± 0.12 nmol/L, P = 0.024).
Enzyme‐linked immunospot assays in combination with Abs detection could improve the diagnostic sensitivity of autoimmune diabetes.
Type 1 diabetes mellitus is considered as a T cell‐mediated autoimmune disease. However, the determination of autoimmune status in type 1 diabetes mellitus is based on islet autoantibodies clinically, which can be absent in the case of idiopathic type 1 diabetes. In the present study, islet antigen‐reactive T‐cell assay in combination with Abs detection could improve the diagnostic sensitivity of autoimmune diabetes.",2020 Nov 27,Diagnostic value of combined islet antigen‐reactive T cells and autoantibodies assays for type 1 diabetes mellitus,Journal of Diabetes Investigation
516,PMC3894518,"This study aimed to examine whether the expression of major prostaglandin E2 (PGE2) synthesis enzyme, cyclooxygenase-2 (COX-2), is changed in the kidneys of the rats with lithium-induced nephrogenic diabetes insipidus (Li-NDI). Sprague-Dawley rats treated with lithium for 4 weeks were used as the NDI model and expression of renal COX-2 was determined by immunoblotting and immunohistochemistry. In Li-NDI where urine output was markedly increased and urine osmolality was significantly decreased, COX-2 expression in the inner medulla was decreased (28% of control), while it increased 18-fold in the cortex and outer medulla. Consistent with this, labeling intensity of COX-2 in macula densa region was increased, whereas it was decreased in the interstitial cells in the inner medulla, indicating a differential regulation of COX-2 between the cortex and inner medulla in Li-NDI. Accordingly, urinary PGE2 excretion was significantly increased in Li-NDI. In conclusion, there is a differential regulation of COX-2 between cortex and inner medulla in Li-NDI and urinary PGE2 excretion is increased in Li-NDI, possibly due to an increased renal production. This may suggest that increased renal production of PGE2 could play a role in modulating water reabsorption in the renal collecting duct in Li-NDI.",2007 Dec 31,Dysregulation of Renal Cyclooxygenase-2 in Rats with Lithium-induced Nephrogenic Diabetes Insipidus,Electrolytes & Blood Pressure : E & BP
517,PMC7829937,"Pancreatic cancer is one of the cancers with the highest mortality rate which is most often attributed to late diagnosis. The identification of risk factors is therefore important. While gestational diabetes also shares mechanisms of action with diabetes mellitus, several studies have provided hypotheses that could explain the pathophysiology of the link between diabetes mellitus and risk of pancreatic cancer. Accordingly, the aim of our study was to determine the risk of developing pancreatic cancer in women with a history of gestational diabetes from a quasi-exhaustive national medico-administrative database for deliveries in France. We included 1,368,755 women in our study. We showed that gestational diabetes was significantly associated with a greater risk of pancreatic cancer, regardless of subsequent type 2 diabetes. Our results suggest a better follow-up of patients after a gestational diabetes in order to identify high-risk profiles of developing more serious conditions, such as pancreatic cancer.
The aim of this large retrospective cohort study was to use a quasi-exhaustive national medico-administrative database of deliveries in France to determine the risk of developing pancreatic cancer (PC) in women with a history of gestational diabetes mellitus (GDM). This nationwide population-based study included women aged 14–55 who gave birth between 1st January 2008 and 31 December 2009. The women were followed-up epidemiologically for eight years. Survival analyses using Cox regression models, adjusted for age, subsequent type 2 diabetes, and tobacco consumption, were performed on the time to occurrence of hospitalization for PC. The onset of GDM, tobacco consumption and subsequent type 2 diabetes were considered as time-dependent variables. Among 1,352,560 women included, 95,314 had a history of GDM (7.05%) and 126 women were hospitalized for PC (0.01%). Over the eight years of follow-up, GDM was significantly associated with a higher risk of hospitalization with PC in the first Cox regression model adjusted for age and subsequent type 2 diabetes (HR = 1.81 95% CI [1.06–3.10]). The second Cox regression model adjusted for the same covariates, plus tobacco consumption, showed that GDM was still significantly associated with a higher risk of hospitalization for PC with nearly the same estimated risk (HR = 1.77 95% CI [1.03–3.03]). Gestational diabetes was significantly associated with a greater risk of hospital admission for pancreatic cancer within eight years, regardless of subsequent type 2 diabetes.",2021 Jan 15,Increased Risk of Hospitalization for Pancreatic Cancer in the First 8 Years after a Gestational Diabetes Mellitus regardless of Subsequent Type 2 Diabetes: A Nationwide Population-Based Study,Cancers
518,PMC6182920,"The global prevalence of diabetes, especially type 2 diabetes mellitus, has reached epidemic proportions in the last few decades of the 20th century because of the obesity pandemic resulting from adverse lifestyles. Diabetes as a consequence of obesity (diabesity), continues to increase exponentially in the 21st century. Although there are a multitude of drugs for the effective management of diabesity with modest benefits, most patients will require insulin for control of diabetes at some stage that would worsen obesity, and thereby diabesity. Therefore, effective non-pharmacological therapy needs to be expedited in all patients with diabesity. These measures include medical nutrition interventions, change of lifestyles and bariatric surgery. Non-pharmacological interventions are also useful for the effective management of even type 1 diabetes mellitus when used along with insulin therapy especially in those with obesity. This review summarises the current evidence base for the non-pharmacological interventions in the management of diabetes.",2018 Sep 10,Non-pharmacological Treatment Options in the Management of Diabetes Mellitus,European Endocrinology
519,PMC6944815,"Osteoporosis is known to be intimately related to sympathetic nerve activity. We examined the relationship of plasma leptin with cortical and trabecular bone components in patients with type 2 diabetes mellitus.
The present cross‐sectional study included 182 type 2 diabetes mellitus patients (93 men, 89 women). Cortical thickness (CoTh) and trabecular bone mineral density (BMD) were determined at the 5.5% distal radius using an LD‐100 ultrasonic bone densitometry device. Plasma leptin along with physical and laboratory measurements was simultaneously determined.
Plasma leptin, but not body mass index (BMI), was inversely correlated with CoTh (ρ = −0.487, P < 0.001), while BMI, but not plasma leptin, was positively correlated with trabecular BMD (ρ = 0.369, P < 0.001). In multivariable regression analysis, after adjustments for age, sex, duration of diabetes, glycated hemoglobin A1c, albumin, estimated glomerular filtration rate, parathyroid hormone and handgrip strength, plasma leptin was inversely associated with CoTh (β = −0.258, P < 0.001), but not trabecular BMD. Furthermore, plasma leptin level retained a significant association with CoTh after further adjustment for BMI (β = −0.237, P < 0.001) and BMI plus waist‐to‐hip ratio (β = −0.243, P < 0.001). In contrast, the “sex × leptin” interaction was not significant (P = 0.596).
Leptin level in plasma, independent of BMI and BMI plus waist‐to‐hip ratio, was shown to be inversely associated with CoTh, but not trabecular BMD, suggesting that hyperleptinemia resulting from obesity might contribute to cortical porosis in patients with type 2 diabetes mellitus.
The pathophysiology of reduced cortical thickness in patients with type 2 diabetes mellitus remains unclear. We determined plasma leptin and also cortical thickness with an LD‐100 device in 192 type 2 diabetes mellitus patients. Plasma leptin was inversely associated with cortical thickness, independent of body mass index and waist‐to‐hip ratio, suggesting that hyperleptinemia due to obesity might contribute to cortical porosis in type 2 diabetes mellitus patients.",2019 Jun 5,Inverse association of plasma leptin with cortical thickness at distal radius determined with a quantitative ultrasound device in patients with type 2 diabetes mellitus,Journal of Diabetes Investigation
520,PMC6213110,"Gestational diabetes mellitus (GDM) is a growing public health problem worldwide. The condition is associated with perinatal complications and an increased risk for future metabolic disease in both mothers and their offspring. In recent years, molecular biomarkers received considerable interest as screening tools for GDM. The purpose of this review is to provide an overview of the current status of single-nucleotide polymorphisms (SNPs), DNA methylation, and microRNAs as biomarkers for GDM. PubMed, Scopus, and Web of Science were searched for articles published between January 1990 and August 2018. The search terms included “gestational diabetes mellitus”, “blood”, “single-nucleotide polymorphism (SNP)”, “DNA methylation”, and “microRNAs”, including corresponding synonyms and associated terms for each word. This review updates current knowledge of the candidacy of these molecular biomarkers for GDM with recommendations for future research avenues.",2018 Sep 26,Molecular Biomarkers for Gestational Diabetes Mellitus,International Journal of Molecular Sciences
521,PMC7424491,"Nonalcoholic fatty liver disease (NAFLD) and type 2 diabetes mellitus (T2DM) remain as one of the most global problematic metabolic diseases with rapidly increasing prevalence and incidence. Epidemiological studies noted that T2DM patients have by two-fold increase to develop NAFLD, and vice versa. This complex and intricate association is supported and mediated by insulin resistance (IR). In this review, we discuss the NAFLD immunopathogenesis, connection with IR and T2DM, the role of screening and noninvasive tools, and mostly the impact of the current antidiabetic drugs on steatosis liver and new potential therapeutic targets.",2020 Jul 31,"The Intricate Relationship between Type 2 Diabetes Mellitus (T2DM), Insulin Resistance (IR), and Nonalcoholic Fatty Liver Disease (NAFLD)",Journal of Diabetes Research
522,PMC8621058,"Background and Objectives: Diabetes mellitus is considered a serious public health problem due to its high prevalence and related complications, including gait and posture impairments due to neuropathy and vascular alterations and the subsequent increased risk of falls. The gait of patients with diabetes is characterized by alterations of the main spatiotemporal gait parameters such as gait velocity, cadence, stride time and length, which are also known to worsen with disease course. Wearable sensor systems can be used for gait analysis by providing spatiotemporal parameters and postural control (evaluated from the perspective of body sway), useful for investigating the disease progression. Thanks to their small size and low cost of their components, inertial measurement units (IMUs) are easy to wear and are cheap tools for movement analysis. Materials and Methods: The aim of this study is to review articles published in the last 21 years (from 2000 to 2021) concerning the application of wearable sensors to assess spatiotemporal parameters of gait and body postural alterations in patients with diabetes mellitus. Relevant articles were searched in the Medline database using PubMed, Ovid and Cochrane libraries. Results: One hundred and four articles were initially identified while searching the scientific literature on this topic. Thirteen were selected and analysed in this review. Wearable motion sensors are useful, noninvasive, low-cost, and objective tools for performing gait and posture analysis in diabetic patients. The IMUs can be worn at the lumber levels, tibias or feet, and different spatiotemporal parameters of movement and static posture can be assessed. Conclusions: Future research should focus on standardizing the measurement setup and selecting the most informative spatiotemporal parameters for gait and posture analysis.",2021 Oct 22,Wearable Sensor for Assessing Gait and Postural Alterations in Patients with Diabetes: A Scoping Review,Medicina
523,PMC7084712,"Diabetes mellitus comprises a group of carbohydrate metabolism disorders that share a common main feature of chronic hyperglycemia that results from defects of insulin secretion, insulin action, or both. Insulin is an important anabolic hormone, and its deficiency leads to various metabolic abnormalities in proteins, lipids, and carbohydrates. Atherosclerosis develops as a result of a multistep process ultimately leading to cardiovascular disease associated with high morbidity and mortality. Alteration of lipid metabolism is a risk factor and characteristic feature of atherosclerosis. Possible links between the two chronic disorders depending on altered metabolic pathways have been investigated in numerous studies. It was shown that both types of diabetes mellitus can actually induce atherosclerosis development or further accelerate its progression. Elevated glucose level, dyslipidemia, and other metabolic alterations that accompany the disease development are tightly involved in the pathogenesis of atherosclerosis at almost every step of the atherogenic process. Chronic inflammation is currently considered as one of the key factors in atherosclerosis development and is present starting from the earliest stages of the pathology initiation. It may also be regarded as one of the possible links between atherosclerosis and diabetes mellitus. However, the data available so far do not allow for developing effective anti-inflammatory therapeutic strategies that would stop atherosclerotic lesion progression or induce lesion reduction. In this review, we summarize the main aspects of diabetes mellitus that possibly affect the atherogenic process and its relationship with chronic inflammation. We also discuss the established pathophysiological features that link atherosclerosis and diabetes mellitus, such as oxidative stress, altered protein kinase signaling, and the role of certain miRNA and epigenetic modifications.",2020 Mar 6,The Diabetes Mellitus–Atherosclerosis Connection: The Role of Lipid and Glucose Metabolism and Chronic Inflammation,International Journal of Molecular Sciences
524,PMC3501852,"Women with gestational diabetes mellitus (GDM) have a high risk of developing postpartum type 2 diabetes. Strategies to prevent postpartum type 2 diabetes are important to reduce the epidemic of diabetes and its societal impact. Breastfeeding was reported to improve early postpartum glucose tolerance and reduce the subsequent risk of type 2 diabetes. To investigate whether breastfeeding influences short- and long-term postpartum diabetes outcomes, women with GDM (n = 304) participating in the prospective German GDM study were followed from delivery for up to 19 years postpartum for diabetes development. All participants were recruited between 1989 and 1999. Postpartum diabetes developed in 147 women and was dependent on the treatment received during pregnancy (insulin vs. diet), BMI, and presence/absence of islet autoantibodies. Among islet autoantibody-negative women, breastfeeding was associated with median time to diabetes of 12.3 years compared with 2.3 years in women who did not breastfeed. The lowest postpartum diabetes risk was observed in women who breastfed for >3 months. On the basis of these results, we recommend that breastfeeding should be encouraged among these women because it offers a safe and feasible low-cost intervention to reduce the risk of subsequent diabetes in this high-risk population.",2012 Nov 15,Long-Term Protective Effect of Lactation on the Development of Type 2 Diabetes in Women With Recent Gestational Diabetes Mellitus,Diabetes
525,PMC6824451,"It is critical to integrate medical nutrition therapy (MNT) provided by a registered dietician (RD) into primary care of type 2 diabetes mellitus (T2DM). This is necessary to achieve the goals of improving overall metabolic measures beyond calorie restriction and weight loss. Misconceptions about nutrition in T2DM add to the challenges of executing MNT in a culturally sensitive population. The current review provides insights into MNT for the prevention and management of T2DM in India, based on both evidence and experience. It revisits historical Indian studies and provides information on appropriate dietary intake of carbohydrates (60–70%), proteins (~ 20%) and fats (10%) that will be acceptable and beneficial in an Indian T2DM population. It discusses nuances of types of carbohydrates and fats and explains associations of increased dietary fiber intake, balanced intake of low and high glycemic index foods and substitution of saturated fats with plant-based polyunsaturated fats in improving outcomes of T2DM and attenuating risk factors. The article also deliberates upon special patient populations with comorbid conditions and diseases and the necessary adjustments needed in their nutritional care. It outlines a step-wise approach to MNT involving a careful interplay of nutrition assessment, diagnosis, individualization and patient counseling. Overall, the success of MNT relies on providing accurate, acceptable and appropriate dietary choices for continued patient adherence. Collaborative efforts from diabetologists, endocrinologists, internists and RDs are required to prioritize and implement MNT in diabetes practice in India.
Funding: Signutra Inc.",2019 Feb 7,Insights on Medical Nutrition Therapy for Type 2 Diabetes Mellitus: An Indian Perspective,Advances in Therapy
526,PMC6024961,"Gestational diabetes mellitus (GDM) is a common complication of pregnancy; its rising incidence is a result of increased maternal obesity and older maternal age together with altered diagnostic criteria identifying a greater proportion of pregnant women with GDM. Its consequences are far-reaching, associated with poorer maternal and neonatal outcomes compared to non-GDM pregnancies, and GDM has implications for metabolic health in both mother and offspring. Objective markers to identify women at high risk for the development of GDM are useful to target therapy and potentially prevent its development. Established clinical risk factors for GDM include overweight/obesity, age, ethnicity, and family history of diabetes, though they lack specificity for its development. The addition of biomarkers to predictive models of GDM may improve the ability to identify women at risk of GDM prior to its development. These biomarkers reflect the pathophysiologic mechanisms of GDM involving insulin resistance, chronic inflammation, and altered placental function. In addition, the role of epigenetic changes in GDM pathogenesis highlights the complex interplay between genetic and environmental factors, potentially offering further refinement of the prediction of GDM risk. In this review, we will discuss the clinical challenges associated with the diagnosis of GDM and its current pathophysiologic basis, giving rise to potential biomarkers that may aid in its identification. While not yet validated for clinical use, we explore the possible clinical role of biomarkers in the future. We also explore novel diagnostic tools, including high throughput methodologies, that may have potential future application in the identification of women with GDM.",2018 May 23,The Emerging Role of Biomarkers in the Diagnosis of Gestational Diabetes Mellitus,Journal of Clinical Medicine
527,PMC8509285,"Background: Stroke remains a leading cause of death and disability throughout the world. It is well established that Diabetes Mellitus (DM) is a risk factor for stroke, while other risk factors include dyslipidaemia and hypertension. Given that the global prevalence of diabetes steadily increases, the need for adequate glycaemic control and prevention of DM-related cardiovascular events remains a challenge for the medical community. Therefore, a re-examination of the latest data related to this issue is of particular importance. Objective: This review aims to summarise the latest data on the relationship between DM and stroke, including epidemiology, risk factors, pathogenesis, prevention and biomarkers. Methods: For this purpose, comprehensive research was performed on the platforms PubMed, Google Scholar and EMBASE with a combination of the following keywords: diabetes mellitus, stroke, macrovascular complications, diabetic stroke, cardiovascular disease. Conclusions: Much progress has been made in stroke in people with DM in terms of prevention and early diagnosis. In the field of prevention, the adaptation of the daily habits and the regulation of co-morbidity of individuals play a particularly important role. Simultaneously, the most significant revolution has been brought by the relatively new treatment options that offer protection to the cardiovascular system. Moreover, many prognostic and diagnostic biomarkers have been identified, paving the way for early and accurate diagnoses. However, to date, there are crucial points that remain controversial and need further clarification.",2021 Oct 8,"Diabetes, Vascular Aging and Stroke: Old Dogs, New Tricks?",Journal of Clinical Medicine
528,PMC2850186,"The combined occurrence of diabetes mellitus (DM) and retinitis pigmentosa (RP) is rare. It has been reported in the form of four different syndromes that are inherited in an autosomal recessive fashion. We describe two cases of DM and RP occurring together. The first case was a 35-year-old male who presented with insulin-treated diabetes, obesity, hypertension, polydactyly, normal cognitive functions, an ataxic gait, blindness secondary to RP, dyslipidemia, impaired renal function, and multiple renal cysts. He was diagnosed clinically as having Bardet-Biedl syndrome. The second case was a 34-year-old male who presented with insulin-resistant diabetes, hypertension, blindness secondary to RP, deafness, normal cognitive functions, primary infertility, renal, and liver impairment. He was diagnosed clinically as having Alström syndrome. Because of overlapping clinical manifestations and the cost and time involved in genetic studies, clinical criteria can be used for diagnosis and as a guide for genetic mapping in these patients.",2010 Jan-Feb,Combined occurrence of diabetes mellitus and retinitis pigmentosa,Annals of Saudi Medicine
529,PMC8688740,"Non-alcoholic fatty liver disease (NAFLD) is the most prevalent liver disease worldwide, and more than half of individuals diagnosed with type 2 diabetes concurrently present with NAFLD. There is a bidirectional pathological relationship between the two conditions, whereby NAFLD increases the risk of type 2 diabetes, and type 2 diabetes contributes to and accelerates the progression of NAFLD. Furthermore, over 30% of patients with NAFLD progress to non-alcoholic liver steatohepatitis (NASH), which then increases the risk of cirrhosis and hepatocellular carcinoma. Despite its high prevalence and the potential clinical implications, the underlying pathogenesis of NAFLD has yet to be fully elucidated, and there is no consensus regarding standard diagnosis and treatment for either NALFD or NASH. As patients with both NASH and type 2 diabetes have impaired hepatic function owing to chronic inflammation and the resulting structural changes caused by hepatic fat accumulation, they face reduced options for antidiabetic treatment. SGLT-2 inhibitors inhibit glucose reabsorption in the proximal tubule, with increased excretion of glucose in urine and decreased glucose levels in plasma, and their glycemia-lowering effect is insulin-independent. Several other beneficial effects have been reported for SGLT-2 inhibitors, including reduced risks of cardiovascular and renal diseases, improved blood pressure control, body weight reduction, and reductions in liver fat content. Experimental studies in mouse models have suggested that SGLT-2 inhibitors may have beneficial modulatory effects on NAFLD/NASH. Several trials in patients with type 2 diabetes have also suggested that these drugs may be useful in treating both type 2 diabetes and NAFLD or NASH. However, further research is needed to identify the mechanisms by which SGLT-2 inhibitors affect fatty liver and steatohepatitis. In this state-of-the-art review, we explore the literature on the efficacy of SGLT-2 inhibitors in patients with type 2 diabetes and NASH, and present arguments for and against the use of SGLT-2 inhibitors in this patient population.",2021 Dec 7,Efficacy of Sodium-Glucose Cotransporter 2 Inhibitors in Patients With Concurrent Type 2 Diabetes Mellitus and Non-Alcoholic Steatohepatitis: A Review of the Evidence,Frontiers in Endocrinology
