conceptId,directParentId,topParentId,level,topTerm,topTermAdj,term
314954002,17097001,64572001,3,Disease (disorder),Disease (disorder),local recurrence of malignant tumor of lung ( disorder) 
191018006,234532001,64572001,3,Disease (disorder),Disease (disorder),lymphocyte function antigen- 1 defect
442764005,441952005,64572001,3,Disease (disorder),Disease (disorder),poisoning caused by benzene
363232002,302049001,64572001,3,Disease (disorder),Disease (disorder),neoplastic sequelae of disorders ( disorder) 
13746004,46206005,64572001,3,Disease (disorder),Disease (disorder),manic- depressive psychosis
14918004,269303008,64572001,3,Disease (disorder),Disease (disorder),disruption of perineal wound in the puerperium
241790007,39890003,64572001,3,Disease (disorder),Disease (disorder),bipyridinium compound herbicide causing toxic effect ( disorder) 
410058007,410053003,64572001,3,Disease (disorder),Disease (disorder),histidinemia
30967002,111394006,64572001,3,Disease (disorder),Disease (disorder),thyrotoxic periodic paralysis ( disorder) 
709597002,128487001,64572001,3,Disease (disorder),Disease (disorder),acute thrombosis of superficial vein of lower limb ( disorder) 
408687004,408678008,64572001,3,Disease (disorder),Disease (disorder),healthcare associated influenza disease ( disorder) 
64532005,128294001,64572001,3,Disease (disorder),Disease (disorder),chronic abscess of female pelvis
215780002,72431002,64572001,3,Disease (disorder),Disease (disorder),accidental poisoning by gases or fumes on ship
24354007,275385007,64572001,3,Disease (disorder),Disease (disorder),poisoning caused by colchicine
129452008,700249006,64572001,3,Disease (disorder),Disease (disorder),nonspecific interstitial pneumonia ( disorder) 
235748008,127321000,64572001,3,Disease (disorder),Disease (disorder),fulminant amebic colitis
109898005,109896009,64572001,3,Disease (disorder),Disease (disorder),indication for modification of patient cognitive status ( disorder) 
110281001,26416006,64572001,3,Disease (disorder),Disease (disorder),chronic drug abuse ( disorder) 
229750000,231543005,64572001,3,Disease (disorder),Disease (disorder),lexical syntactic disorder
770903003,175176000,64572001,3,Disease (disorder),Disease (disorder),postorgasmic illness syndrome
23685000,123947004,64572001,3,Disease (disorder),Disease (disorder),rheumatic carditis
70731005,26436007,64572001,3,Disease (disorder),Disease (disorder),acidemia ( disorder) 
709110009,127339009,64572001,3,Disease (disorder),Disease (disorder),acute hypercapnic respiratory failure ( disorder) 
212757000,7895008,64572001,3,Disease (disorder),Disease (disorder),smooth muscle relaxant poisoning
402503301000132107,12246311000119109,64572001,3,Disease (disorder),Disease (disorder),infection of pancreatic stent
420774007,111479008,64572001,3,Disease (disorder),Disease (disorder),organic brain syndrome associated with acquired immunodeficiency syndrome ( disorder) 
452021000124103,34014006,64572001,3,Disease (disorder),Disease (disorder),recurrent infectious disease caused by virus
402875000,20376005,64572001,4,Disease (disorder),Disease (disorder),benign neoplasm of nerve sheath origin ( disorder) 
1085871000119101,1085861000119107,64572001,4,Disease (disorder),Disease (disorder),fistula of small intestine due to crohn's disease
773398005,16851005,64572001,4,Disease (disorder),Disease (disorder),"congenital cataract, progressive muscular hypotonia, hearing loss, developmental delay syndrome ( disorder) "
291515003,269688005,64572001,4,Disease (disorder),Disease (disorder),accidental spectinomycin poisoning
124396005,129456006,64572001,4,Disease (disorder),Disease (disorder),deficiency of phosphotransferase
361066007,129456006,64572001,4,Disease (disorder),Disease (disorder),deficiency of trypsin ( disorder) 
234645009,33286000,64572001,4,Disease (disorder),Disease (disorder),drug- induced immunodeficiency
10893003,426121003,64572001,4,Disease (disorder),Disease (disorder),tuberculous lymphadenopathy
702711004,31801000146106,64572001,4,Disease (disorder),Disease (disorder),mental disorder in mother complicating pregnancy ( disorder) 
10754781000119108,199294004,64572001,4,Disease (disorder),Disease (disorder),gallbladder calculus in mother complicating childbirth ( disorder) 
58767000,239091003,64572001,4,Disease (disorder),Disease (disorder),toxic erythema ( disorder) 
291320002,431307001,64572001,4,Disease (disorder),Disease (disorder),intentional norepinephrine poisoning ( disorder) 
291947001,242975003,64572001,4,Disease (disorder),Disease (disorder),disopyramide poisoning of undetermined intent
190846002,30913008,64572001,4,Disease (disorder),Disease (disorder),"hemosiderosis, primary ( disorder) "
219404001,274933008,64572001,4,Disease (disorder),Disease (disorder),war injury due to explosion of breech block
124462004,129456006,64572001,4,Disease (disorder),Disease (disorder),deficiency of glucoinvertase
190889003,79169000,64572001,4,Disease (disorder),Disease (disorder),respiratory alkalaemia
124628005,129456006,64572001,4,Disease (disorder),Disease (disorder),deficiency of histidine a- deaminase
415723000,26053008,64572001,4,Disease (disorder),Disease (disorder),tinea caused by trichophyton
90325002,106005003,64572001,4,Disease (disorder),Disease (disorder),vomiting of pregnancy ( disorder) 
216579009,269688005,64572001,4,Disease (disorder),Disease (disorder),accidental poisoning by intravenous anaesthetics
724668002,23601000119102,64572001,4,Disease (disorder),Disease (disorder),sedative withdrawal with seizure
291645007,269688005,64572001,4,Disease (disorder),Disease (disorder),accidental sulfamethoxazole poisoning
290346009,269688005,64572001,4,Disease (disorder),Disease (disorder),accidental sucralfate poisoning ( disorder) 
698318003,206424005,64572001,4,Disease (disorder),Disease (disorder),melena of newborn due to swallowed maternal blood
72789009,44729001,64572001,4,Disease (disorder),Disease (disorder),inflammatory pseudotumor of orbit proper ( disorder) 
290727005,111754006,64572001,4,Disease (disorder),Disease (disorder),razoxane poisoning ( disorder) 
198951008,198949009,64572001,4,Disease (disorder),Disease (disorder),"renal hypertension complicating pregnancy, childbirth and the puerperium - delivered ( disorder) "
242984003,242983009,64572001,4,Disease (disorder),Disease (disorder),injury of unknown intent due to impact with moving vehicle
416669000,118616009,64572001,4,Disease (disorder),Disease (disorder),chorioadenoma
405701005,405693006,64572001,4,Disease (disorder),Disease (disorder),injury due to legal restraint with plastic bindings ( disorder) 
44940001,129456006,64572001,4,Disease (disorder),Disease (disorder),adenosine deaminase deficiency ( disorder) 
195072008,127337006,64572001,4,Disease (disorder),Disease (disorder),paroxysmal nodal tachycardia
291386006,24354007,64572001,4,Disease (disorder),Disease (disorder),intentional colchicine poisoning
291891002,431307001,64572001,4,Disease (disorder),Disease (disorder),intentional blood plasma poisoning
291748000,242975003,64572001,4,Disease (disorder),Disease (disorder),hepatitis b vaccine poisoning of undetermined intent ( disorder) 
206024004,206014007,64572001,4,Disease (disorder),Disease (disorder),foetal or neonatal effect of placental or breast transfer of uterine depressant
700063005,699346009,64572001,4,Disease (disorder),Disease (disorder),macrocephaly- capillary malformation ( disorder) 
51495008,199293005,64572001,4,Disease (disorder),Disease (disorder),cerebral anoxia following anaesthesia and/ or sedation in labour and/ or delivery
674091000119108,363294003,64572001,4,Disease (disorder),Disease (disorder),vertigo as late effect of ischemic stroke
37344009,74851005,64572001,4,Disease (disorder),Disease (disorder),cannabis abuse ( disorder) 
219272003,219269005,64572001,4,Disease (disorder),Disease (disorder),injury due to legal intervention by asphyxiation by gas ( disorder) 
21984008,399960008,64572001,4,Disease (disorder),Disease (disorder),riley- smith syndrome ( disorder) 
723154002,19220005,64572001,4,Disease (disorder),Disease (disorder),cerebrospinal fluid leak due to and following procedure on brain ventricular shunt ( disorder) 
609407009,421961002,64572001,4,Disease (disorder),Disease (disorder),immune hypersensitivity reaction by mechanism
80350001,14817008,64572001,4,Disease (disorder),Disease (disorder),late effect of contusion
713526000,452021000124103,64572001,4,Disease (disorder),Disease (disorder),recurrent bacterial pneumonia co- occurrent with human immunodeficiency virus infection ( disorder) 
45082006,127342003,64572001,4,Disease (disorder),Disease (disorder),acute orchitis
238414007,238415008,64572001,4,Disease (disorder),Disease (disorder),staphylococcal botryomycosis
22706002,37131007,64572001,4,Disease (disorder),Disease (disorder),dioxathion poisoning ( disorder) 
237310000,48287005,64572001,4,Disease (disorder),Disease (disorder),umbilical cord trauma ( disorder) 
124527007,129456006,64572001,4,Disease (disorder),Disease (disorder),deficiency of methenyltetrahydrofolate cyclohydrolase
733599009,16851005,64572001,4,Disease (disorder),Disease (disorder),adult- onset multiple mitochondrial deoxyribonucleic acid deletion syndrome due to deoxyguanosine kinase deficiency ( disorder) 
10760421000119102,10811201000119102,64572001,4,Disease (disorder),Disease (disorder),psychotic disorder in mother complicating childbirth
28504009,212642001,64572001,4,Disease (disorder),Disease (disorder),meprobamate poisoning
291466006,111754006,64572001,4,Disease (disorder),Disease (disorder),piperazine poisoning of undetermined intent ( disorder) 
735448003,39579001,64572001,4,Disease (disorder),Disease (disorder),anaphylaxis due to mast cell disorder
124692001,129456006,64572001,4,Disease (disorder),Disease (disorder),deficiency of isoleucine- transfer ribonucleic acid ligase
426549001,34000006,64572001,4,Disease (disorder),Disease (disorder),crohn's disease in remission
16181000119104,33910007,64572001,4,Disease (disorder),Disease (disorder),infected seroma due to and following procedure
124216009,129456006,64572001,4,Disease (disorder),Disease (disorder),deficiency of tryptophan 5 - hydroxylase
72120001,291842008,64572001,4,Disease (disorder),Disease (disorder),poisoning caused by methandriol
473053000,473038008,64572001,4,Disease (disorder),Disease (disorder),infection associated with orthopaedic device
124124006,129456006,64572001,4,Disease (disorder),Disease (disorder),deficiency of malate dehydrogenase
402919000,105632002,64572001,4,Disease (disorder),Disease (disorder),congo hemorrhagic fever
203375003,127336002,64572001,4,Disease (disorder),Disease (disorder),non- traumatic acute- on- chronic slipped upper femoral epiphysis ( disorder) 
426487006,269275003,64572001,4,Disease (disorder),Disease (disorder),toxic effect from eating shellfish ( disorder) 
28417005,25358000,64572001,5,Disease (disorder),Disease (disorder),superficial injury of face without infection
238800003,254836000,64572001,5,Disease (disorder),Disease (disorder),diffuse lymphangioma ( disorder) 
721229003,363212003,64572001,5,Disease (disorder),Disease (disorder),"hydrocephalus, costovertebral dysplasia, sprengel anomaly syndrome"
725291001,128096008,64572001,5,Disease (disorder),Disease (disorder),p2 y1 2 defect
296824004,296821007,64572001,5,Disease (disorder),Disease (disorder),antisera overdose of undetermined intent
403007000,403071000,64572001,5,Disease (disorder),Disease (disorder),tinea capitis caused by microsporum ferrugineum ( disorder) 
236417008,77182004,64572001,5,Disease (disorder),Disease (disorder),membranous glomerulonephritis stage v ( disorder) 
430478003,234437005,64572001,5,Disease (disorder),Disease (disorder),macrophage activation syndrome ( disorder) 
23238000,116133005,64572001,5,Disease (disorder),Disease (disorder),common variable hypogammaglobulinaemia
126764002,128332003,64572001,5,Disease (disorder),Disease (disorder),congenital anomaly of intestinal tract ( disorder) 
85080004,78667006,64572001,5,Disease (disorder),Disease (disorder),secondary dysthymia ( disorder) 
1074161000119107,442942009,64572001,5,Disease (disorder),Disease (disorder),chondrocalcinosis of joint of right knee ( disorder) 
710205003,697970009,64572001,5,Disease (disorder),Disease (disorder),giant cell tumor of craniofacial bones ( disorder) 
274198002,274197007,64572001,5,Disease (disorder),Disease (disorder),superficial injury of thigh ( disorder) 
2036003,25904003,64572001,5,Disease (disorder),Disease (disorder),acquired hypoproconvertinemia
724925000,105606008,64572001,5,Disease (disorder),Disease (disorder),strain of fascia of biceps brachii ( disorder) 
105703006,84706005,64572001,5,Disease (disorder),Disease (disorder),disease caused by superfamily syphacioidea ( disorder) 
360450007,48532005,64572001,5,Disease (disorder),Disease (disorder),strain of neck muscle ( disorder) 
738527001,269475001,64572001,5,Disease (disorder),Disease (disorder),myeloid and/ or lymphoid neoplasm associated with platelet derived growth factor receptor alpha rearrangement
445102008,1087141000119106,64572001,5,Disease (disorder),Disease (disorder),inflammation of bronchiole caused by human metapneumovirus
405843009,128462008,64572001,5,Disease (disorder),Disease (disorder),generalised malignancy
24015000,123899003,64572001,5,Disease (disorder),Disease (disorder),tylecodon species poisoning ( disorder) 
253029009,189473001,64572001,5,Disease (disorder),Disease (disorder),gangliocytic paraganglioma
296788006,296587004,64572001,5,Disease (disorder),Disease (disorder),antimycobacterial drug overdose
236730008,111743001,64572001,5,Disease (disorder),Disease (disorder),testicular prosthesis extrusion ( disorder) 
721847002,363080007,64572001,5,Disease (disorder),Disease (disorder),"cerebellar vermis hypoplasia, oligophrenia, congenital ataxia, coloboma, hepatic fibrosis"
766765009,11164009,64572001,5,Disease (disorder),Disease (disorder),radio- renal syndrome
296176003,296173006,64572001,5,Disease (disorder),Disease (disorder),tetrabenazine overdose of undetermined intent
724678004,191495003,64572001,5,Disease (disorder),Disease (disorder),mood disorder with depressive symptoms caused by anxiolytic
403024006,403068008,64572001,5,Disease (disorder),Disease (disorder),tinea corporis caused by microsporum canis variant canis
774102003,110359009,64572001,5,Disease (disorder),Disease (disorder),"intellectual disability, obesity, prognathism, eye and skin anomalies syndrome ( disorder) "
773279006,363080007,64572001,5,Disease (disorder),Disease (disorder),"postaxial polydactyly, dental, vertebral anomalies syndrome"
773586004,327877008,64572001,5,Disease (disorder),Disease (disorder),incomplete ossification of skull
715630006,11164009,64572001,5,Disease (disorder),Disease (disorder),universal melanosis
231440006,2776000,64572001,5,Disease (disorder),Disease (disorder),delirium of mixed origin
70774008,123938007,64572001,5,Disease (disorder),Disease (disorder),terminalia oblongata poisoning ( disorder) 
292873005,292721004,64572001,5,Disease (disorder),Disease (disorder),thymol adverse reaction ( disorder) 
295338006,295333002,64572001,5,Disease (disorder),Disease (disorder),sucralfate overdose ( disorder) 
782911008,110359009,64572001,5,Disease (disorder),Disease (disorder),hereditary cryohydrocytosis with reduced stomatin
262580007,284554003,64572001,5,Disease (disorder),Disease (disorder),ring avulsion injury of finger
82117004,400181003,64572001,5,Disease (disorder),Disease (disorder),infected abrasion
715768000,11164009,64572001,5,Disease (disorder),Disease (disorder),hereditary progressive dystonia with marked diurnal fluctuation
9340000,371596008,64572001,5,Disease (disorder),Disease (disorder),"bipolar 1 disorder, single manic episode"
234090004,10893003,64572001,5,Disease (disorder),Disease (disorder),tuberculous mesenteric adenitis ( disorder) 
128099001,128096008,64572001,5,Disease (disorder),Disease (disorder),platelet storage pool defect
60199004,241749009,64572001,5,Disease (disorder),Disease (disorder),methadone poisoning
403648001,403647006,64572001,5,Disease (disorder),Disease (disorder),striae caused by topical corticosteroid ( disorder) 
216572000,269689002,64572001,5,Disease (disorder),Disease (disorder),accidental poisoning caused by oxazolidine derivative ( disorder) 
722119002,77182004,64572001,5,Disease (disorder),Disease (disorder),idiopathic membranous glomerulonephritis
187251001,721237006,64572001,5,Disease (disorder),Disease (disorder),late effects of tuberculosis
31819001,76627001,64572001,5,Disease (disorder),Disease (disorder),infection caused by mucor
703533007,11164009,64572001,5,Disease (disorder),Disease (disorder),capillary malformation- arteriovenous malformation syndrome ( disorder) 
708669006,237513002,64572001,5,Disease (disorder),Disease (disorder),bifid mandibular condyle
17961008,430909002,64572001,5,Disease (disorder),Disease (disorder),childhood conduct disorder
30365001,111769007,64572001,5,Disease (disorder),Disease (disorder),poisoning by rauwolfia alkaloid
432513009,21835004,64572001,5,Disease (disorder),Disease (disorder),deformity as a late effect of burn
733089005,11164009,64572001,5,Disease (disorder),Disease (disorder),"spastic paraplegia, nephritis, deafness syndrome ( disorder) "
783556000,11164009,64572001,5,Disease (disorder),Disease (disorder),severe early- onset obesity insulin resistance syndrome due to sh2 b adaptor protein 1 deficiency ( disorder) 
89469000,128286008,64572001,5,Disease (disorder),Disease (disorder),chronic duodenal ulcer with hemorrhage
290725002,290723009,64572001,5,Disease (disorder),Disease (disorder),intentional procarbazine poisoning ( disorder) 
403924008,372087000,64572001,5,Disease (disorder),Disease (disorder),desmoplastic malignant melanoma
773666007,11164009,64572001,5,Disease (disorder),Disease (disorder),hypoinsulinemic hypoglycemia and body hemihypertrophy
290242009,278023006,64572001,5,Disease (disorder),Disease (disorder),felbinac poisoning ( disorder) 
715865008,11164009,64572001,5,Disease (disorder),Disease (disorder),familial isolated arrhythmogenic right ventricular dysplasia ( disorder) 
722065002,110359009,64572001,5,Disease (disorder),Disease (disorder),okamoto syndrome ( disorder) 
91904003,268239009,64572001,5,Disease (disorder),Disease (disorder),congenital absence of presphenoid bone ( disorder) 
45414006,363080007,64572001,5,Disease (disorder),Disease (disorder),achalasia- addisonian syndrome
49075001,25358000,64572001,5,Disease (disorder),Disease (disorder),superficial injury of shoulder without infection
237637005,237630007,64572001,5,Disease (disorder),Disease (disorder),non- diabetic hypoglycaemia
429515008,271988006,64572001,5,Disease (disorder),Disease (disorder),spinal implant failure
43904005,19943007,64572001,5,Disease (disorder),Disease (disorder),multilobar cirrhosis
213262007,110265006,64572001,5,Disease (disorder),Disease (disorder),postoperative hematoma formation
725920004,38577009,64572001,5,Disease (disorder),Disease (disorder),electric shock caused by lightning ( disorder) 
2513003,415723000,64572001,5,Disease (disorder),Disease (disorder),tinea capitis caused by trichophyton
286889008,722688002,64572001,5,Disease (disorder),Disease (disorder),carcinoma of upper limb bones/ scapula ( disorder) 
413339006,23332002,64572001,5,Disease (disorder),Disease (disorder),failed trial of labor - delivered ( disorder) 
68629007,419347003,64572001,5,Disease (disorder),Disease (disorder),thiamphenicol poisoning
715219001,11164009,64572001,5,Disease (disorder),Disease (disorder),familial spontaneous pneumothorax ( disorder) 
206097004,81402009,64572001,5,Disease (disorder),Disease (disorder),fetal or neonatal effect of varices of cord
290946002,290943005,64572001,6,Disease (disorder),Disease (disorder),gabapentin poisoning of undetermined intent
295974005,295973004,64572001,6,Disease (disorder),Disease (disorder),accidental gabapentin overdose ( disorder) 
403752005,292754002,64572001,6,Disease (disorder),Disease (disorder),adverse cutaneous reaction caused by homeopathic medicine
449495003,448499002,64572001,6,Disease (disorder),Disease (disorder),infracardiac location of anomalous pulmonary venous connection to patent venous duct
408646000,443961001,64572001,6,Disease (disorder),Disease (disorder),adenocarcinoma of liver ( disorder) 
723309006,109420003,64572001,6,Disease (disorder),Disease (disorder),eco ( endocrine- cerebro- osteodysplasia) syndrome
405818003,15246001,64572001,6,Disease (disorder),Disease (disorder),arcanobacterial mastitis ( disorder) 
238116003,111379007,64572001,6,Disease (disorder),Disease (disorder),chloride deficiency
290668009,290636001,64572001,6,Disease (disorder),Disease (disorder),idarubicin poisoning
292522009,292418002,64572001,6,Disease (disorder),Disease (disorder),anticholinergic adverse reaction
293411003,293409007,64572001,6,Disease (disorder),Disease (disorder),parenteral potassium adverse reaction
473183006,275414004,64572001,6,Disease (disorder),Disease (disorder),blockage of suprapubic catheter
243019007,243016000,64572001,6,Disease (disorder),Disease (disorder),injury due to fragment from land mine ( disorder) 
724498004,233609002,64572001,6,Disease (disorder),Disease (disorder),pneumonia caused by chlamydia pneumoniae ( disorder) 
296908004,296905001,64572001,6,Disease (disorder),Disease (disorder),estrogen overdose of undetermined intent
716374005,419838000,64572001,6,Disease (disorder),Disease (disorder),anaphylaxis caused by sulfur dioxide ( disorder) 
211569008,9560007,64572001,6,Disease (disorder),Disease (disorder),crush injury wrist and/ or hand
419330004,293133009,64572001,6,Disease (disorder),Disease (disorder),thyrotropin releasing factor adverse reaction ( disorder) 
292772008,417895009,64572001,6,Disease (disorder),Disease (disorder),topical zinc adverse reaction
296593007,296588009,64572001,6,Disease (disorder),Disease (disorder),streptomycin overdose
191013002,23238000,64572001,6,Disease (disorder),Disease (disorder),common variable immunodeficiency with autoantibodies to b- or t- cells ( disorder) 
277549009,92814006,64572001,6,Disease (disorder),Disease (disorder),chronic lymphocytic prolymphocytic leukemia syndrome ( disorder) 
111763008,85337000,64572001,6,Disease (disorder),Disease (disorder),poisoning caused by mixed sedative ( disorder) 
291217007,291215004,64572001,6,Disease (disorder),Disease (disorder),intentional zuclopenthixol decanoate poisoning ( disorder) 
717254007,14087004,64572001,6,Disease (disorder),Disease (disorder),familial pseudohyperkalemia
234214002,271983002,64572001,6,Disease (disorder),Disease (disorder),disorder of pacemaker pulse generator
445296005,448499002,64572001,6,Disease (disorder),Disease (disorder),infracardiac location of anomalous pulmonary venous connections to portal system
295297002,277131000,64572001,6,Disease (disorder),Disease (disorder),intentional sulindac overdose
109998009,109995007,64572001,6,Disease (disorder),Disease (disorder),refractory anemia with ringed sideroblasts ( disorder) 
1837006,291303001,64572001,6,Disease (disorder),Disease (disorder),poisoning by metaproterenol
446096008,61582004,64572001,6,Disease (disorder),Disease (disorder),perennial allergic rhinitis ( disorder) 
778022009,398114001,64572001,6,Disease (disorder),Disease (disorder),ehlers- danlos syndrome due to tenascin- x deficiency ( disorder) 
47664006,28368009,64572001,6,Disease (disorder),Disease (disorder),"sedative, hypnotic and/ or anxiolytic- induced psychotic disorder with hallucinations"
295819009,295818001,64572001,6,Disease (disorder),Disease (disorder),accidental amantadine overdose ( disorder) 
9147009,254120004,64572001,6,Disease (disorder),Disease (disorder),osteopoikilosis ( disorder) 
4463009,42295001,64572001,6,Disease (disorder),Disease (disorder),"hereditary neuropathic amyloidosis, type ii"
4463009,42295001,64572001,6,Disease (disorder),Disease (disorder),"familial amyloid polyneuropathy, 8 4 ser- for- ile"
373026000,111812000,64572001,6,Disease (disorder),Disease (disorder),infection caused by mycobacterium fallax
240364003,399924003,64572001,6,Disease (disorder),Disease (disorder),amebic perianal ulceration ( disorder) 
74003001,89627008,64572001,6,Disease (disorder),Disease (disorder),hyponatraemia with normal extracellular fluid volume
296907009,296905001,64572001,6,Disease (disorder),Disease (disorder),intentional estrogen overdose ( disorder) 
200059007,200054002,64572001,6,Disease (disorder),Disease (disorder),obstetric anesthesia with cardiac complications with postnatal problem ( disorder) 
93352008,93025007,64572001,6,Disease (disorder),Disease (disorder),congenital malpositioned sternebra
291329001,290476003,64572001,6,Disease (disorder),Disease (disorder),intentional homatropine poisoning
15999000,21861000,64572001,6,Disease (disorder),Disease (disorder),mixed portal cirrhosis
5134006,42295001,64572001,6,Disease (disorder),Disease (disorder),"familial amyloid polyneuropathy, type vi"
211217002,283030006,64572001,6,Disease (disorder),Disease (disorder),"insect bite, nonvenomous, of axilla ( disorder) "
240785000,240783007,64572001,6,Disease (disorder),Disease (disorder),disseminated conidiobolomycosis
24629003,105985007,64572001,6,Disease (disorder),Disease (disorder),"metaphyseal chondrodysplasia, jansen type"
765138001,57544002,64572001,6,Disease (disorder),Disease (disorder),birth defect due to maternal hyperthermia
291501000,291499008,64572001,7,Disease (disorder),Disease (disorder),intentional clarithromycin poisoning
24790002,1776003,64572001,7,Disease (disorder),Disease (disorder),bicarbonate reabsorption defect
89231008,36989005,64572001,7,Disease (disorder),Disease (disorder),hepatitis in mumps
240057006,111501005,64572001,7,Disease (disorder),Disease (disorder),autosomal recessive muscular dystrophy with gene located at 1 5 q
234614005,234608003,64572001,7,Disease (disorder),Disease (disorder),complement 8 beta chain deficiency ( disorder) 
22121000,53607008,64572001,7,Disease (disorder),Disease (disorder),depressed bipolar i disorder in full remission
33135002,30605009,64572001,7,Disease (disorder),Disease (disorder),recurrent major depression in partial remission
292326006,292314001,64572001,7,Disease (disorder),Disease (disorder),vigabatrin adverse reaction ( disorder) 
295835002,297200009,64572001,7,Disease (disorder),Disease (disorder),amitriptyline overdose ( disorder) 
300986008,186437007,64572001,7,Disease (disorder),Disease (disorder),proteus septicaemia
292177009,292176000,64572001,7,Disease (disorder),Disease (disorder),bupivacaine adverse reaction
240861001,2435008,64572001,7,Disease (disorder),Disease (disorder),larval ascariasis ( disorder) 
427195008,237849008,64572001,7,Disease (disorder),Disease (disorder),hyperkalemia caused by angiotensin- converting enzyme inhibitor ( disorder) 
787037000,111501005,64572001,7,Disease (disorder),Disease (disorder),mcd1 a - muscular congenital dystrophy type 1 a
787037000,111501005,64572001,7,Disease (disorder),Disease (disorder),congenital muscular dystrophy due to laminin alpha2 deficiency
296661005,296660006,64572001,7,Disease (disorder),Disease (disorder),accidental carbenicillin overdose
31798004,25606004,64572001,7,Disease (disorder),Disease (disorder),fragilitas oculi with joint hyperextensibility
771421000,771419005,64572001,7,Disease (disorder),Disease (disorder),mixed hyperactive hypoactive delirium following surgical procedure
773775004,722683006,64572001,7,Disease (disorder),Disease (disorder),poorly differentiated neuroendocrine cervical carcinoma
93187000,118612006,64572001,7,Disease (disorder),Disease (disorder),malignant histiocytosis of lymph nodes of inguinal region and/ or lower limb
234222009,234217009,64572001,7,Disease (disorder),Disease (disorder),cardiac pacemaker myoinhibition
267540007,303011007,64572001,7,Disease (disorder),Disease (disorder),agranulocytosis caused by irradiation
242256000,297200009,64572001,7,Disease (disorder),Disease (disorder),accidental overdose of tricyclic antidepressant
206122002,206149002,64572001,7,Disease (disorder),Disease (disorder),fetal or neonatal effect of vacuum extraction delivery
296061009,296058008,64572001,7,Disease (disorder),Disease (disorder),flurazepam overdose of undetermined intent ( disorder) 
297089003,297087001,64572001,7,Disease (disorder),Disease (disorder),isosorbide dinitrate overdose
188506004,188498009,64572001,7,Disease (disorder),Disease (disorder),lymphosarcoma of spleen
292105002,292101006,64572001,7,Disease (disorder),Disease (disorder),misoprostol adverse reaction
378007,11380006,64572001,7,Disease (disorder),Disease (disorder),familial osteochondrodystrophy
83201000119108,421784001,64572001,7,Disease (disorder),Disease (disorder),secondary carnitine deficiency
5085001,15628003,64572001,7,Disease (disorder),Disease (disorder),gonococcemia
425657001,109989006,64572001,7,Disease (disorder),Disease (disorder),osteosclerotic myeloma ( disorder) 
283630005,10850741000119108,64572001,7,Disease (disorder),Disease (disorder),needle stick injury of lower limb ( disorder) 
296795002,296789003,64572001,7,Disease (disorder),Disease (disorder),isoniazid overdose ( disorder) 
218845008,292443008,64572001,7,Disease (disorder),Disease (disorder),adverse reaction caused by tolazoline ( disorder) 
722904004,206215004,64572001,7,Disease (disorder),Disease (disorder),depressed fracture of skull due to birth trauma ( disorder) 
291486005,291484008,64572001,7,Disease (disorder),Disease (disorder),intentional tobramycin poisoning
421883002,1214006,64572001,7,Disease (disorder),Disease (disorder),strongyloidiasis associated with acquired immunodeficiency syndrome
234239006,234237008,64572001,7,Disease (disorder),Disease (disorder),inappropriate shocks from implanted defibrillator ( disorder) 
292290008,292279003,64572001,8,Disease (disorder),Disease (disorder),adverse reaction to dothiepin
9038003,76172008,64572001,8,Disease (disorder),Disease (disorder),infection caused by taenia multiceps ( disorder) 
253796000,253795001,64572001,8,Disease (disorder),Disease (disorder),jejunum duplex
295837005,295835002,64572001,8,Disease (disorder),Disease (disorder),intentional amitriptyline overdose ( disorder) 
39390005,58459009,64572001,8,Disease (disorder),Disease (disorder),niemann- pick disease non- neuropathic type
293238007,293234009,64572001,8,Disease (disorder),Disease (disorder),adverse reaction to testosterone
716860005,240372001,64572001,8,Disease (disorder),Disease (disorder),infection of intestine caused by cyclospora cayetanensis ( disorder) 
414146004,413556004,64572001,8,Disease (disorder),Disease (disorder),ethambutol resistant tuberculosis
292396000,292386009,64572001,8,Disease (disorder),Disease (disorder),thioridazine adverse reaction
292110003,292106001,64572001,8,Disease (disorder),Disease (disorder),ranitidine adverse reaction
206446002,387712008,64572001,8,Disease (disorder),Disease (disorder),perinatal jaundice from polycythemia
722201004,15863451000119107,64572001,8,Disease (disorder),Disease (disorder),"median cleft of upper lip, corpus callosum lipoma, cutaneous polyp syndrome"
292059002,292053001,64572001,8,Disease (disorder),Disease (disorder),morphine adverse reaction ( disorder) 
199164000,199161008,64572001,8,Disease (disorder),Disease (disorder),maternal gonorrhea in the puerperium - baby delivered during current episode of care ( disorder) 
199164000,199161008,64572001,8,Disease (disorder),Disease (disorder),maternal gonorrhea in the puerperium - baby delivered during current episode of care
10753491000119101,11687002,64572001,8,Disease (disorder),Disease (disorder),gestational diabetes mellitus in childbirth
66405000,263128001,64572001,9,Disease (disorder),Disease (disorder),sprain of radiohumeral joint
188591001,118610003,64572001,9,Disease (disorder),Disease (disorder),"hodgkin disease, lymphocytic depletion of intrapelvic lymph nodes"
205432007,93167001,64572001,9,Disease (disorder),Disease (disorder),lumbar hemivertebra - unbalanced ( disorder) 
208552007,89820008,64572001,9,Disease (disorder),Disease (disorder),"closed fracture proximal femur, intertrochanteric, comminuted"
292899003,292896005,64572001,9,Disease (disorder),Disease (disorder),domiphen adverse reaction
307647008,277627005,64572001,10,Disease (disorder),Disease (disorder),"malignant lymphoma, centroblastic type, follicular"
