text_id,text
23605695,"Pasireotide: A Review of Its Use in Cushing's Disease. Pasireotide (Signifor(®)) is a new subcutaneous somatostatin analogue that acts via somatostatin receptors to inhibit the secretion of corticotropin from the pituitary adenoma in patients with Cushing's disease. Pasireotide has a receptor binding profile that is distinct from that of other somatostatin analogues, binding with high affinity to somatostatin receptor subtype 5, which is strongly over expressed in corticotroph adenoma cells. Pasireotide is the first pituitary-directed agent to be approved for use in Cushing's disease. In a phase III clinical trial in patients with Cushing's disease, twice-daily pasireotide 600 or 900 μg for 6 months led to normalization of urinary free cortisol (UFC) levels in up to a quarter of all patients (primary endpoint) and significantly reduced mean UFC levels. The reduction in UFC levels is rapid (within one to two months) and sustained (up to 24 months). Most patients who do not have an early response to pasireotide do not respond at a later time point. Decreases in UFC levels achieved during pasireotide treatment are accompanied by decreases in serum and salivary cortisol levels, as well as improvements in clinical signs and symptoms, including body weight, blood pressure and health-related quality-of-life. Pasireotide has a generally similar tolerability profile to that of other somatostatin analogues, but is associated with a relatively high incidence of hyperglycaemia, requiring the addition or intensification of glucose-lowering medication in a substantial proportion of patients. Thus, pasireotide, together with on-going patient monitoring, provides a promising new option for the medical management of Cushing's disease."
23017388,"SB365, Pulsatilla saponin D suppresses the proliferation of human colon cancer cells and induces apoptosis by modulating the AKT/mTOR signalling pathway. Pulsatilla koreana has been used as a traditional medicine for the treatment of several diseases. The purpose of this study was to determine if SB365, Pulsatilla saponin D isolated from the root of P. koreana inhibits the progression of colon cancer. We found that SB365 strongly suppressed the growth and proliferation of colon cancer cells and induced their apoptosis. Also, SB365 showed anti-angiogenic activity by decreasing the expression of HIF-1α and VEGF. These results were confirmed by an in vivo study showing that SB365 significantly inhibited tumor growth by the induction of apoptosis and inhibition of angiogenesis with stronger anticancer activity than 5-FU. When further examined for its anticancer mechanism, SB365 effectively suppressed the AKT/mTOR pathway both in vitro and in vivo. Taken together, our study demonstrated that SB365 inhibits the AKT/mTOR pathway, leading to the suppression of tumor growth and angiogenesis together with induction of apoptosis. Therefore, SB365 is a good candidate as a natural product for use in the treatment of colon cancer."
15777622,"Apolipoprotein E3 (apoE3) safeguards pig proximal tubular LLC-PK1 cells against reduction in SGLT1 activity induced by gentamicin C. Megalin, a family of endocytic receptors related to the low-density lipoprotein (LDL) receptor, is a major pathway for proximal tubular aminoglycoside accumulation. We previously reported that aminoglycoside antibiotics reduce SGLT1-dependent glucose transport in pig proximal tubular epithelial LLC-PK1 cells in parallel with the order of their nephrotoxicity. In this study, using a model of gentamicin C (GMC)-induced reduction in SGLT1 activity, we examined whether ligands for megalin protect LLC-PK1 cells from the GMC-induced reduction in SGLT1 activity. We employed apolipoprotein E3 (apoE3) and lactoferrin as ligands for megalin. Then the cells were treated with various concentrations of apoE3, lactoferrin and bovine serum albumin with or without 100 microg/ml of GMC, and the SGLT1-dependent methyl alpha-D-glucopyranoside (AMG) uptake and levels of SGLT1 expression were determined. As a result, we demonstrated that the apoE3 significantly protects these cells from GMC-induced reduction in AMG uptake, but neither lactoferrin nor albumin does. In accord with a rise in AMG uptake activity, the mRNA and protein levels of SGLT1 were apparently up-regulated in the presence of apoE3. Furthermore, we found that the uptake of [3H] gentamicin is decreased by apoE3, and that apoE3 showed obvious protection against the GMC-dependent N-acetyl-beta-D-glucosamidase (NAG) release from LLC-PK1 cells. Thus, these results indicate that apoE3 could be a valuable tool for the prevention of aminoglycoside nephrotoxicity."
2877081,"Actions of nizatidine, a selective histamine H2-receptor antagonist, on gastric acid secretion in dogs, rats and frogs. Nizatidine (LY139037), a selective histamine H2-receptor antagonist, is a potent inhibitor of gastric acid secretion. It was 17.8 times as active as cimetidine on histamine (10(-5) M)-induced secretion from the isolated gastric mucosa of the bullfrog. Nizatidine was 8.9 times as active as cimetidine on basal acid secretion of the chronic gastric fistula rats after s.c. administration. Against acid secretion from the vagally innervated gastric fistula and Heidenhain pouch of dogs stimulated with submaximal doses of histamine, methacholine and gastrin, nizatidine was, respectively, 6.5, 5 and 4.7 times as active as cimetidine by i.v. administration. Nizatidine was very well absorbed from the gut and was 5 to 10 times as active as cimetidine on gastric acid secretion of dogs induced by submaximal and maximal doses of histamine when given p.o. Equal molar doses of nizatidine showed equal peak effects when given i.v., s.c. or i.m. Pharmacological data indicate that nizatidine is safe and effective as an agent for the control of excessive gastric acid secretion."
23172777,"3D-QSAR-assisted drug design: identification of a potent quinazoline-based Aurora kinase inhibitor. We describe the 3D-QSAR-assisted design of an Aurora kinase A inhibitor with improved physicochemical properties, in vitro activity, and in vivo pharmacokinetic profiles over those of the initial lead. Three different 3D-QSAR models were built and validated by using a set of 66 pyrazole (Model I) and furanopyrimidine (Model II) compounds with IC(50) values toward Aurora kinase A ranging from 33 nM to 10.5 μM. The best 3D-QSAR model, Model III, constructed with 24 training set compounds from both series, showed robustness (r(2) (CV) =0.54 and 0.52 for CoMFA and CoMSIA, respectively) and superior predictive capacity for 42 test set compounds (R(2) (pred) =0.52 and 0.67, CoMFA and CoMSIA). Superimposition of CoMFA and CoMSIA Model III over the crystal structure of Aurora kinase A suggests the potential to improve the activity of the ligands by decreasing the steric clash with Val147 and Leu139 and by increasing hydrophobic contact with Leu139 and Gly216 residues in the solvent-exposed region of the enzyme. Based on these suggestions, the rational redesign of furanopyrimidine 24 (clog P=7.41; Aurora A IC(50) =43 nM; HCT-116 IC(50) =400 nM) led to the identification of quinazoline 67 (clog P=5.28; Aurora A IC(50) =25 nM; HCT-116 IC(50) =23 nM). Rat in vivo pharmacokinetic studies showed that 67 has better systemic exposure after i.v. administration than 24, and holds potential for further development."
23585058,"NMDA Receptor Activation Down-Regulates Expression of δ Subunit-Containing GABA-A Receptors in Cultured Hippocampal Neurons. Neurosteroids are endogenous allosteric modulators of γ amino-butyric acid type A receptors (GABARs), and enhance GABAR-mediated inhibition. However, GABARs expressed on hippocampal dentate granule neurons of epileptic animals are modified such that their neurosteroid sensitivity is reduced and δ subunit expression is diminished. The molecular mechanisms triggering this GABAR plasticity were explored. In the cultured hippocampal neurons treatment with NMDA (10 μM) for 48 hrs reduced surface expression of δ and α4 subunits, but did not increase expression of γ2 subunits. The tonic current recorded from neurons in NMDA-treated cultures was reduced, and its neurosteroid modulation was also diminished. In contrast, synaptic inhibition and its modulation by neurosteroids were preserved in these neurons. The time course of NMDA effects on surface and total δ subunit expression were distinct; shorter (6 hrs) treatment decreased surface expression, whereas longer treatment reduced both surface and total expression. APV blocked NMDA effects on δ subunit expression. Chelation of calcium ions by BAPTA-AM or blockade of ERK1/2 activation by UO126 also prevented the NMDA effects. Thus prolonged activation of NMDA receptors in hippocampal neurons reduced GABAR δ subunit expression through Ca2+ entry and at least in part by ERK1/2 activation."
23578644,"Conjugated linoleic acid and calcium co-supplementation improves bone health in ovariectomised mice. Osteoporosis is a significant health concern for the elderly; conjugated linoleic acid (CLA) has been shown to improve overall bone mass when calcium is included as a co-supplement. However, potential effects of CLA and calcium on bone mass during a period of bone loss have not been reported. The purpose of this study was to determine how dietary calcium modulates the effects of conjugated linoleic acid (CLA) in preventing bone loss, using an ovariectomised mouse model. CLA supplementation significantly prevented ovariectomy-associated weight and fat mass gain, compared to non-supplemented controls. CLA significantly increased bone markers without major changes in bone mineral composition in the femur compared to respective controls. CLA treatment increased serum parathyroid hormone (PTH) significantly (p=0.0172), while serum 1,25-dihydroxyvitamin D3 concentration was not changed by CLA. Meanwhile, CLA significantly reduced femur tartrate resistant acid phosphatase (TRAP) activity, suggesting potential reduction of osteoclastogenesis. The data suggest that CLA, along with dietary calcium, has great potential to be used to prevent bone loss and weight gain associated with menopause."
23332447,"Testosterone deficiency induces markedly decreased serum triglycerides, increased small dense LDL, and hepatic steatosis mediated by dysregulation of lipid assembly and secretion in mice fed a high-fat diet. OBJECTIVE: Although low serum testosterone (T) is associated with metabolic disorders, the mechanism of this association is unclear. The objective of the present study was to investigate the combined effects of T deficiency and a high-fat diet (HFD) on hepatic lipid homeostasis in mice. MATERIALS/METHODS: Orchiectomized (ORX) mice and sham-operated (SHAM) mice were randomly divided into five groups: SHAM mice fed a standard diet (SD), SHAM mice fed HFD, ORX mice fed SD, ORX mice fed HFD, and ORX mice fed HFD with T supplementation. After 4weeks of treatment, we investigated the synthesis and secretion of lipids in the liver and detailed serum lipoprotein profiles in each group. RESULTS: ORX mice fed HFD showed increased hepatic steatosis, markedly decreased serum triglyceride (TG) and TG-VLDL content, and increased serum very small-LDL content. Gene expression analysis revealed that ORX mice fed HFD showed significantly decreased expression of microsomal triglyceride transfer protein, lipin-1, peroxisome proliferator-activated receptor (PPAR)-α and PPAR-γ coactivator 1-α, and significantly increased sterol regulatory element-binding protein-1, diacylglycerol acyltransferase-2 and fatty acid synthase. Reduction of hepatic AMPK phosphorylation was observed in ORX mice fed HFD. These perturbations in ORX mice fed HFD were normalized to the levels of SHAM mice fed HFD by T supplementation. CONCLUSION: T deficiency is associated with failure of lipid homeostasis mediated by altered expression of genes involved in hepatic assembly and secretion of lipids."
23305949,"Two distinct mechanisms of Topoisomerase 1-dependent mutagenesis in yeast. Topoisomerase 1 (Top1) resolves transcription-associated supercoils by generating transient single-strand breaks in DNA. Top1 activity in yeast is a major source of transcription-associated mutagenesis, generating a distinctive mutation signature characterized by deletions in short, tandem repeats. A similar signature is associated with the persistence of ribonucleoside monophosphates (rNMPs) in DNA, and it also depends on Top1 activity. There is only partial overlap, however, between Top1-dependent deletion hotspots identified in highly transcribed DNA and those associated with rNMPs, suggesting the existence of both rNMP-dependent and rNMP-independent events. Here, we present genetic studies confirming that there are two distinct types of hotspots. Data suggest a novel model in which rNMP-dependent hotspots are generated by sequential Top1 reactions and are consistent with rNMP-independent hotspots reflecting processing of a trapped Top1 cleavage complex."
18162179,"Covalent modification of stathmin by CCNU determined by FTMS analysis of modified proteins and tryptic peptides. Chemical modification of proteins is often carried out to generate protein-small molecule conjugates for various applications. The high resolution and mass accuracy of a Fourier transform mass spectrometer is particularly useful for assessing the extent or sites of covalent modifications. As protein-small molecule reactions often produce products with variable numbers of the compound incorporated at different sites, a direct mass analysis of the reaction products at times yields mass spectra hard to interpret. Chromatographic separation at protein level could reduce the complexity of a sample, thus allowing more accurate mass spectrometric analysis. In this report, we demonstrate the utility of reversed-phase protein chromatography and FT-ICR mass spectrometry in analyzing CCNU (lomustine, 1-(2-chloroethyl)-3-cyclohexyl-1-nitroso-urea, MW: 233.7Da) modification of stathmin. With this combined approach, we determined the stoichiometry as well as sites of CCNU incorporation into the protein, demonstrating differential reactivity of several lysyl residues to CCNU alkylation."
19549602,"Amitriptyline is a TrkA and TrkB receptor agonist that promotes TrkA/TrkB heterodimerization and has potent neurotrophic activity. Neurotrophins, the cognate ligands for the Trk receptors, are homodimers and induce Trk dimerization through a symmetric bivalent mechanism. We report here that amitriptyline, an antidepressant drug, directly binds TrkA and TrkB and triggers their dimerization and activation. Amitriptyline, but not any other tricyclic or selective serotonin reuptake inhibitor antidepressants, promotes TrkA autophosphorylation in primary neurons and induces neurite outgrowth in PC12 cells. Amitriptyline binds the extracellular domain of both TrkA and TrkB and promotes TrkA-TrkB receptor heterodimerization. Truncation of amitriptyline binding motif on TrkA abrogates the receptor dimerization by amitriptyline. Administration of amitriptyline to mice activates both receptors and significantly reduces kainic acid-triggered neuronal cell death. Inhibition of TrkA, but not TrkB, abolishes amitriptyline's neuroprotective effect without impairing its antidepressant activity. Thus, amitriptyline acts as a TrkA and TrkB agonist and possesses marked neurotrophic activity."
14737100,"Truncated ErbB2 receptor (p95ErbB2) is regulated by heregulin through heterodimer formation with ErbB3 yet remains sensitive to the dual EGFR/ErbB2 kinase inhibitor GW572016. The expression of the NH2 terminally truncated ErbB2 receptor (p95ErbB2) in breast cancer correlates with metastatic disease progression compared with the expression of full-length p185ErbB2. We now show that heregulin (HRG), but not EGF, stimulates p95ErbB2 phosphorylation in BT474 breast cancer cells. Furthermore, phospho-p95ErbB2 forms heterodimers with ErbB3, but not EGFR, while p185ErbB2 heterodimerizes with both EGFR and ErbB3. The predilection of p95ErbB2 to heterodimerize with ErbB3 provides an explanation for its regulation by HRG, an ErbB3 ligand. GW572016, a reversible small molecule inhibitor of EGFR and ErbB2 tyrosine kinases, inhibits baseline p95ErbB2 phosphorylation in BT474 cells and tumor xenografts. Inhibition of p95ErbB2, p185ErbB2, and EGFR phosphorylation by GW572016 resulted in the inhibition of downstream phospho-Erk1/2, phospho-AKT, and cyclin D steady-state protein levels. Increased phosphorylation of p95ErbB2 and AKT in response to HRG was abrogated to varying degrees by GW572016. In contrast, trastuzumab did not inhibit p95ErbB2 phosphorylation or the expression of downstream phospho-Erk1/2, phospho-AKT, or cyclin D. It is tempting to speculate that trastuzumab resistance may be mediated in part by the selection of p95ErbB2-expressing breast cancer cells capable of exerting potent growth and prosurvival signals through p95ErbB2-ErbB3 heterodimers. Thus, p95ErbB2 represents a target for therapeutic intervention, and one that is sensitive to GW572016 therapy."
17409426,"Nonsteroidal anti-inflammatory drugs induce colorectal cancer cell apoptosis by suppressing 14-3-3epsilon. To determine the role of 14-3-3 in colorectal cancer apoptosis induced by nonsteroidal anti-inflammatory drugs (NSAIDs), we evaluated the effects of sulindac on 14-3-3epsilon protein expression in colorectal cancer cells. Sulindac sulfide inhibited 14-3-3epsilon proteins in HT-29 and DLD-1 cells in a time- and concentration-dependent manner. Sulindac sulfone at 600 mumol/L inhibited 14-3-3epsilon protein expression in HT-29. Indomethacin and SC-236, a selective cyclooxygenase-2 (COX-2) inhibitor, exerted a similar effect as sulindac. Sulindac suppressed 14-3-3epsilon promoter activity. As 14-3-3epsilon promoter activation is mediated by peroxisome proliferator-activated receptor delta (PPARdelta), we determined the correlation between 14-3-3epsilon inhibition and PPARdelta suppression by NSAIDs. Sulindac sulfide inhibited PPARdelta protein expression and PPARdelta transcriptional activity. Overexpression of PPARdelta by adenoviral transfer rescued 14-3-3epsilon proteins from elimination by sulindac or indomethacin. NSAID-induced 14-3-3epsilon suppression was associated with reduced cytosolic Bad with elevation of mitochondrial Bad and increase in apoptosis which was rescued by Ad-PPARdelta transduction. Stable expression of 14-3-3epsilon in HT-29 significantly protected cells from apoptosis. Our findings shed light on a novel mechanism by which NSAIDs induce colorectal cancer apoptosis via the PPARdelta/14-3-3epsilon transcriptional pathway. These results suggest that 14-3-3epsilon is a target for the prevention and therapy of colorectal cancer."
15795320,"Cellular and pharmacogenetics foundation of synergistic interaction of pemetrexed and gemcitabine in human non-small-cell lung cancer cells. Gemcitabine and pemetrexed are effective agents in the treatment of non-small-cell lung cancer (NSCLC), and the present study investigates cellular and genetic aspects of their interaction against A549, Calu-1, and Calu-6 cells. Cells were treated with pemetrexed and gemcitabine, and their interaction was assessed using the combination index. The role of drug metabolism in gemcitabine cytotoxicity was examined with inhibitors of deoxycytidine kinase (dCK), 5'-nucleotidase, and cytidine deaminase, whereas the role of pemetrexed targets, thymidylate synthase (TS), dihydrofolate reductase (DHFR), and glycinamide ribonucleotide formyltransferase (GARFT) in drug chemosensitivity was analyzed in cytotoxicity rescue studies. The effect of gemcitabine and pemetrexed on Akt phosphorylation was investigated with enzyme-linked immunosorbent assay, whereas quantitative polymerase chain reaction (PCR) was used to study target gene-expression profiles and its modulation by each drug. Synergistic cytotoxicity was demonstrated, and pemetrexed significantly decreased the amount of phosphorylated Akt, enhanced apoptosis, and increased the expression of dCK in A549 and Calu-6 cells, as well as the expression of the human nucleoside equilibrative transporter 1 (hENT1) in all cell lines. PCR demonstrated a correlation between dCK expression and gemcitabine sensitivity, whereas expression of TS, DHFR, and GARFT was predictive of pemetrexed chemosensitivity. These data demonstrated that 1) gemcitabine and pemetrexed synergistically interact against NSCLC cells through the suppression of Akt phosphorylation and induction of apoptosis; 2) the gene expression profile of critical genes may predict for drug chemosensitivity; and 3) pemetrexed enhances dCK and hENT1 expression, thus suggesting the role of gene-expression modulation for rational development of chemotherapy combinations."
12850267,"Tissue expression and translational control of rat kynurenine aminotransferase/glutamine transaminase K mRNAs. Kynurenic acid (KA) is an endogenous glutamate receptor antagonist at the level of the different ionotropic glutamate receptors. One of the enzymes responsible for the production of KA, kynurenine aminotransferase I (KATI), also catalyses the reversible transamination of glutamine to oxoglutaramic acid (GTK, EC 2.6.1.15). The enzyme exists in a cytosolic and in a mitochondrial form because of the presence of two different KATI mRNAs coding for a protein respectively with and without leader sequence targeting the protein into mitochondria. We have cloned from a phage library of rat kidney cDNA four new KATI cDNAs containing different 5' untranslated regions (UTRs). One of the transcripts (+14KATI cDNA) contains an alternative site of initiation of translation. The tissue distribution of the different transcripts was studied by RT-PCR. The study demonstrated that several KATI mRNAs are constitutively expressed in ubiquitous manner, while +14KATI mRNA is present only in kidney. The translational efficiency of the different transcripts was studied in vitro and enzymatic activities were measured in transiently transfected Cos-1 cells. Each KATI mRNA exhibits a different in vitro translational efficiency, which corresponds to different levels of KAT enzymatic activity in transfected cells. Both findings correlate with the predicted accessibility of the ribosomal binding sites of the different mRNAs. The structure of the rat KATI/GTK gene was also studied. The expression of several KATI mRNAs with different 5'UTRs represents an interesting example of transcriptional/translational control on the expression of pyridoxal phosphate (PLP)-dependent aminotransferases."
23628791,"Down-regulation of LRRK2 in control and DAT transfected HEK cells increases manganese-induced oxidative stress and cell toxicity. The extra-pyramidal symptoms associated with manganism often overlap with that seen in Parkinsonism suggesting a common link between the two disorders. Since wide deviations are observed in susceptibility and characteristics of the symptoms observed in manganism, these differences may be due to underlying genetic variability. Genes linked to early onset of Parkinsonism which includes ATP13A2 and parkin have already been suggested to promote development of Mn toxicity. Of the other Parkinson-linked genes, mutations in LRRK2, an autosomal dominant gene, represent another likely candidate involved in the development of manganism. In this paper the effect of shRNA LRRK2 knock-down on Mn toxicity was examined in control and DAT transfected HEK293 cells. Results demonstrate that LRRK2 down-regulation potentiates Mn toxicity in both control and DAT-transfected cell as well as potentiates DA toxicity. Combined treatment of Mn and DA further augments cell toxicity, ROS production and JNK phosphorylation in LRRK2 deficient cells compared to controls. Consistent with studies demonstrating that LRRK2 plays a role in the phosphorylation of p38, our results similarly demonstrate a decrease in p38 activation in LRRK2 knock-down cells. Our findings suggest that null mutations in LRRK2 which cause Parkinsonism potentiate Mn toxicity and increase susceptibility to develop manganism."
22983867,"Swim training of monosodium L-glutamate-obese mice improves the impaired insulin receptor tyrosine phosphorylation in pancreatic islets. The goal of the present study was to investigate changes on glucose homoeostasis and of the insulin receptor (IR) and insulin receptor substrate-1 (IRS-1) signalling in pancreatic islets from MSG-obese mice submitted to or not submitted to swim training. Swim training of 90-day-old MSG mice was used to evaluate whether signalling pathways of the IR and IRS-1 in islets are involved with the insulin resistance and glucose intolerance observed in this obese animal model. The results showed that IR tyrosine phosphorylation (pIR) was reduced by 42 % in MSG-obese mice (MSG, 6.7 ± 0.2 arbitrary units (a.u.); control, 11.5 ± 0.4 a.u.); on the other hand, exercise training increased pIR by 76 % in MSG mice without affecting control mice (MSG, 11.8 ± 0.3; control, 12.8 ± 0.2 a.u.). Although the treatment with MSG increased IRS-1 tyrosine phosphorylation (pIRS-1) by 96 % (MSG, 17.02 ± 0.6; control, 8.7 ± 0.2 a.u.), exercise training also increased it in both groups (control, 13.6 ± 0.1; MSG, 22.2 ± 1.1 a.u.). Current research shows that the practice of swim training increases the tyrosine phosphorylation of IRS-1 which can modulate the effect caused by obesity in insulin receptors."
12614192,"Long-term use of sildenafil. The treatment of erectile dysfunction (ED) has been revolutionised by new agents to inhibit the enzyme PDE5. The scientific basis of this treatment of ED includes relaxation of the corpus cavernosum smooth muscle tissue by inhibition of PDE5 that breaks down cGMP, the key pathway for the production of erectile function in humans. Many clinical studies, both pre- and post-marketing, have demonstrated the clinical efficacy and safety of sildenafil (Viagra, Pfizer) - the first approved selective PDE inhibitor for the treatment of ED. Sildenafil is inhibitory of PDE5 at a rate tenfold higher than for the next PDE (PDE6), which produces visual changes through the retinal rods. Its clinical effectiveness has been well documented in the majority of men with ED irrespective of aetiology. The aetiology of ED, also, does not appear to effect the function of sildenafil in relaxing corpus cavernosum smooth muscle tissue. Adverse events are usually associated with the vascular changes from PDE5 inhibition. These include headache and flushing. Each of these adverse events, however, declines with medication use. With the use of sildenafil, it has been clearly, clinically demonstrated that the selective inhibition of PDE5 is an appropriate, effective, safe method for the treatment of ED of all aetiologies and severities."
17545671,"Cytosolic aspartate aminotransferase, a new partner in adipocyte glyceroneogenesis and an atypical target of thiazolidinedione. We show that cytosolic aspartate aminotransferase (cAspAT) is involved in adipocyte glyceroneogenesis, a regulated pathway that controls fatty acid homeostasis by promoting glycerol 3-phosphate formation for fatty acid re-esterification during fasting. cAspAT activity, as well as the incorporation of [(14)C]aspartate into the neutral lipid fraction of 3T3-F442A adipocytes was stimulated by the thiazolidinedione (TZD) rosiglitazone. Conversely, the ratio of fatty acid to glycerol released into the medium decreased. Regulation of cAspAT gene expression was specific to differentiated adipocytes and did not require any peroxisome proliferator-activated receptor gamma (PPARgamma)/retinoid X receptor-alpha direct binding. Nevertheless, PPARgamma is indirectly necessary for both cAspAT basal expression and TZD responsiveness because they are, respectively, diminished and abolished by ectopic overexpression of a dominant negative PPARgamma. The cAspAT TZD-responsive site was restricted to a single AGGACA hexanucleotide located at -381 to -376 bp whose mutation impaired the specific RORalpha binding. RORalpha ectopic expression activated the cAspAT gene transcription in absence of rosiglitazone, and its protein amount in nuclear extracts is 1.8-fold increased by rosiglitazone treatment of adipocytes. Finally, the amounts of RORalpha and cAspAT mRNAs were similarly increased by TZD treatment of human adipose tissue explants, confirming coordinated regulation. Our data identify cAspAT as a new member of glyceroneogenesis, transcriptionally regulated by TZD via the control of RORalpha expression by PPARgamma in adipocytes."
23291630,"ABT-199, a potent and selective BCL-2 inhibitor, achieves antitumor activity while sparing platelets. Proteins in the B cell CLL/lymphoma 2 (BCL-2) family are key regulators of the apoptotic process. This family comprises proapoptotic and prosurvival proteins, and shifting the balance toward the latter is an established mechanism whereby cancer cells evade apoptosis. The therapeutic potential of directly inhibiting prosurvival proteins was unveiled with the development of navitoclax, a selective inhibitor of both BCL-2 and BCL-2-like 1 (BCL-X(L)), which has shown clinical efficacy in some BCL-2-dependent hematological cancers. However, concomitant on-target thrombocytopenia caused by BCL-X(L) inhibition limits the efficacy achievable with this agent. Here we report the re-engineering of navitoclax to create a highly potent, orally bioavailable and BCL-2-selective inhibitor, ABT-199. This compound inhibits the growth of BCL-2-dependent tumors in vivo and spares human platelets. A single dose of ABT-199 in three patients with refractory chronic lymphocytic leukemia resulted in tumor lysis within 24 h. These data indicate that selective pharmacological inhibition of BCL-2 shows promise for the treatment of BCL-2-dependent hematological cancers."
23618901,"Smad3 mediates cigarette smoke extract (CSE) induction of VEGF release by human fetal lung fibroblasts. Cigarette smoke is the major cause of chronic obstructive pulmonary disease (COPD), yet pathogenic mechanisms are not fully understood. Vascular endothelial growth factor (VEGF) is one of the major regulators of endothelial cell survival and is believed to play a role in the pathogenesis of COPD. Fibroblasts are a significant source of VEGF in the lungs; however the effect of cigarette smoke exposure on VEGF release by fibroblasts is not fully understood. We hypothesized that cigarette smoke-induced disturbed VEGF release by human lung fibroblasts is a potential pathogenic mechanism that could contribute to COPD. Cigarette smoke extract (CSE) was prepared by modification of the methods of Carp and Janoff (American Review of Respiratory Disease, 1978). Human fetal lung fibroblasts (HFL-1) were exposed to different concentrations of CSE and for different durations. VEGF release into the media was measured using ELISA. TGF-β1 receptor (TβR1)/Smad3 as a potential pathway for CSE modulated VEGF release was also investigated using biochemical analyses and siRNA inhibition of Smad3 and siRNA and pharmacologic inhibition of TβR1. CSE induced VEGF release by HFL-1 in concentration and time dependent manner. This was confirmed in two additional types of primary human fetal lung fibroblasts. CSE induced Smad3 phosphorylation and nuclear translocation in HFL-1 cells. Silencing of Smad3 by siRNA not only eliminated the stimulatory effect of CSE on VEGF release but also inhibited baseline VEGF production. Suppression of TβR1 by the pharmacological inhibitor (SB431542) markedly reduced VEGF release by HFL-1 in response to CSE and this effect was confirmed by TβR1 siRNA. In contrast, nicotine inhibited VEGF release by HFL-1 in a dose and time dependent manner. Our findings indicate that CSE stimulates Smad3-mediated VEGF release by lung fibroblasts. Nicotine does not account for the CSE stimulation of VEGF in HFL-1. The ability of lung fibroblasts to produce VEGF may play a role in pathogenesis of cigarette smoke induced lung disease."
23348500,"A novel metabotropic glutamate receptor 5 positive allosteric modulator acts at a unique site and confers stimulus bias to mGlu5 signaling. Metabotropic glutamate receptor 5 (mGlu5) is a target for the treatment of central nervous system (CNS) disorders, such as schizophrenia and Alzheimer's disease. Furthermore, mGlu5 has been shown to play an important role in hippocampal synaptic plasticity, specifically in long-term depression (LTD) and long-term potentiation (LTP), which is thought to be involved in cognition. Multiple mGlu5-positive allosteric modulators (PAMs) have been developed from a variety of different scaffolds. Previous work has extensively characterized a common allosteric site on mGlu5, termed the MPEP (2-Methyl-6-(phenylethynyl)pyridine) binding site. However, one mGlu5 PAM, CPPHA (N-(4-chloro-2-[(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)methyl]phenyl)-2-hydroxybenzamide), interacts with a separate allosteric site on mGlu5. Using cell-based assays and brain slice preparations, we characterized the interaction of a potent and efficacious mGlu5 PAM from the CPPHA series termed NCFP (N-(4-chloro-2-((4-fluoro-1,3-dioxoisoindolin-2-yl)methyl)phenyl)picolinamide). NCFP binds to the CPPHA site on mGlu5 and potentiates mGlu5-mediated responses in both recombinant and native systems. However, NCFP provides greater mGlu5 subtype selectivity than does CPPHA, making it more suitable for studies of effects on mGlu5 in CNS preparations. Of interest, NCFP does not potentiate responses involved in hippocampal synaptic plasticity (LTD/LTP), setting it apart from other previously characterized MPEP site PAMs. This suggests that although mGlu5 PAMs may have similar responses in some systems, they can induce differential effects on mGlu5-mediated physiologic responses in the CNS. Such stimulus bias by mGlu5 PAMs may complicate drug discovery efforts but would also allow for specifically tailored therapies, if pharmacological biases can be attributed to different therapeutic outcomes."
11961111,"G protein-coupled receptors as direct targets of inhaled anesthetics. The molecular pharmacology of inhalational anesthetics remains poorly understood. Despite accumulating evidence suggesting that neuronal membrane proteins are potential targets of inhaled anesthetics, most currently favored membrane protein targets lack any direct evidence for anesthetic binding. We report herein the location of the binding site for the inhaled anesthetic halothane at the amino acid residue level of resolution in the ligand binding cavity in a prototypical G protein-coupled receptor, bovine rhodopsin. Tryptophan fluorescence quenching and direct photoaffinity labeling with [(14)C]halothane suggested an interhelical location of halothane with a stoichiometry of 1 (halothane/rhodopsin molar ratio). Radiosequence analysis of [(14)C]halothane-labeled rhodopsin revealed that halothane contacts an amino acid residue (Trp265) lining the ligand binding cavity in the transmembrane core of the receptor. The predicted functional consequence, competition between halothane and the ligand retinal, was shown here by spectroscopy and is known to exist in vivo. These data suggest that competition with endogenous ligands may be a general mechanism of the action of halothane at this large family of signaling proteins."
